cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
36677360000000,D,                                                  ,Helendale Elementary                              ,San Bernardino ,179,1,*,*,*,*,*,*,1415
36677360116723,S,Academy of Careers and Exploration                ,Helendale Elementary                              ,San Bernardino ,38,1,*,*,*,*,*,*,1415
36677360128439,S,Empire Springs Charter                            ,Helendale Elementary                              ,San Bernardino ,21,0,NA,NA,NA,NA,NA,NA,1415
36677360130948,S,Independence Charter Academy                      ,Helendale Elementary                              ,San Bernardino ,13,0,NA,NA,NA,NA,NA,NA,1415
36677360131151,S,Alta Vista South Public Charter                   ,Helendale Elementary                              ,San Bernardino ,107,0,NA,NA,NA,NA,NA,NA,1415
36677770000000,D,                                                  ,Morongo Unified                                   ,San Bernardino ,761,39,22,23,23,22,27,69.23,1415
36677770124214,S,Hope Academy Charter                              ,Morongo Unified                                   ,San Bernardino ,197,0,NA,NA,NA,NA,NA,NA,1415
36677773636743,S,Twentynine Palms High                             ,Morongo Unified                                   ,San Bernardino ,164,20,22,23,22,22,13,65,1415
36677773638616,S,Yucca Valley High                                 ,Morongo Unified                                   ,San Bernardino ,314,19,22,23,23,22,14,73.68,1415
36678010000000,D,                                                  ,Needles Unified                                   ,San Bernardino ,50,5,*,*,*,*,*,*,1415
36678013634169,S,Needles High                                      ,Needles Unified                                   ,San Bernardino ,49,5,*,*,*,*,*,*,1415
36678270000000,D,                                                  ,Oro Grande Elementary                             ,San Bernardino ,679,36,19,21,19,20,15,41.67,1415
36678270111807,S,Mojave River Academy                              ,Oro Grande Elementary                             ,San Bernardino ,522,2,*,*,*,*,*,*,1415
36678270113928,S,Riverside Preparatory                             ,Oro Grande Elementary                             ,San Bernardino ,157,34,19,21,19,20,14,41.18,1415
36678430000000,D,                                                  ,Redlands Unified                                  ,San Bernardino ,1933,308,22,23,23,23,204,66.23,1415
36678430118802,S,Citrus Valley High                                ,Redlands Unified                                  ,San Bernardino ,559,135,22,23,23,23,93,68.89,1415
36678433630779,S,Redlands East Valley High                         ,Redlands Unified                                  ,San Bernardino ,525,92,22,23,23,22,58,63.04,1415
36678433630928,S,Grove                                             ,Redlands Unified                                  ,San Bernardino ,32,4,*,*,*,*,*,*,1415
36678433635042,S,Redlands Senior High                              ,Redlands Unified                                  ,San Bernardino ,549,77,23,24,23,23,50,64.94,1415
36678500000000,D,                                                  ,Rialto Unified                                    ,San Bernardino ,2130,537,17,18,19,18,149,27.75,1415
36678500102830,S,Wilmer Amina Carter High                          ,Rialto Unified                                    ,San Bernardino ,556,140,17,18,19,18,41,29.29,1415
36678503630530,S,Zupanic High                                      ,Rialto Unified                                    ,San Bernardino ,79,0,NA,NA,NA,NA,NA,NA,1415
36678503630597,S,Rialto High                                       ,Rialto Unified                                    ,San Bernardino ,675,236,17,18,19,18,62,26.27,1415
36678503633005,S,Eisenhower Senior High                            ,Rialto Unified                                    ,San Bernardino ,582,161,17,18,20,19,46,28.57,1415
36678680000000,D,                                                  ,Rim of the World Unified                          ,San Bernardino ,342,27,23,24,23,23,19,70.37,1415
36678683635265,S,Rim of the World Senior High                      ,Rim of the World Unified                          ,San Bernardino ,274,27,23,24,23,23,19,70.37,1415
36678760000000,D,                                                  ,San Bernardino City Unified                       ,San Bernardino ,3770,650,17,18,19,18,160,24.62,1415
36678760107730,S,ASA Charter                                       ,San Bernardino City Unified                       ,San Bernardino ,15,0,NA,NA,NA,NA,NA,NA,1415
36678760109850,S,Public Safety Academy                             ,San Bernardino City Unified                       ,San Bernardino ,24,1,*,*,*,*,*,*,1415
36678760120568,S,Options for Youth-San Bernardino                  ,San Bernardino City Unified                       ,San Bernardino ,115,8,*,*,*,*,*,*,1415
36678760125450,S,Indian Springs High                               ,San Bernardino City Unified                       ,San Bernardino ,291,82,16,17,18,18,13,15.85,1415
36678763630548,S,Alternative Learning Center                       ,San Bernardino City Unified                       ,San Bernardino ,15,0,NA,NA,NA,NA,NA,NA,1415
36678763630993,S,Provisional Accelerated Learning Academy          ,San Bernardino City Unified                       ,San Bernardino ,126,0,NA,NA,NA,NA,NA,NA,1415
36678763631082,S,Arroyo Valley High                                ,San Bernardino City Unified                       ,San Bernardino ,568,75,17,19,19,18,23,30.67,1415
36678763631090,S,Middle College High                               ,San Bernardino City Unified                       ,San Bernardino ,55,55,18,19,20,19,11,20,1415
36678763632221,S,Cajon High                                        ,San Bernardino City Unified                       ,San Bernardino ,595,154,18,19,19,19,55,35.71,1415
36678763634680,S,Pacific High                                      ,San Bernardino City Unified                       ,San Bernardino ,347,126,16,17,18,17,17,13.49,1415
36678763635844,S,San Bernardino High                               ,San Bernardino City Unified                       ,San Bernardino ,363,121,17,18,19,19,28,23.14,1415
36678763636081,S,San Gorgonio High                                 ,San Bernardino City Unified                       ,San Bernardino ,455,28,17,18,19,18,9,32.14,1415
36678920000000,D,                                                  ,Trona Joint Unified                               ,San Bernardino ,18,0,NA,NA,NA,NA,NA,NA,1415
36678923636487,S,Trona High                                        ,Trona Joint Unified                               ,San Bernardino ,18,0,NA,NA,NA,NA,NA,NA,1415
36679340000000,D,                                                  ,Victor Valley Union High                          ,San Bernardino ,2475,290,18,20,20,20,119,41.03,1415
36679340110064,S,University Preparatory                            ,Victor Valley Union High                          ,San Bernardino ,165,89,22,23,22,22,62,69.66,1415
36679340125419,S,Adelanto High                                     ,Victor Valley Union High                          ,San Bernardino ,333,66,16,18,18,18,15,22.73,1415
36679343630670,S,Options for Youth-Victorville Charter             ,Victor Valley Union High                          ,San Bernardino ,526,0,NA,NA,NA,NA,NA,NA,1415
36679343630761,S,Excelsior Charter                                 ,Victor Valley Union High                          ,San Bernardino ,277,8,*,*,*,*,*,*,1415
36679343630787,S,Silverado High                                    ,Victor Valley Union High                          ,San Bernardino ,573,101,17,19,19,18,30,29.7,1415
36679343638012,S,Victor Valley High                                ,Victor Valley Union High                          ,San Bernardino ,475,26,17,19,19,19,7,26.92,1415
36679590000000,D,                                                  ,Yucaipa-Calimesa Joint Unified                    ,San Bernardino ,732,74,22,23,23,22,47,63.51,1415
36679593638509,S,Yucaipa High                                      ,Yucaipa-Calimesa Joint Unified                    ,San Bernardino ,622,74,22,23,23,22,47,63.51,1415
36738900000000,D,                                                  ,Silver Valley Unified                             ,San Bernardino ,104,0,NA,NA,NA,NA,NA,NA,1415
36738903630274,S,Silver Valley High                                ,Silver Valley Unified                             ,San Bernardino ,89,0,NA,NA,NA,NA,NA,NA,1415
36739570000000,D,                                                  ,Snowline Joint Unified                            ,San Bernardino ,632,44,23,24,24,23,31,70.45,1415
36739573630233,S,Serrano High                                      ,Snowline Joint Unified                            ,San Bernardino ,497,44,23,24,24,23,31,70.45,1415
36750440000000,D,                                                  ,Hesperia Unified                                  ,San Bernardino ,2122,330,18,20,19,19,116,35.15,1415
36750440107516,S,Summit Leadership Academy-High Desert             ,Hesperia Unified                                  ,San Bernardino ,48,1,*,*,*,*,*,*,1415
36750440114389,S,Mirus Secondary                                   ,Hesperia Unified                                  ,San Bernardino ,135,0,NA,NA,NA,NA,NA,NA,1415
36750440116707,S,Encore Jr./Sr. High School for the Performing and ,Hesperia Unified                                  ,San Bernardino ,102,8,*,*,*,*,*,*,1415
37681303732336,S,Granite Hills High                                ,Grossmont Union High                              ,San Diego      ,690,131,21,23,23,22,80,61.07,1415
37681303732559,S,Chaparral High                                    ,Grossmont Union High                              ,San Diego      ,167,1,*,*,*,*,*,*,1415
37681303732625,S,Grossmont High                                    ,Grossmont Union High                              ,San Diego      ,659,0,NA,NA,NA,NA,NA,NA,1415
37681303732732,S,Helix High                                        ,Grossmont Union High                              ,San Diego      ,569,234,19,20,21,20,102,43.59,1415
37681303734548,S,Monte Vista High                                  ,Grossmont Union High                              ,San Diego      ,476,50,19,21,21,21,22,44,1415
37681303734761,S,Mount Miguel High                                 ,Grossmont Union High                              ,San Diego      ,392,29,18,18,20,19,11,37.93,1415
37681303737905,S,Santana High                                      ,Grossmont Union High                              ,San Diego      ,376,56,22,22,24,22,40,71.43,1415
37681550000000,D,                                                  ,Jamul-Dulzura Union Elementary                    ,San Diego      ,32,1,*,*,*,*,*,*,1415
37681556117303,S,Greater San Diego Academy                         ,Jamul-Dulzura Union Elementary                    ,San Diego      ,32,1,*,*,*,*,*,*,1415
37681630000000,D,                                                  ,Julian Union Elementary                           ,San Diego      ,794,8,*,*,*,*,*,*,1415
37681630124271,S,Diego Valley Charter                              ,Julian Union Elementary                           ,San Diego      ,600,0,NA,NA,NA,NA,NA,NA,1415
37681633731239,S,Julian Charter                                    ,Julian Union Elementary                           ,San Diego      ,188,8,*,*,*,*,*,*,1415
37681710000000,D,                                                  ,Julian Union High                                 ,San Diego      ,29,5,*,*,*,*,*,*,1415
37681713733219,S,Julian High                                       ,Julian Union High                                 ,San Diego      ,28,5,*,*,*,*,*,*,1415
37681890000000,D,                                                  ,Lakeside Union Elementary                         ,San Diego      ,144,17,26,26,24,24,15,88.24,1415
37681890118323,S,National University Academy                       ,Lakeside Union Elementary                         ,San Diego      ,87,0,NA,NA,NA,NA,NA,NA,1415
37681893731072,S,River Valley Charter                              ,Lakeside Union Elementary                         ,San Diego      ,57,17,26,26,24,24,15,88.24,1415
37682130000000,D,                                                  ,Mountain Empire Unified                           ,San Diego      ,393,15,21,21,22,22,9,60,1415
37682130123224,S,San Diego Virtual                                 ,Mountain Empire Unified                           ,San Diego      ,116,1,*,*,*,*,*,*,1415
37682130123240,S,Pivot Charter School - San Diego                  ,Mountain Empire Unified                           ,San Diego      ,18,1,*,*,*,*,*,*,1415
37682130127050,S,Academy of Arts and Sciences: El Cajon Middle and ,Mountain Empire Unified                           ,San Diego      ,107,0,NA,NA,NA,NA,NA,NA,1415
37682130127084,S,Academy of Arts and Sciences: Del Mar Middle & Hig,Mountain Empire Unified                           ,San Diego      ,27,0,NA,NA,NA,NA,NA,NA,1415
37682133734878,S,Mountain Empire High                              ,Mountain Empire Unified                           ,San Diego      ,95,13,21,20,23,21,7,53.85,1415
37682960000000,D,                                                  ,Poway Unified                                     ,San Diego      ,2694,1017,25,25,26,25,850,83.58,1415
37682960118935,S,Del Norte High                                    ,Poway Unified                                     ,San Diego      ,435,195,25,25,25,25,163,83.59,1415
37682963730074,S,Mt. Carmel High                                   ,Poway Unified                                     ,San Diego      ,501,172,25,25,26,25,140,81.4,1415
37682963730819,S,Rancho Bernardo High                              ,Poway Unified                                     ,San Diego      ,522,178,26,25,26,24,155,87.08,1415
37682963731528,S,Westview High                                     ,Poway Unified                                     ,San Diego      ,560,222,26,26,26,25,191,86.04,1415
37682963735867,S,Poway High                                        ,Poway Unified                                     ,San Diego      ,506,250,25,25,25,25,201,80.4,1415
37683040000000,D,                                                  ,Ramona City Unified                               ,San Diego      ,510,134,22,23,23,22,93,69.4,1415
37683040102178,S,Future Bound Independent Study Secondary          ,Ramona City Unified                               ,San Diego      ,18,0,NA,NA,NA,NA,NA,NA,1415
37683040131250,S,Mountain Valley Academy                           ,Ramona City Unified                               ,San Diego      ,25,0,NA,NA,NA,NA,NA,NA,1415
37683043735974,S,Ramona High                                       ,Ramona City Unified                               ,San Diego      ,395,134,22,23,23,22,93,69.4,1415
37683380000000,D,                                                  ,San Diego Unified                                 ,San Diego      ,10180,2127,22,22,23,22,1266,59.52,1415
37683380106732,S,High Tech High International                      ,San Diego Unified                                 ,San Diego      ,99,29,21,22,23,21,18,62.07,1415
37683380106799,S,Learning Choice Academy                           ,San Diego Unified                                 ,San Diego      ,87,2,*,*,*,*,*,*,1415
37683380107029,S,San Diego International Studies                   ,San Diego Unified                                 ,San Diego      ,170,61,24,24,24,23,46,75.41,1415
37683380107052,S,San Diego Business/Leadership                     ,San Diego Unified                                 ,San Diego      ,184,19,17,18,17,18,5,26.32,1415
37683380107060,S,San Diego MVP Arts                                ,San Diego Unified                                 ,San Diego      ,103,5,*,*,*,*,*,*,1415
37683380107078,S,Kearny Digital Media & Design                     ,San Diego Unified                                 ,San Diego      ,83,10,*,*,*,*,*,*,1415
37683380107086,S,Kearny SCT                                        ,San Diego Unified                                 ,San Diego      ,89,22,21,22,23,23,14,63.64,1415
37683380107094,S,Kearny International Business                     ,San Diego Unified                                 ,San Diego      ,105,31,19,19,21,19,12,38.71,1415
37683380107102,S,"Kearny Eng, Innov & Design                        ",San Diego Unified                                 ,San Diego      ,59,5,*,*,*,*,*,*,1415
37683380107177,S,Crawford High                                     ,San Diego Unified                                 ,San Diego      ,246,51,16,18,19,18,13,25.49,1415
37683380107219,S,San Diego Science and Technology                  ,San Diego Unified                                 ,San Diego      ,99,8,*,*,*,*,*,*,1415
37683380107482,S,San Diego Metro Career and Tech                   ,San Diego Unified                                 ,San Diego      ,20,12,20,20,20,19,5,41.67,1415
37683380108787,S,High Tech High Media Arts                         ,San Diego Unified                                 ,San Diego      ,95,53,20,21,20,20,25,47.17,1415
37683380114025,S,Lincoln High                                      ,San Diego Unified                                 ,San Diego      ,383,91,16,18,19,18,20,21.98,1415
37683380114462,S,Health Sciences High                              ,San Diego Unified                                 ,San Diego      ,130,13,20,23,21,21,7,53.85,1415
37683380114520,S,Arroyo Paseo Charter High                         ,San Diego Unified                                 ,San Diego      ,46,0,NA,NA,NA,NA,NA,NA,1415
37683380118315,S,San Diego Early/Middle College                    ,San Diego Unified                                 ,San Diego      ,27,10,*,*,*,*,*,*,1415
37683380118851,S,King-Chavez Community High                        ,San Diego Unified                                 ,San Diego      ,153,3,*,*,*,*,*,*,1415
37683380119610,S,Gompers Preparatory Academy                       ,San Diego Unified                                 ,San Diego      ,100,77,13,14,15,14,3,3.9,1415
37683380120410,S,iHigh Virtual Academy                             ,San Diego Unified                                 ,San Diego      ,20,1,*,*,*,*,*,*,1415
37683380122788,S,Coleman Tech Charter High                         ,San Diego Unified                                 ,San Diego      ,43,5,*,*,*,*,*,*,1415
37683380126938,S,Home & Hosp/Transition Support                    ,San Diego Unified                                 ,San Diego      ,12,0,NA,NA,NA,NA,NA,NA,1415
37683380128744,S,Laurel Preparatory Academy                        ,San Diego Unified                                 ,San Diego      ,67,1,*,*,*,*,*,*,1415
37683383730116,S,John Muir                                         ,San Diego Unified                                 ,San Diego      ,11,0,NA,NA,NA,NA,NA,NA,1415
37683383730173,S,Serra High                                        ,San Diego Unified                                 ,San Diego      ,420,95,23,23,24,23,63,66.32,1415
37683383730181,S,Mira Mesa High                                    ,San Diego Unified                                 ,San Diego      ,627,83,23,23,24,22,57,68.67,1415
37683383730314,S,University City High                              ,San Diego Unified                                 ,San Diego      ,439,136,23,24,24,23,97,71.32,1415
37683383730371,S,San Diego SCPA                                    ,San Diego Unified                                 ,San Diego      ,183,57,21,21,20,20,28,49.12,1415
37683383730751,S,Mt. Everest Academy                               ,San Diego Unified                                 ,San Diego      ,29,3,*,*,*,*,*,*,1415
37683383730884,S,Scripps Ranch High                                ,San Diego Unified                                 ,San Diego      ,540,221,26,26,27,25,190,85.97,1415
37683383730959,S,Charter School of San Diego                       ,San Diego Unified                                 ,San Diego      ,1072,7,*,*,*,*,*,*,1415
37683383731189,S,Preuss School UCSD                                ,San Diego Unified                                 ,San Diego      ,104,99,23,23,24,22,69,69.7,1415
37683383731213,S,Clairemont High                                   ,San Diego Unified                                 ,San Diego      ,255,43,21,22,22,21,24,55.81,1415
37683383731247,S,High Tech High                                    ,San Diego Unified                                 ,San Diego      ,139,47,24,24,22,22,33,70.21,1415
37683383731395,S,Audeo Charter                                     ,San Diego Unified                                 ,San Diego      ,330,4,*,*,*,*,*,*,1415
37683383732781,S,Henry High                                        ,San Diego Unified                                 ,San Diego      ,538,162,23,24,24,23,124,76.54,1415
37683383732997,S,Hoover High                                       ,San Diego Unified                                 ,San Diego      ,440,146,16,17,19,18,28,19.18,1415
37683383733508,S,La Jolla High                                     ,San Diego Unified                                 ,San Diego      ,361,145,25,26,26,25,130,89.66,1415
37683383733698,S,Madison High                                      ,San Diego Unified                                 ,San Diego      ,246,78,19,20,20,20,30,38.46,1415
37683383734431,S,Mission Bay High                                  ,San Diego Unified                                 ,San Diego      ,265,45,21,22,22,21,24,53.33,1415
37683383734654,S,Morse High                                        ,San Diego Unified                                 ,San Diego      ,379,64,21,21,24,22,38,59.38,1415
37683383735750,S,Point Loma High                                   ,San Diego Unified                                 ,San Diego      ,459,183,23,24,23,23,128,69.95,1415
37683460000000,D,                                                  ,San Dieguito Union High                           ,San Diego      ,2124,1132,27,27,27,26,1014,89.58,1415
37683460106328,S,Canyon Crest Academy                              ,San Dieguito Union High                           ,San Diego      ,437,265,28,28,28,27,251,94.72,1415
37683463730033,S,Torrey Pines High                                 ,San Dieguito Union High                           ,San Diego      ,719,376,28,28,28,27,341,90.69,1415
37683463731007,S,La Costa Canyon High                              ,San Dieguito Union High                           ,San Diego      ,537,307,26,26,26,25,270,87.95,1415
37683463737384,S,Sunset High (Continuation)                        ,San Dieguito Union High                           ,San Diego      ,72,1,*,*,*,*,*,*,1415
37683463737418,S,San Dieguito High Academy                         ,San Dieguito Union High                           ,San Diego      ,341,183,25,26,25,25,151,82.51,1415
37684030000000,D,                                                  ,Spencer Valley Elementary                         ,San Diego      ,285,16,24,25,22,21,12,75,1415
37684036120893,S,California Virtual Academy @ San Diego            ,Spencer Valley Elementary                         ,San Diego      ,278,16,24,25,22,21,12,75,1415
37684110000000,D,                                                  ,Sweetwater Union High                             ,San Diego      ,7972,1472,20,21,21,21,719,48.85,1415
37684110111831,S,Olympian High                                     ,Sweetwater Union High                             ,San Diego      ,455,116,21,22,22,21,69,59.48,1415
37684113730124,S,Southwest Senior High                             ,Sweetwater Union High                             ,San Diego      ,446,40,19,21,20,20,16,40,1415
37684113730405,S,Bonita Vista Senior High                          ,Sweetwater Union High                             ,San Diego      ,644,111,22,23,23,22,69,62.16,1415
57726940115329,S,West Sacramento Early College Prep Charter        ,Washington Unified                                ,Yolo           ,21,0,NA,NA,NA,NA,NA,NA,1415
57726945735154,S,River City High                                   ,Washington Unified                                ,Yolo           ,474,99,19,21,19,20,39,39.39,1415
57727020000000,D,                                                  ,Winters Joint Unified                             ,Yolo           ,129,14,21,21,21,21,6,42.86,1415
57727025738505,S,Winters High                                      ,Winters Joint Unified                             ,Yolo           ,115,14,21,21,21,21,6,42.86,1415
57727100000000,D,                                                  ,Woodland Joint Unified                            ,Yolo           ,705,149,20,22,21,20,73,48.99,1415
57727100101162,S,Pioneer High                                      ,Woodland Joint Unified                            ,Yolo           ,340,72,21,23,21,21,40,55.56,1415
57727105738802,S,Woodland Senior High                              ,Woodland Joint Unified                            ,Yolo           ,277,77,19,21,20,20,33,42.86,1415
58000000000000,C,                                                  ,                                                  ,Yuba           ,1023,88,20,21,21,21,43,48.86,1415
58105870000000,D,                                                  ,Yuba County Office of Education                   ,Yuba           ,149,0,NA,NA,NA,NA,NA,NA,1415
58105875830112,S,Yuba County Career Preparatory Charter            ,Yuba County Office of Education                   ,Yuba           ,97,0,NA,NA,NA,NA,NA,NA,1415
58727280000000,D,                                                  ,Camptonville Elementary                           ,Yuba           ,34,5,*,*,*,*,*,*,1415
58727286115935,S,Camptonville Academy                              ,Camptonville Elementary                           ,Yuba           ,34,5,*,*,*,*,*,*,1415
58727360000000,D,                                                  ,Marysville Joint Unified                          ,Yuba           ,680,73,19,20,21,20,34,46.58,1415
58727365830013,S,Lindhurst High                                    ,Marysville Joint Unified                          ,Yuba           ,221,36,17,18,20,19,14,38.89,1415
58727365830054,S,Lincoln (Abraham) (Alternative)                   ,Marysville Joint Unified                          ,Yuba           ,97,0,NA,NA,NA,NA,NA,NA,1415
58727365830138,S,Marysville Charter Academy for the Arts           ,Marysville Joint Unified                          ,Yuba           ,41,9,*,*,*,*,*,*,1415
58727365835202,S,Marysville High                                   ,Marysville Joint Unified                          ,Yuba           ,197,28,21,20,22,21,14,50,1415
58727690000000,D,                                                  ,Wheatland Union High                              ,Yuba           ,160,10,*,*,*,*,*,*,1415
58727695838305,S,Wheatland Union High                              ,Wheatland Union High                              ,Yuba           ,160,10,*,*,*,*,*,*,1415
38000000000000,C,                                                  ,                                                  ,San Francisco  ,4778,1554,21,21,23,22,854,54.95,1415
38103890000000,D,                                                  ,San Francisco County Office of Education          ,San Francisco  ,61,0,NA,NA,NA,NA,NA,NA,1415
38103893830395,S,S.F. County Opportunity (Hilltop)                 ,San Francisco County Office of Education          ,San Francisco  ,13,0,NA,NA,NA,NA,NA,NA,1415
38684780000000,D,                                                  ,San Francisco Unified                             ,San Francisco  ,4685,1551,21,21,23,22,851,54.87,1415
38684780101774,S,Five Keys Charter (SF Sheriff's)                  ,San Francisco Unified                             ,San Francisco  ,69,0,NA,NA,NA,NA,NA,NA,1415
38684780102103,S,Jordan (June) School for Equity                   ,San Francisco Unified                             ,San Francisco  ,65,45,15,16,16,16,4,8.89,1415
38684780107300,S,City Arts and Tech High                           ,San Francisco Unified                             ,San Francisco  ,88,25,15,16,17,15,5,20,1415
38684780118133,S,Five Keys Adult School (SF Sheriff's)             ,San Francisco Unified                             ,San Francisco  ,19,0,NA,NA,NA,NA,NA,NA,1415
38684780118141,S,Five Keys Independence HS (SF Sheriff's)          ,San Francisco Unified                             ,San Francisco  ,235,0,NA,NA,NA,NA,NA,NA,1415
38684780119875,S,S.F. International High                           ,San Francisco Unified                             ,San Francisco  ,103,58,13,14,19,17,6,10.34,1415
38684780119958,S,Academy of Arts and Sciences                      ,San Francisco Unified                             ,San Francisco  ,74,0,NA,NA,NA,NA,NA,NA,1415
38684780128876,S,Gateway to College                                ,San Francisco Unified                             ,San Francisco  ,103,0,NA,NA,NA,NA,NA,NA,1415
38684783830031,S,Wells (Ida B.) High                               ,San Francisco Unified                             ,San Francisco  ,44,2,*,*,*,*,*,*,1415
38684783830064,S,Downtown High                                     ,San Francisco Unified                             ,San Francisco  ,31,1,*,*,*,*,*,*,1415
38684783830197,S,Independence High                                 ,San Francisco Unified                             ,San Francisco  ,81,5,*,*,*,*,*,*,1415
38684783830205,S,Wallenberg (Raoul) Traditional High               ,San Francisco Unified                             ,San Francisco  ,174,70,20,20,22,21,34,48.57,1415
38684783830254,S,Burton (Phillip and Sala) Academic High           ,San Francisco Unified                             ,San Francisco  ,279,88,20,21,22,21,49,55.68,1415
38684783830288,S,Balboa High                                       ,San Francisco Unified                             ,San Francisco  ,297,112,20,20,21,21,54,48.21,1415
38684783830353,S,International Studies Academy                     ,San Francisco Unified                             ,San Francisco  ,40,20,16,19,17,17,3,15,1415
38684783830387,S,"Asawa (Ruth) San Francisco School of the Arts, A P",San Francisco Unified                             ,San Francisco  ,167,0,NA,NA,NA,NA,NA,NA,1415
38684783830403,S,Marshall (Thurgood) High                          ,San Francisco Unified                             ,San Francisco  ,137,47,16,16,20,18,9,19.15,1415
38684783830411,S,Leadership High                                   ,San Francisco Unified                             ,San Francisco  ,72,20,14,16,16,17,1,5,1415
38684783830437,S,Gateway High                                      ,San Francisco Unified                             ,San Francisco  ,111,49,20,20,20,19,22,44.9,1415
38684783831765,S,Galileo High                                      ,San Francisco Unified                             ,San Francisco  ,463,216,20,20,23,22,114,52.78,1415
38684783833241,S,Lincoln (Abraham) High                            ,San Francisco Unified                             ,San Francisco  ,459,131,21,21,23,22,77,58.78,1415
38684783833407,S,Lowell High                                       ,San Francisco Unified                             ,San Francisco  ,709,346,28,28,28,27,324,93.64,1415
38684783834082,S,Mission High                                      ,San Francisco Unified                             ,San Francisco  ,256,113,16,17,19,18,28,24.78,1415
38684783834769,S,O'Connell (John) High                             ,San Francisco Unified                             ,San Francisco  ,109,18,16,18,18,17,3,16.67,1415
38684783839081,S,Washington (George) High                          ,San Francisco Unified                             ,San Francisco  ,495,185,21,21,23,22,116,62.7,1415
38767030000000,D,                                                  ,SBE - San Francisco Flex Academy                  ,San Francisco  ,32,3,*,*,*,*,*,*,1415
38767030121814,S,San Francisco Flex Academy                        ,SBE - San Francisco Flex Academy                  ,San Francisco  ,32,3,*,*,*,*,*,*,1415
39000000000000,C,                                                  ,                                                  ,San Joaquin    ,10984,1824,21,21,22,21,960,52.63,1415
39103970000000,D,                                                  ,San Joaquin County Office of Education            ,San Joaquin    ,916,19,20,23,20,21,8,42.11,1415
39103970120717,S,one.Charter                                       ,San Joaquin County Office of Education            ,San Joaquin    ,46,0,NA,NA,NA,NA,NA,NA,1415
39103970121723,S,San Joaquin Building Futures Academy              ,San Joaquin County Office of Education            ,San Joaquin    ,130,0,NA,NA,NA,NA,NA,NA,1415
39103973930476,S,Venture Academy                                   ,San Joaquin County Office of Education            ,San Joaquin    ,246,19,20,23,20,21,8,42.11,1415
39685020000000,D,                                                  ,Escalon Unified                                   ,San Joaquin    ,229,29,22,23,22,21,16,55.17,1415
39685023932308,S,Escalon High                                      ,Escalon Unified                                   ,San Joaquin    ,205,29,22,23,22,21,16,55.17,1415
39685690000000,D,                                                  ,Lincoln Unified                                   ,San Joaquin    ,726,117,24,24,24,24,88,75.21,1415
39685693933801,S,Lincoln High                                      ,Lincoln Unified                                   ,San Joaquin    ,653,117,24,24,24,24,88,75.21,1415
39685770000000,D,                                                  ,Linden Unified                                    ,San Joaquin    ,178,54,22,23,21,22,34,62.96,1415
39685773933959,S,Linden High                                       ,Linden Unified                                    ,San Joaquin    ,143,54,22,23,21,22,34,62.96,1415
39685850000000,D,                                                  ,Lodi Unified                                      ,San Joaquin    ,2296,601,21,22,22,21,335,55.74,1415
39685850101956,S,Aspire Benjamin Holt College Preparatory Academy  ,Lodi Unified                                      ,San Joaquin    ,79,49,21,22,22,21,27,55.1,1415
39685850108225,S,Ronald E. McNair High                             ,Lodi Unified                                      ,San Joaquin    ,395,125,18,19,20,19,45,36,1415
39685850122580,S,Rio Valley Charter                                ,Lodi Unified                                      ,San Joaquin    ,39,2,*,*,*,*,*,*,1415
39685853930237,S,Bear Creek High                                   ,Lodi Unified                                      ,San Joaquin    ,428,117,21,22,23,21,69,58.97,1415
39685853930344,S,Independence                                      ,Lodi Unified                                      ,San Joaquin    ,109,0,NA,NA,NA,NA,NA,NA,1415
39685853930443,S,Middle College High                               ,Lodi Unified                                      ,San Joaquin    ,56,46,26,25,25,24,44,95.65,1415
39685853934759,S,Tokay High                                        ,Lodi Unified                                      ,San Joaquin    ,509,139,21,22,22,21,70,50.36,1415
39685853934783,S,Lodi High                                         ,Lodi Unified                                      ,San Joaquin    ,456,123,22,23,24,22,80,65.04,1415
39685930000000,D,                                                  ,Manteca Unified                                   ,San Joaquin    ,1769,204,20,21,21,20,106,51.96,1415
39685930101576,S,Weston Ranch High                                 ,Manteca Unified                                   ,San Joaquin    ,259,31,20,22,20,20,17,54.84,1415
39685930116376,S,Lathrop High                                      ,Manteca Unified                                   ,San Joaquin    ,307,38,19,21,20,19,14,36.84,1415
39685930126094,S,Manteca Unified Vocational Academy                ,Manteca Unified                                   ,San Joaquin    ,16,0,NA,NA,NA,NA,NA,NA,1415
39685933930310,S,Sierra High                                       ,Manteca Unified                                   ,San Joaquin    ,311,53,20,21,21,20,29,54.72,1415
39685933932001,S,East Union High                                   ,Manteca Unified                                   ,San Joaquin    ,314,54,20,22,22,21,28,51.85,1415
39685933935103,S,Manteca High                                      ,Manteca Unified                                   ,San Joaquin    ,317,28,20,22,22,21,18,64.29,1415
39686270000000,D,                                                  ,New Jerusalem Elementary                          ,San Joaquin    ,507,20,24,23,20,22,14,70,1415
39686270126755,S,"Humphreys College Academy of Business, Law and Edu",New Jerusalem Elementary                          ,San Joaquin    ,49,0,NA,NA,NA,NA,NA,NA,1415
39686270127191,S,California Virtual Academy @ San Joaquin          ,New Jerusalem Elementary                          ,San Joaquin    ,129,3,*,*,*,*,*,*,1415
