,ActSat Number Participation,ApCourse Participation,ApCourse Passed,Asian,"Black, non-Hispanic",FreeAnd Reduced PriceLunch,Hispanic,Id,Multiracial,Native American or Native Alaskan,Native Hawaiian or Other Pacific Islander,Percent Teachers InFirst SecondYear,Plan504,Sname,"White, non-Hispanic",Year,index
207,116,11.4,34,8.15348,30.9353,92.41,30.9353,8216,17.2662,0.479616,1.43885,17.2,0.3,Salesian College Preparatory,10.7914,2016,
208,84,0,34,18.71,21.94,46.4,51.08,594,0.72,0.0,1.8,0,0.7,Middle College High School,5.76,2016,
209,84,0,34,6.81818,38.6364,46.4,25.0,10125,2.27273,0.0,0.0,0,0.7,Spectrum Center - Tara Hills,27.2727,2016,
210,12,0,34,8.79,26.37,75.09,50.18,10888,2.93,0.0,0.37,19.6,0.6,Vista High (Alternative) School,11.36,2016,
211,594,31.9,1106,27.63,2.59,4.91,11.92,537,8.7,0.11,0.37,8.5,3.3,California High School,48.67,2016,
212,531,56.3,1990,72.45,2.65,5.26,6.6,17434,4.31,0.11,0.07,11.2,2.4,Dougherty Valley High School,13.81,2016,
213,15,0,1990,14.84,6.04,6.04,12.09,10889,6.59,0.0,0.55,0,10.2,Venture (Alternative) School,59.89,2016,
214,2,0,1990,7.69,2.56,7.69,17.95,14144,2.56,0.0,2.56,0,0,Acalanes Center For Independent Study,66.67,2016,
215,2,0,1990,12.1655,6.08273,7.69,12.1655,8571,9.24574,0.243309,0.0,0,0,Berean Christian High School,60.0973,2016,
216,2,0,1990,0.0,8.40708,7.69,1.32743,9167,1.76991,0.0,0.0,0,0,Contra Costa Christian Schools,88.4956,2016,
217,2,0,1990,3.50877,0.0,7.69,0.0,25874,0.0,0.0,0.0,0,0,Fusion Academy Walnut Creek,96.4912,2016,
218,402,38.8,676,15.84,2.81,8.57,10.47,405,3.86,0.39,0.33,7.6,1.9,Las Lomas High School,66.3,2016,
219,293,25.4,382,22.39,2.13,9.19,10.94,486,4.88,0.5,1.0,10.8,2.3,Northgate High School,58.16,2016,
220,2,0.4,382,1.86,0.8,44.83,14.59,11930,4.77,12.2,0.8,6.1,10.1,Castle Rock School,64.99,2016,
221,2,0.4,382,11.1111,2.22222,44.83,4.44444,9170,0.0,0.0,0.0,6.1,10.1,Foursquare Christian,82.2222,2016,
222,2,1.4,382,1.3,3.9,68.83,23.38,665,1.3,28.57,0.0,0,6.8,Sunset High School,41.56,2016,
223,223,20.2,214,1.36,0.85,33.16,18.54,679,3.49,2.04,0.51,3.2,1.9,El Dorado High School,73.21,2016,
224,2,4.3,214,7.11,3.1,25.76,25.15,17444,11.3,0.67,0.3,16.7,1.3,Sky Mountain Charter School,52.37,2016,
225,2,4.3,214,4.54545,13.6364,25.76,9.09091,15318,22.7273,4.54545,4.54545,16.7,1.3,Summitview,40.9091,2016,
226,0,4.3,214,2.04,4.08,78.57,47.96,691,3.06,3.06,0.0,0,0,Mt. Tallac High School,39.8,2016,
227,0,0,214,2.71,9.14,89.0,73.43,25789,0.17,2.37,0.17,0,0,Ambassador Phillip V. Sanchez Public Charter,12.01,2016,
228,0,0,214,1.68,14.29,72.27,73.11,25091,0.0,0.0,0.0,0,0,Big Picture High School - Fresno,10.92,2016,
229,427,24.5,325,6.14,12.16,56.73,49.64,801,1.55,0.64,0.68,5.1,3.8,Bullard High School,29.18,2016,
230,0,1.1,325,7.32,11.44,90.99,75.8,804,0.56,0.94,0.19,2.2,0.9,Cambridge Continuation High School,3.75,2016,
231,0,0,325,2.13,12.77,99.09,75.08,11933,0.61,0.91,0.3,2.2,0.9,Carter G. Woodson Public Charter School,8.21,2016,
232,332,12.6,322,15.79,9.87,62.84,54.27,722,1.45,0.68,0.27,6.1,0.9,Central High East Campus,17.67,2016,
233,0,0,322,3.95,10.96,48.25,60.96,10906,0.44,0.44,0.44,0,0.7,Central Unified Alternative/Opportunity,22.81,2016,
234,0,0,322,0.0,0.0,48.25,16.6667,9335,0.0,0.0,0.0,0,0.7,Clovis Christian School,83.3333,2016,
235,5315,39.1,1017,18.95,3.05,21.27,23.06,17555,3.7,0.37,0.12,6,2.9,Clovis North High School,50.75,2016,
236,6081,28.6,645,10.74,5.54,42.39,39.47,741,2.82,0.67,0.33,1.2,2.2,Clovis West High School,40.43,2016,
237,0,0.4,645,3.26,6.36,83.33,60.82,25101,0.69,2.06,0.0,0,0.7,Crescent View South Charter School,26.8,2016,
238,0,0,645,2.02,5.56,89.65,73.23,25202,0.76,2.02,0.0,0,0.7,Crescent View West Charter School,16.41,2016,
239,0,0,645,15.52,6.03,74.14,60.34,13915,1.29,0.0,1.72,0,0.8,Design Science Early College High School,15.09,2016,
240,0,2.9,645,3.77,13.21,85.85,73.58,811,0.94,0.94,0.0,4.9,2,Dewolf Continuation High School,7.55,2016,
241,0,2.9,645,5.5,44.5,85.85,16.5,25892,28.0,0.0,0.0,4.9,2,Dunamis Inc. School,5.5,2016,
242,0,2.9,645,0.0,50.0,85.85,25.0,14789,0.0,0.0,0.0,4.9,2,Easton Community Day School,25.0,2016,
243,468,50.1,691,11.16,17.04,75.99,59.97,817,1.21,0.51,0.27,7,0.7,Edison High School,9.83,2016,
244,123,30.7,39,26.67,3.45,90.26,64.1,813,0.71,0.51,0.2,6.4,1,Erma Duncan Polytechnical High School,4.36,2016,
245,0,30.7,39,9.3,2.33,83.72,72.09,12391,2.33,0.0,0.0,0,0,Florence E. Rata School,13.95,2016,
246,0,30.7,39,17.1548,11.2971,83.72,40.1674,9017,0.0,0.83682,0.0,0,0,Fresno Adventist Academy,30.5439,2016,
247,0,30.7,39,9.69828,4.09483,83.72,14.6552,15511,0.0,0.0,0.0,0,0,Fresno Christian Schools,71.5517,2016,
248,0,30.7,39,1.72,25.86,100.0,67.24,14209,1.72,0.0,0.0,0,0,Fresno County Community School,3.45,2016,
249,0,30.7,39,8.54,5.42,8.37,63.55,12597,8.37,1.31,0.16,0,0,Fresno County Special Education Local Plan School,12.64,2016,
250,154,5.5,72,5.68,9.75,87.51,72.57,825,1.37,0.58,0.37,7.1,1.7,Fresno High School,9.67,2016,
251,154,5.5,72,0.0,4.0,60.0,60.0,12365,0.0,0.0,0.0,7.1,1.7,Fulton Special Education School,36.0,2016,
252,180,36.1,172,12.29,9.97,80.59,59.76,831,1.32,0.84,0.53,8.8,2.5,Herbert Hoover High School,15.3,2016,
253,2,0,172,6.12,8.86,84.81,74.26,10899,1.05,0.84,0.0,0,3,J. E. Young Academic Center,8.86,2016,
254,202,33.7,52,18.77,7.72,93.97,68.32,847,0.73,0.39,0.28,6.3,1.4,Mclane High School,3.78,2016,
255,202,33.7,52,0.0,0.0,93.97,100.0,23812,0.0,0.0,0.0,6.3,1.4,New Harvest Christian School,0.0,2016,
256,0,33.7,52,4.55,18.18,95.45,50.0,17608,9.09,0.0,0.0,0,0,Pathway Community Day School,18.18,2016,
257,0,2.4,52,3.94,16.54,85.83,66.14,729,0.79,0.79,0.0,0,2,Pershing Continuation High School,11.81,2016,
258,0,2.4,52,9.35,14.02,74.77,61.68,32030,0.93,0.0,0.0,0,2,Phillip J Patino School Of Entrepreneurship,14.02,2016,
259,0,2.4,52,1.64,36.07,93.44,50.82,25106,1.64,0.0,0.0,12.5,8.7,Phoenix Secondary School,9.84,2016,
260,270,27.6,134,9.31,5.36,89.06,79.94,855,0.54,0.68,0.18,2.9,1.4,Roosevelt High School,3.99,2016,
261,270,27.6,134,15.8163,3.23129,89.06,33.8435,8166,7.31293,0.680272,0.0,2.9,1.4,San Joaquin Memorial High School,39.1156,2016,
262,270,0.5,134,3.76,11.74,92.49,73.24,858,0.47,0.94,0.0,2.9,1.4,School Of Unlimited Learning,9.86,2016,
263,270,0.6,134,2.65,3.75,76.38,57.4,17508,4.19,1.32,1.1,2.9,1.4,Sierra Charter School,29.58,2016,
264,121,31.3,283,23.33,7.48,88.76,65.35,10900,0.6,0.32,0.14,1.7,1.2,Sunnyside High School,2.78,2016,
265,121,31.3,283,1.85185,1.85185,88.76,60.1852,9174,16.6667,0.0,0.0,1.7,1.2,Truth Tabernacle Christian School,19.4444,2016,
266,121,63.5,389,32.37,2.49,11.41,22.82,17534,4.77,0.83,0.0,1.7,1.2,University High School,36.72,2016,
267,121,0.6,389,4.12,18.89,99.27,71.43,11710,0.0,0.48,0.0,1.7,1.2,W. E. B. Dubois Public Charter School,5.08,2016,
268,121,22,32,9.79,5.81,84.69,70.83,974,1.07,3.78,0.0,1.7,1.2,Washington High School,8.72,2016,
269,2,0,32,0.4,2.82,88.71,76.21,971,3.23,2.02,0.0,40,0,West Park Charter Academy,15.32,2016,
270,5667,25.7,675,13.03,2.58,29.05,26.98,736,2.69,0.7,0.18,1.1,2,Buchanan High School,53.82,2016,
271,0,25.7,675,3.03,13.64,83.33,59.09,15042,4.55,3.03,0.0,0,2.9,Clovis Community Day Secondary School,16.67,2016,
272,4500,19.3,210,28.28,2.45,54.38,37.95,10896,2.27,0.86,0.23,3.6,1.3,Clovis East High School,27.96,2016,
273,5106,15.5,437,9.6,2.21,47.26,36.61,740,2.89,0.88,0.31,1,2.3,Clovis High School,47.5,2016,
274,48,0,437,6.69,2.34,31.44,34.11,25098,1.34,0.33,0.0,0,2,Clovis Online Charter School,55.18,2016,
275,17,0,437,2.53,2.53,50.63,37.97,10895,0.0,0.0,0.0,0,3.5,Enterprise Alternative School,56.96,2016,
276,0,0,437,3.08,1.54,89.23,86.15,768,1.54,0.0,0.0,0,3.8,Cambridge High School,7.69,2016,
277,99,12.8,58,1.86,0.93,74.89,85.12,771,0.68,0.0,0.0,10.6,0.6,Coalinga High School,11.41,2016,
278,0,12.8,58,0.0,0.0,74.89,80.0,14886,0.0,0.0,0.0,0,0,Miles W. Culwell Community Day School,20.0,2016,
279,0,12.8,58,0.0,0.0,90.0,90.0,781,0.0,0.0,0.0,0,0,El Puente High School,10.0,2016,
280,0,12.8,58,0.0,0.0,85.71,85.71,25241,0.0,0.0,0.0,0,0,Firebaugh Community Day,14.29,2016,
281,139,16.1,43,0.15,0.3,88.46,93.49,782,0.0,0.0,0.0,9.5,0.6,Firebaugh High School,6.07,2016,
282,0,16.1,43,0.0,0.0,100.0,85.71,14105,14.29,0.0,0.0,0,0,Fowler Academy Community Day (9-12),0.0,2016,
283,0,0,43,0.0,0.0,100.0,75.0,25095,25.0,0.0,0.0,0,0,Fowler Academy Independent Study,0.0,2016,
284,121,16,54,9.59,1.04,73.96,78.24,786,0.0,0.39,0.13,6.1,2,Fowler High School,10.62,2016,
285,0,16,54,0.0,0.0,86.96,95.65,770,0.0,0.0,0.0,0,0,Chesnut High (Continuation) School,4.35,2016,
286,0,16,54,0.0,1.72,84.48,79.31,904,0.0,12.07,0.0,33.3,0,Enterprise High School,6.9,2016,
287,132,11,56,5.16,0.57,84.59,83.08,902,0.5,0.43,0.0,8.7,0.6,Kerman High School,10.25,2016,
288,161,17.6,65,3.49,0.81,44.85,59.0,910,3.13,0.45,0.0,0,1.8,Kingsburg High School,33.12,2016,
289,161,0,65,0.0,0.0,60.61,54.55,25791,3.03,0.0,0.0,0,1.8,Kingsburg Independent Study High,42.42,2016,
290,0,0,65,0.0,0.0,80.56,72.22,911,0.0,0.0,0.0,0,4.3,Oasis Continuation High School,27.78,2016,
291,0,0,65,0.0,0.0,80.56,100.0,14248,0.0,0.0,0.0,0,0,Mendota Community Day School,0.0,2016,
292,0,0,65,0.0,0.0,81.25,93.75,918,0.0,0.0,0.0,0,0,Mendota Continuation High School,6.25,2016,
293,102,9.6,23,0.0,0.0,96.09,98.82,919,0.59,0.0,0.0,20,0,Mendota High School,0.59,2016,
294,87,36.5,47,0.79,0.0,95.25,98.26,14753,0.0,0.0,0.0,11.1,0.3,Orange Cove High School,0.95,2016,
295,76,23,38,0.84,0.0,98.44,98.56,927,0.0,0.0,0.0,20.4,0.3,Parlier High School,0.6,2016,
296,76,23,38,0.0,0.0,94.44,100.0,26971,0.0,0.0,0.0,20.4,0.3,San Joaquin Valley High,0.0,2016,
297,76,23,38,7.46812,2.55009,94.44,16.5756,15092,0.0,0.182149,0.364299,20.4,0.3,Immanuel Schools,72.8597,2016,
298,0,0,38,0.0,0.0,95.58,85.84,892,0.88,0.88,0.0,3.4,0,Mountain View (Alternative) School,12.39,2016,
299,237,27,180,2.36,0.17,79.16,83.77,897,1.09,0.46,0.06,18,0.4,Reedley High School,12.09,2016,
300,237,0,180,3.17,0.0,85.71,83.33,26969,0.79,0.0,0.0,18,0.4,Reedley Middle College High,12.7,2016,
301,237,0,180,0.0,0.0,83.72,88.37,14494,2.33,0.0,0.0,18,0.4,Community Day School,9.3,2016,
302,237,9.6,15,2.72,1.9,45.92,42.93,10904,8.42,1.09,0.27,18,0.4,Hallmark Charter School,42.66,2016,
303,237,9.6,15,2.44,2.44,84.15,91.46,941,0.0,1.22,0.0,18,0.4,Kings River High (Continuation) School,2.44,2016,
304,237,19.6,263,13.6,1.4,75.35,71.18,945,0.88,0.42,0.21,18,0.4,Sanger High School,12.31,2016,
305,0,19.6,263,0.0,0.0,62.96,98.15,951,0.0,0.0,0.0,0,0,Heartland High (Continuation) School,1.85,2016,
306,199,11.8,75,6.78,0.39,74.61,86.1,956,0.17,0.45,0.22,9.3,0.2,Selma High School,5.89,2016,
307,0,11.8,75,2.86,0.0,91.43,65.71,982,0.0,0.0,0.0,0,8.2,North Valley High (Continuation) School,31.43,2016,
308,22,15.7,38,2.88,0.14,55.62,58.93,983,0.58,0.29,0.14,2.9,2.8,Orland High School,37.03,2016,
309,2,15.7,38,0.0,0.0,45.31,53.13,14777,4.69,0.0,0.0,0,4.1,William Finch School,42.19,2016,
310,0,15.7,38,1.59,0.0,76.19,52.38,12616,6.35,3.17,0.0,0,0,Glenn County Special Education School,36.51,2016,
311,0,15.7,38,4.0,4.0,68.0,60.0,993,8.0,4.0,0.0,0,0,Willows Community High School,20.0,2016,
312,39,7.8,6,4.51,1.35,54.18,47.4,994,0.9,2.48,0.9,8.8,2.1,Willows High School,42.44,2016,
313,39,7.8,6,0.0,0.0,54.18,0.862069,9176,0.0,0.0,0.0,8.8,2.1,River Valley Christian,99.1379,2016,
314,139,20.6,165,1.75,1.17,30.99,10.53,1047,8.3,2.34,0.23,5.3,1.9,Arcata High School,75.67,2016,
315,139,9.5,165,0.0,0.0,59.35,11.38,25778,23.58,2.44,0.0,5.3,1.9,Laurel Tree Charter,62.6,2016,
316,0,61.3,15,6.82,1.14,42.05,5.68,17542,1.7,1.14,0.57,0,0,Northcoast Preparatory And Performing Arts Academy,82.95,2016,
317,37,0,15,6.18,0.0,44.94,16.85,14525,3.93,4.49,0.0,4,7.9,Academy Of The Redwoods,68.54,2016,
318,2,0.9,15,0.0,1.06,67.81,13.72,16909,11.61,3.43,0.26,3.4,1,Alder Grove Charter School,69.92,2016,
319,0,0.9,15,0.0,1.52,95.45,16.67,13881,12.12,6.06,0.0,0,3.1,Eureka Community School,63.64,2016,
320,159,21.6,183,12.17,3.02,47.85,17.11,1007,4.48,5.4,1.01,6.7,3.5,Eureka Senior High School,56.82,2016,
321,0,21.6,183,3.16,0.0,42.11,13.68,12334,12.63,3.16,1.05,0,0,Glen Paul School,66.32,2016,
322,0,21.6,183,0.0,0.0,42.11,0.0,15914,0.0,20.0,0.0,0,0,Gospel Outreach School,80.0,2016,
323,0,21.6,183,14.3519,1.38889,42.11,6.94444,8414,7.40741,4.16667,2.31481,0,0,St Bernard's Catholic School,63.4259,2016,
324,0,21.6,183,1.69,0.0,61.02,23.73,1005,11.86,10.17,1.69,18.5,4,Zoe Barnum High School,50.85,2016,
325,27,22,13,0.62,0.0,38.89,17.9,1019,0.62,1.23,0.0,0,1.6,Ferndale High School,79.63,2016,
326,4,4.5,13,0.0,0.0,67.07,19.51,1024,12.2,14.63,0.0,0,8.1,East High (Continuation) School,53.66,2016,
327,0,4.5,13,0.0,0.0,93.65,22.22,13877,22.22,0.0,0.0,0,3.3,Eel River Community School,55.56,2016,
328,0,4.5,13,1.69492,0.0,93.65,6.77966,15273,0.0,3.38983,0.0,0,3.3,New Life Christian School,88.1356,2016,
329,0,4.5,13,4.08163,3.06122,93.65,48.9796,10415,2.04082,0.0,0.0,0,3.3,Brawley Christian Academy,41.8367,2016,
330,198,13.8,166,0.95,1.12,72.9,88.4,1073,0.95,0.06,0.0,3,3.4,Brawley High School,8.52,2016,
331,0,13.8,166,0.0,0.56,81.46,94.38,1074,0.0,0.0,0.0,0,7.9,Desert Valley High (Continuation) School,5.06,2016,
332,0,1,166,0.0,0.0,88.3,100.0,1078,0.0,0.0,0.0,8.3,0,Aurora High (Continuation) School,0.0,2016,
333,119,18.1,286,0.3,0.0,82.64,99.24,1079,0.1,0.0,0.0,6.6,0.2,Calexico High School,0.36,2016,
334,119,18.1,286,3.86905,0.0,82.64,96.131,9001,0.0,0.0,0.0,6.6,0.2,Calexico Mission School,0.0,2016,
335,119,18.1,286,1.78571,0.0,82.64,96.0714,8376,0.0,0.0,0.0,6.6,0.2,Vincent Memorial Catholic High School,2.14286,2016,
336,39,22.9,22,0.27,2.97,77.3,86.49,1088,0.81,0.0,0.0,10.3,2.9,Calipatria High School,9.46,2016,
337,368,14.9,157,0.69,1.43,75.33,93.33,1075,0.26,0.21,0.05,6,0.6,Central Union High School,4.02,2016,
338,0,14.9,157,0.55,0.82,50.0,93.72,12473,0.55,0.82,0.0,11.1,0,Imperial County Special Education School,3.55,2016,
339,0,14.9,157,0.0,3.7,96.3,96.3,32032,0.0,0.0,0.0,11.1,0,Phoenix Rising High,0.0,2016,
340,229,22.3,295,1.84,0.63,71.45,92.15,1077,0.15,0.1,0.1,2.3,0.5,Southwest High School,5.04,2016,
341,229,22.3,295,0.0,0.48,97.61,93.3,31911,1.44,0.0,0.48,2.3,0.5,Valley Academy,4.31,2016,
342,229,22.3,295,0.0,0.0,13.04,69.57,26974,0.0,0.0,0.0,2.3,0.5,Freedom Academy Of Imperial Valley,30.43,2016,
343,4,17.4,23,0.19,0.38,60.98,82.58,1105,2.08,0.19,0.19,4.6,0.4,Holtville High School,14.39,2016,
344,4,17.4,23,5.88,0.0,70.59,94.12,1108,0.0,0.0,0.0,0,0,Sam Webb Continuation School,0.0,2016,
345,0,17.4,23,0.0,1.89,49.06,79.25,1110,1.89,0.0,0.0,0,0,Imperial Ave. Holbrook High School,16.98,2016,
346,0,16.9,67,2.39,1.71,44.88,79.61,1111,0.43,0.26,0.0,0,1,Imperial High School,15.61,2016,
347,148,36.8,277,4.47,1.93,65.28,76.15,6289,6.46,0.24,0.36,0,0.1,Mar Vista Senior High School,10.39,2016,
348,148,36.8,277,7.40741,0.0,65.28,81.4815,8903,0.0,0.0,7.40741,0,0.1,Valley Christian School,3.7037,2016,
349,148,36.8,277,0.0,0.0,65.28,69.2308,13543,0.0,0.0,0.0,0,0.1,Westmorland Basic Christian,30.7692,2016,
350,116,14.2,81,2.01,0.17,46.15,36.29,25313,7.19,12.54,0.0,6.7,0,Bishop Union High School,41.81,2016,
351,116,14.2,81,0.0,0.0,46.15,0.0,25773,33.33,0.0,0.0,6.7,0,Community Day School Iii,66.67,2016,
352,116,14.2,81,0.0,40.0,46.15,20.0,14268,0.0,0.0,0.0,6.7,0,Jill Kinmont Boothe School,40.0,2016,
353,262,11.3,122,0.24,0.24,87.74,94.59,1273,2.43,0.08,0.0,5,0.1,Arvin High School,2.43,2016,
354,262,11.3,122,10.0823,4.52675,87.74,14.8148,9638,4.73251,1.64609,0.0,5,0.1,Bakersfield Christian High School,64.1975,2016,
355,220,16.1,372,2.15,13.44,67.71,60.68,1274,3.97,0.67,0.14,4.2,1,Bakersfield High School,18.96,2016,
356,220,16.1,372,8.47458,15.2542,67.71,20.339,8471,0.0,0.0,0.0,4.2,1,Bethel Apostolic Academy,55.9322,2016,
357,223,21.5,341,4.87,2.41,24.2,30.97,1275,2.66,0.95,0.2,4.4,0.7,Centennial High School,57.93,2016,
358,187,0.5,341,0.9,4.83,82.36,85.43,1277,0.5,0.9,0.18,3.1,0.2,East Bakersfield High School,7.26,2016,
359,178,0,341,0.45,3.11,83.97,86.77,1278,1.1,0.6,0.2,4.7,0.1,Foothill High School,7.77,2016,
360,370,14.1,199,6.94,2.46,22.89,32.16,16903,3.1,0.73,0.39,3.4,1.1,Frontier High School,54.22,2016,
361,206,17.2,176,3.5,6.79,81.97,80.56,12651,0.79,0.37,0.21,6.2,0,Golden Valley High School,7.79,2016,
362,207,15.5,171,3.52,5.76,63.56,68.35,1279,1.73,1.12,0.15,10.7,0.7,Highland High School,19.37,2016,
363,273,13.8,176,8.84,7.77,53.45,54.66,24646,3.72,0.68,0.14,10,0.1,Independence High School,24.19,2016,
364,0,0.1,176,0.41,10.93,93.92,72.68,14297,0.0,1.24,0.1,9.5,0.3,Kern County Community School,14.64,2016,
365,0,0,176,0.24,4.27,76.3,85.31,10919,1.42,0.71,0.0,0,0,Kern Workforce 2000 Academy,8.06,2016,
366,298,26.6,369,4.45,2.69,20.12,33.53,11723,2.79,0.73,0.1,0,1.9,Liberty High School,55.7,2016,
367,248,12.7,97,1.53,5.14,90.97,88.61,24647,0.65,0.37,0.05,31.6,0,Mira Monte High School,3.66,2016,
368,248,12.7,97,0.0,0.0,90.97,50.0,31269,0.0,0.0,0.0,31.6,0,Mission Apostolic Christian Adademy,50.0,2016,
369,248,12.7,97,0.0,20.0,90.97,0.0,31270,80.0,0.0,0.0,31.6,0,Nigritian Academy,0.0,2016,
370,161,11.6,46,0.98,3.18,75.93,27.43,1281,2.75,1.22,0.18,2.5,9.4,North High School,64.26,2016,
371,263,11.3,110,8.31,9.65,70.12,66.97,1283,0.92,0.21,0.17,2.4,0,Ridgeview High School,13.76,2016,
372,249,12.3,86,2.42,9.79,92.38,80.06,1284,1.31,0.66,0.15,5.2,0.2,South High School,5.6,2016,
373,429,23.7,492,17.96,6.64,32.56,39.15,1286,4.17,0.71,0.09,2.5,1.1,Stockdale High School,31.28,2016,
374,429,23.7,492,0.0,6.75,85.85,86.82,25770,0.64,0.0,0.0,2.5,1.1,Tierra Del Sol Continuation High,5.79,2016,
375,429,23.7,492,0.0,21.4286,85.85,35.7143,15940,3.57143,0.0,0.0,2.5,1.1,Valley Achievement Center,39.2857,2016,
376,429,0.9,492,1.31,1.8,32.3,22.38,11721,3.44,0.82,0.16,2.5,1.1,Valley Oaks Charter School,70.08,2016,
377,0,0.9,492,0.41,16.8,86.89,73.36,1288,2.46,0.41,0.0,0,0.8,Vista Continuation High School,6.56,2016,
378,0,0.4,492,0.68,5.1,63.27,43.54,1290,4.08,1.02,0.34,0,1.5,Vista West Continuation High School,45.24,2016,
379,183,6.7,77,3.16,13.52,83.87,65.56,1291,4.19,0.59,0.2,0,0.1,West High School,12.78,2016,
380,32,8,19,1.03,27.27,73.76,34.71,17703,5.79,1.03,0.62,18.4,0.8,California City High School,29.55,2016,
381,32,8,19,0.0,0.0,73.76,20.0,15130,0.0,0.0,0.0,18.4,0.8,Western Education Center,80.0,2016,
382,139,21.9,150,9.74,0.52,84.16,87.81,12630,0.22,0.0,0.0,3.4,0.5,Cesar E. Chavez High School,1.71,2016,
383,104,19.2,178,16.49,0.13,87.79,80.99,1238,0.44,0.19,0.13,6.6,0.2,Delano High School,1.64,2016,
384,104,0,178,3.53,0.39,87.7,93.46,25165,1.18,0.13,0.0,6.6,0.2,Paramount Academy,1.31,2016,
385,78,23.8,104,7.58,0.71,92.16,90.37,24645,0.18,0.0,0.0,14.2,0.2,Robert F. Kennedy High School,1.16,2016,
386,78,23.8,104,10.0,0.0,92.16,35.0,11497,30.0,0.0,15.0,14.2,0.2,Sequoia Christian Academy,10.0,2016,
387,0,23.8,104,3.36,1.34,80.54,93.29,1239,0.67,0.0,0.0,21.1,1.3,Valley High School,1.34,2016,
388,37,0,104,0.0,0.0,85.19,28.4,1303,2.47,1.23,0.0,0,0,Maricopa High School,67.9,2016,
389,0,0,104,0.0,0.0,61.54,100.0,10922,0.0,0.0,0.0,0,0,McFarland Independent School,0.0,2016,
390,145,25.1,50,0.7,0.81,83.37,96.98,1306,0.0,0.12,0.0,20.4,2.5,Mcfarland High School,1.4,2016,
391,131,12.7,205,4.06,6.27,37.35,25.37,1360,1.43,1.07,1.07,12.1,1.1,Burroughs High School,60.73,2016,
392,131,12.7,205,5.20833,0.0,37.35,8.33333,13452,7.29167,2.08333,4.16667,12.1,1.1,Immanuel Christian,72.9167,2016,
393,0,12.7,205,2.27,4.55,62.5,20.45,1365,2.27,2.27,1.14,0,0,Mesquite Continuation High School,67.05,2016,
394,0,12.7,205,0.0,2.38,85.71,94.05,1276,0.0,0.0,0.0,0,0,Central Valley High (Continuation) School,3.57,2016,
395,0,12.7,205,0.0,0.0,85.71,21.0526,9688,5.26316,0.0,0.0,0,0,Freewill Christian Academy,73.6842,2016,
396,0,1.4,205,0.0,1.49,82.09,34.33,1394,1.49,1.49,0.0,0,0,Buena Vista High (Continuation) School,61.19,2016,
397,78,7.6,23,0.41,0.92,59.18,41.02,1395,2.14,2.04,1.22,4.7,0.4,Taft Union High School,52.24,2016,
398,78,0,23,0.36,7.83,82.56,81.49,32121,2.14,0.36,0.0,4.7,0.4,Epic De Cesar Chavez,7.83,2016,
399,78,0,23,1.44928,4.34783,82.56,7.24638,10217,4.34783,0.0,2.89855,4.7,0.4,Heritage Oak School,79.7101,2016,
400,0,0,23,0.0,1.04,54.17,39.58,1390,3.13,0.0,0.0,0,1.2,Monroe High (Continuation) School,56.25,2016,
401,47,8.4,107,1.89,1.81,27.12,29.09,1391,1.1,0.55,0.0,7.6,1.4,Tehachapi High School,65.57,2016,
402,47,8.4,107,0.0,0.0,27.12,88.8889,15157,0.0,5.55556,0.0,7.6,1.4,Bethany Christian School,5.55556,2016,
403,47,8.4,107,1.75439,1.75439,27.12,78.9474,9178,3.50877,0.0,1.75439,7.6,1.4,North Kern Christian,12.2807,2016,
404,136,14.7,87,0.12,1.7,79.37,92.42,1403,0.29,0.0,0.06,9.2,1,Wasco High School,5.41,2016,
405,2,0.7,87,0.0,4.0,90.4,93.6,1402,0.0,0.0,0.0,0,1.6,Wasco Independence High School,2.4,2016,
406,76,18.8,52,0.31,0.0,88.01,96.73,1182,0.0,0.0,0.0,27.6,0,Avenal High School,2.96,2016,
407,0,18.8,52,0.0,0.0,85.71,100.0,14136,0.0,0.0,0.0,0,0,Reef-Sunset Secondary Community Day School,0.0,2016,
408,0,18.8,52,0.0,3.45,86.21,93.1,1185,0.0,0.0,0.0,0,0,Sunrise High (Continuation) School,3.45,2016,
409,0,18.8,52,0.0,0.0,86.21,100.0,17109,0.0,0.0,0.0,0,0,Corcoran Academy,0.0,2016,
410,84,14.4,55,0.7,3.72,76.4,86.16,1147,0.12,0.23,0.12,9.8,0.2,Corcoran High School,8.95,2016,
411,4,3.2,55,0.0,0.84,68.07,56.3,12299,0.84,5.04,0.0,0,1.2,Crossroads Charter School,36.97,2016,
412,0,3.2,55,0.0,6.9,74.14,75.86,1166,0.0,1.72,0.0,0,0.9,Earl F. Johnson High (Continuation) School,15.52,2016,
413,0,3.2,55,0.0,14.29,85.71,85.71,13831,0.0,0.0,0.0,0,0,Hanford Community Day School,0.0,2016,
414,136,8.3,88,0.54,5.68,62.36,62.77,1164,0.41,0.54,0.2,1.7,0.5,Hanford High School,29.86,2016,
415,142,13.4,106,4.13,5.8,56.96,63.12,1165,1.74,0.51,0.07,3.7,0.7,Hanford West High School,24.64,2016,
416,0,13.4,106,2.57,7.35,60.29,61.4,12356,1.84,1.84,0.74,16.5,0,Kings County Special Education School,24.26,2016,
417,32,13,76,7.23,3.55,55.58,59.66,25021,0.92,0.79,0.13,27.1,0.3,Sierra Pacific High School,27.73,2016,
