Year,CDS_CODE,COUNTY,DISTRICT,SCHOOL,Charter,Latitude,Longitude,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,(%)FRPM,American Indian or Alaska Native,Asian,Pacific Islander,Filipino,Hispanic or Latino,African American,White,Two or More Races,AvgScr
2015,19768850130799,Los Angeles,SBE - Anahuacalmecac International Preparatory Hig,Anahuacalmecac International University Preparator,Y,34.085085,-118.18154,30.0,23.0,15.0,17.0,17.0,16.0,2.0,8.7,89.28571428571429,0.03333333333333333,0.0,0.0,0.0,0.9333333333333333,0.0,0.0,0.03333333333333333,16.25
2015,20652012032357,Madera,Chowchilla Union High,Chowchilla Union High,N,37.116435,-120.26264,234.0,30.0,19.0,19.0,20.0,19.0,12.0,40.0,75.92039800995025,0.01282051282051282,0.01282051282051282,0.0,0.01282051282051282,0.5726495726495726,0.029914529914529916,0.358974358974359,0.0,19.25
2015,20652430110965,Madera,Madera Unified,Madera South High,N,36.938328,-120.04924,597.0,175.0,16.0,17.0,18.0,18.0,35.0,20.0,90.21892655367232,0.0,0.01340033500837521,0.0,0.0033500837520938024,0.8827470686767169,0.018425460636515914,0.07537688442211055,0.0,17.25
2015,20652432035707,Madera,Madera Unified,Madera High,N,36.956015,-120.06588,485.0,154.0,19.0,19.0,20.0,19.0,57.0,37.01,75.81459385039008,0.004123711340206186,0.026804123711340205,0.002061855670103093,0.002061855670103093,0.7587628865979381,0.018556701030927835,0.18350515463917524,0.002061855670103093,19.25
2015,20755802030203,Madera,Golden Valley Unified,Liberty High,N,36.926178,-119.89430,135.0,18.0,22.0,21.0,22.0,22.0,11.0,61.11,28.741496598639454,0.014814814814814815,0.014814814814814815,0.0,0.007407407407407408,0.3851851851851852,0.007407407407407408,0.5703703703703704,0.0,21.75
2015,20756060117010,Madera,Chawanakee Unified,Minarets High,N,37.123320,-119.73076,57.0,17.0,22.0,24.0,19.0,22.0,10.0,58.82,45.30612244897959,0.12280701754385964,0.0,0.0,0.0,0.10526315789473684,0.017543859649122806,0.7017543859649122,0.05263157894736842,21.75
2015,20756060125021,Madera,Chawanakee Unified,Minarets Charter High,Y,37.128282,-119.69431,66.0,16.0,23.0,24.0,21.0,21.0,9.0,56.25,32.549019607843135,0.0,0.015151515151515152,0.0,0.0,0.16666666666666666,0.030303030303030304,0.7121212121212122,0.07575757575757576,22.25
2015,20764142030013,Madera,Yosemite Unified,Yosemite High,N,37.329796,-119.62791,157.0,36.0,23.0,25.0,23.0,23.0,28.0,77.78,38.71951219512195,0.06369426751592357,0.012738853503184714,0.0,0.006369426751592357,0.16560509554140126,0.0,0.6878980891719745,0.06369426751592357,23.5
2015,21654172132272,Marin,Novato Unified,Novato High,N,38.090633,-122.57293,319.0,145.0,25.0,24.0,24.0,23.0,105.0,72.41,33.13161875945537,0.0,0.06269592476489028,0.0,0.006269592476489028,0.25705329153605017,0.03134796238244514,0.5830721003134797,0.05642633228840126,24.0
2015,21654172133056,Marin,Novato Unified,San Marin High,N,38.119672,-122.60875,224.0,98.0,22.0,22.0,23.0,22.0,57.0,58.16,21.862745098039216,0.008928571428571428,0.05357142857142857,0.0,0.008928571428571428,0.27232142857142855,0.04017857142857143,0.5848214285714286,0.03125,22.25
2015,21654662133262,Marin,San Rafael City High,San Rafael High,N,37.970823,-122.51327,240.0,63.0,23.0,23.0,24.0,23.0,43.0,68.25,53.63636363636364,0.004166666666666667,0.04583333333333333,0.008333333333333333,0.016666666666666666,0.6041666666666666,0.020833333333333332,0.3,0.0,23.25
2015,21654662134005,Marin,San Rafael City High,Terra Linda High,N,37.999249,-122.55111,260.0,91.0,24.0,24.0,23.0,23.0,65.0,71.43,27.73722627737226,0.03076923076923077,0.09615384615384616,0.011538461538461539,0.023076923076923078,0.39615384615384613,0.03076923076923077,0.4115384615384615,0.0,23.5
2015,21654822130078,Marin,Tamalpais Union High,Tamiscal High (Alternative),N,37.938158,-122.53109,43.0,13.0,28.0,28.0,24.0,24.0,12.0,92.31,8.130081300813007,0.0,0.023255813953488372,0.0,0.0,0.11627906976744186,0.023255813953488372,0.7441860465116279,0.09302325581395349,26.0
2015,21654822131340,Marin,Tamalpais Union High,Sir Francis Drake High,N,37.984157,-122.57197,208.0,98.0,26.0,26.0,25.0,24.0,82.0,83.67,6.720977596741344,0.0,0.019230769230769232,0.0,0.009615384615384616,0.09134615384615384,0.009615384615384616,0.8173076923076923,0.04807692307692308,25.25
2015,21654822132587,Marin,Tamalpais Union High,Redwood High,N,37.938165,-122.53266,354.0,192.0,27.0,27.0,27.0,26.0,176.0,91.67,4.7561709813365445,0.0,0.05367231638418079,0.0,0.00847457627118644,0.11581920903954802,0.022598870056497175,0.7259887005649718,0.07344632768361582,26.75
2015,21654822133692,Marin,Tamalpais Union High,Tamalpais High,N,37.891296,-122.52724,290.0,127.0,27.0,27.0,26.0,25.0,110.0,86.61,7.948523845571537,0.0034482758620689655,0.041379310344827586,0.0034482758620689655,0.010344827586206896,0.1103448275862069,0.05517241379310345,0.7172413793103448,0.05862068965517241,26.25
2015,21733612134310,Marin,Shoreline Unified,Tomales High,N,38.247656,-122.89528,54.0,17.0,21.0,22.0,23.0,23.0,10.0,58.82,64.32748538011695,0.0,0.0,0.018518518518518517,0.0,0.5185185185185185,0.0,0.4444444444444444,0.018518518518518517,22.25
2015,22655322235356,Mariposa,Mariposa County Unified,Mariposa County High,N,37.489370,-119.96386,121.0,20.0,24.0,25.0,24.0,23.0,15.0,75.0,44.59724950884086,0.01652892561983471,0.008264462809917356,0.0,0.01652892561983471,0.1487603305785124,0.03305785123966942,0.7272727272727273,0.03305785123966942,24.0
2015,23656152335024,Mendocino,Ukiah Unified,Ukiah High,N,39.166553,-123.24884,333.0,49.0,24.0,24.0,25.0,22.0,36.0,73.47,66.51224354731966,0.04504504504504504,0.021021021021021023,0.006006006006006006,0.012012012012012012,0.4264264264264264,0.021021021021021023,0.45045045045045046,0.018018018018018018,23.75
2015,24656982432409,Merced,Hilmar Unified,Hilmar High,N,37.403697,-120.85020,150.0,38.0,20.0,22.0,20.0,21.0,21.0,55.26,52.922590837282776,0.0,0.02666666666666667,0.0,0.0,0.31333333333333335,0.013333333333333334,0.6466666666666666,0.0,20.75
2015,24657302433001,Merced,Le Grand Union High,Le Grand High,N,37.228374,-120.25232,98.0,53.0,16.0,18.0,17.0,17.0,10.0,18.87,80.55555555555556,0.0,0.0,0.0,0.01020408163265306,0.8877551020408163,0.0,0.02040816326530612,0.01020408163265306,17.0
2015,24657550120923,Merced,Los Banos Unified,Pacheco High,N,37.069459,-120.81480,363.0,73.0,19.0,21.0,20.0,20.0,32.0,43.84,76.93850267379679,0.0027548209366391185,0.011019283746556474,0.008264462809917356,0.024793388429752067,0.8126721763085399,0.04132231404958678,0.09366391184573003,0.005509641873278237,20.0
2015,24657552434207,Merced,Los Banos Unified,Los Banos High,N,37.047192,-120.84009,271.0,31.0,21.0,21.0,22.0,21.0,15.0,48.39,59.46969696969697,0.0036900369003690036,0.01107011070110701,0.0,0.007380073800738007,0.7047970479704797,0.014760147601476014,0.23985239852398524,0.01845018450184502,21.25
2015,24657892430098,Merced,Merced Union High,Golden Valley High,N,37.287842,-120.44870,459.0,95.0,19.0,20.0,20.0,20.0,35.0,36.84,78.82352941176471,0.0,0.1830065359477124,0.0,0.004357298474945534,0.5381263616557734,0.032679738562091505,0.1830065359477124,0.05664488017429194,19.75
2015,24657892430205,Merced,Merced Union High,Buhach Colony High,N,37.313462,-120.57751,391.0,97.0,18.0,20.0,20.0,20.0,32.0,32.99,70.02898550724638,0.005115089514066497,0.10485933503836317,0.0025575447570332483,0.01278772378516624,0.5831202046035806,0.03580562659846547,0.2557544757033248,0.0,19.5
2015,24657892430601,Merced,Merced Union High,Atwater High,N,37.364084,-120.61642,470.0,79.0,19.0,20.0,19.0,19.0,27.0,34.18,73.13186813186813,0.002127659574468085,0.05106382978723404,0.0,0.002127659574468085,0.7297872340425532,0.036170212765957444,0.1723404255319149,0.002127659574468085,19.25
2015,24657892433605,Merced,Merced Union High,Livingston High,N,37.376183,-120.72340,264.0,60.0,18.0,19.0,20.0,20.0,22.0,36.67,85.75244879786287,0.003787878787878788,0.15151515151515152,0.0,0.007575757575757576,0.7878787878787878,0.0,0.03787878787878788,0.011363636363636364,19.25
2015,24657892435204,Merced,Merced Union High,Merced High,N,37.319020,-120.47297,645.0,109.0,21.0,22.0,22.0,21.0,64.0,58.72,74.40081591024988,0.007751937984496124,0.16589147286821707,0.0015503875968992248,0.012403100775193798,0.5333333333333333,0.05891472868217054,0.2,0.020155038759689922,21.5
2015,24736192431807,Merced,Gustine Unified,Gustine High,N,37.260257,-121.00020,124.0,20.0,21.0,21.0,21.0,21.0,11.0,55.0,52.96229802513464,0.0,0.016129032258064516,0.0,0.0,0.7258064516129032,0.0,0.25806451612903225,0.0,21.0
2015,24753172431203,Merced,Dos Palos Oro Loma Joint Unified,Dos Palos High,N,36.986381,-120.62425,156.0,16.0,18.0,20.0,18.0,18.0,4.0,25.0,89.17682926829268,0.0,0.00641025641025641,0.0,0.0,0.8076923076923077,0.03205128205128205,0.15384615384615385,0.0,18.5
2015,24753662430114,Merced,Delhi Unified,Delhi High,N,37.426842,-120.79356,149.0,65.0,16.0,16.0,17.0,17.0,9.0,13.85,82.26466575716235,0.0,0.04697986577181208,0.006711409395973154,0.006711409395973154,0.8657718120805369,0.0,0.0738255033557047,0.0,16.5
2015,26736922630010,Mono,Mammoth Unified,Mammoth High,N,37.641650,-118.95830,66.0,24.0,22.0,22.0,23.0,22.0,14.0,58.33,47.13804713804714,0.0,0.0,0.0,0.015151515151515152,0.5454545454545454,0.0,0.3939393939393939,0.045454545454545456,22.25
2015,27659872730414,Monterey,Carmel Unified,Carmel High,N,36.554420,-121.90940,193.0,131.0,27.0,27.0,26.0,26.0,121.0,92.37,12.738095238095237,0.015544041450777202,0.015544041450777202,0.0051813471502590676,0.0,0.16580310880829016,0.0051813471502590676,0.7046632124352331,0.07772020725388601,26.5
2015,27660682730174,Monterey,South Monterey County Joint Union High,Greenfield High,N,36.312754,-121.24056,211.0,28.0,17.0,19.0,17.0,17.0,5.0,17.86,79.45344129554655,0.009478672985781991,0.0,0.0,0.0,0.966824644549763,0.004739336492890996,0.018957345971563982,0.0,17.5
2015,27660682732170,Monterey,South Monterey County Joint Union High,King City High,N,36.209374,-121.13227,183.0,15.0,19.0,20.0,20.0,20.0,6.0,40.0,85.74445617740233,0.0,0.01092896174863388,0.0,0.0,0.8579234972677595,0.00546448087431694,0.12568306010928962,0.0,19.75
2015,27660920111435,Monterey,Monterey Peninsula Unified,Marina High,N,36.674020,-121.79620,134.0,23.0,21.0,22.0,22.0,22.0,13.0,56.52,59.74955277280859,0.007462686567164179,0.11194029850746269,0.05223880597014925,0.04477611940298507,0.3582089552238806,0.1044776119402985,0.26865671641791045,0.05223880597014925,21.75
2015,27660922732808,Monterey,Monterey Peninsula Unified,Monterey High,N,36.596563,-121.90221,300.0,86.0,21.0,22.0,22.0,22.0,49.0,56.98,43.41894060995185,0.0,0.06,0.016666666666666666,0.023333333333333334,0.44,0.056666666666666664,0.30666666666666664,0.09666666666666666,21.75
2015,27660922735348,Monterey,Monterey Peninsula Unified,Seaside High,N,36.621761,-121.83793,253.0,58.0,18.0,21.0,21.0,20.0,28.0,48.28,64.4325290437891,0.0,0.07509881422924901,0.05533596837944664,0.07114624505928854,0.5296442687747036,0.11067193675889328,0.1225296442687747,0.03557312252964427,20.0
2015,27661342733657,Monterey,Pacific Grove Unified,Pacific Grove High,N,36.610441,-121.92282,133.0,34.0,25.0,26.0,24.0,24.0,27.0,79.41,17.17171717171717,0.0,0.11278195488721804,0.015037593984962405,0.007518796992481203,0.13533834586466165,0.015037593984962405,0.6766917293233082,0.022556390977443608,24.75
2015,27661592730109,Monterey,Salinas Union High,Alisal High,N,36.684786,-121.59821,546.0,111.0,18.0,19.0,20.0,19.0,34.0,30.63,71.37096774193549,0.0,0.0,0.0,0.023809523809523808,0.9633699633699634,0.003663003663003663,0.009157509157509158,0.0,19.0
2015,27661592730166,Monterey,Salinas Union High,Everett Alvarez High,N,36.710422,-121.61874,567.0,123.0,18.0,19.0,19.0,18.0,39.0,31.71,57.8125,0.0,0.010582010582010581,0.005291005291005291,0.03880070546737213,0.8324514991181657,0.014109347442680775,0.09523809523809523,0.003527336860670194,18.5
2015,27661592733178,Monterey,Salinas Union High,North Salinas High,N,36.705855,-121.64452,414.0,37.0,20.0,21.0,20.0,20.0,20.0,54.05,62.55208333333333,0.0024154589371980675,0.033816425120772944,0.0024154589371980675,0.06763285024154589,0.7971014492753623,0.021739130434782608,0.06521739130434782,0.00966183574879227,20.25
2015,27661592734556,Monterey,Salinas Union High,Salinas High,N,36.666880,-121.65634,595.0,93.0,23.0,24.0,23.0,23.0,66.0,70.97,42.66036993309721,0.0067226890756302525,0.03697478991596639,0.0067226890756302525,0.02689075630252101,0.6168067226890757,0.020168067226890758,0.27563025210084036,0.010084033613445379,23.25
2015,27738252730034,Monterey,North Monterey County Unified,North Monterey County High,N,36.781117,-121.73520,252.0,27.0,18.0,20.0,20.0,19.0,9.0,33.33,75.47511312217195,0.003968253968253968,0.011904761904761904,0.0,0.011904761904761904,0.7936507936507936,0.0,0.16666666666666666,0.011904761904761904,19.25
2015,27754402730190,Monterey,Soledad Unified,Soledad High,N,36.435991,-121.32700,342.0,65.0,19.0,20.0,20.0,19.0,25.0,38.46,89.91596638655463,0.0,0.0029239766081871343,0.0029239766081871343,0.011695906432748537,0.9649122807017544,0.0029239766081871343,0.014619883040935672,0.0,19.5
2015,27754732730885,Monterey,Gonzales Unified,Gonzales High,N,36.511867,-121.43971,171.0,50.0,17.0,19.0,18.0,18.0,13.0,26.0,78.97503285151117,0.0,0.0,0.005847953216374269,0.0,0.9590643274853801,0.005847953216374269,0.029239766081871343,0.0,18.0
2015,28662412831758,Napa,Calistoga Joint Unified,Calistoga Junior-Senior High,N,38.584001,-122.58126,57.0,11.0,17.0,17.0,17.0,17.0,1.0,9.09,68.91495601173021,0.0,0.0,0.0,0.0,0.8070175438596491,0.017543859649122806,0.15789473684210525,0.0,17.0
2015,28662660121087,Napa,Napa Valley Unified,American Canyon High,N,38.166264,-122.24060,355.0,50.0,22.0,22.0,22.0,22.0,32.0,64.0,31.20567375886525,0.0,0.05352112676056338,0.005633802816901409,0.27887323943661974,0.3436619718309859,0.09295774647887324,0.1352112676056338,0.08450704225352113,22.0
2015,28662662830016,Napa,Napa Valley Unified,Vintage High,N,38.334039,-122.30566,389.0,87.0,22.0,23.0,22.0,22.0,58.0,66.67,36.39380530973451,0.007712082262210797,0.02056555269922879,0.0,0.005141388174807198,0.5244215938303342,0.005141388174807198,0.390745501285347,0.04627249357326478,22.25
2015,28662662830115,Napa,Napa Valley Unified,New Technology High,N,38.304466,-122.28867,80.0,13.0,21.0,19.0,22.0,20.0,8.0,61.54,33.16708229426434,0.0125,0.0375,0.0,0.0125,0.3875,0.025,0.475,0.05,20.5
2015,28662662835601,Napa,Napa Valley Unified,Napa High,N,38.309090,-122.29599,409.0,95.0,23.0,24.0,23.0,23.0,69.0,72.63,43.73695198329854,0.009779951100244499,0.019559902200488997,0.004889975550122249,0.0,0.5574572127139364,0.007334963325183374,0.36674816625916873,0.034229828850855744,23.25
2015,28662902837102,Napa,Saint Helena Unified,Saint Helena High,N,38.497208,-122.46330,136.0,57.0,23.0,24.0,22.0,22.0,35.0,61.4,36.489151873767256,0.007352941176470588,0.022058823529411766,0.0,0.007352941176470588,0.5,0.029411764705882353,0.4338235294117647,0.0,22.75
2015,29663572930048,Nevada,Nevada Joint Union High,Bear River High,N,39.068278,-121.01056,156.0,46.0,25.0,25.0,24.0,24.0,38.0,82.61,22.644163150492265,0.019230769230769232,0.01282051282051282,0.0,0.0,0.04487179487179487,0.0,0.9102564102564102,0.01282051282051282,24.5
2015,29663572935500,Nevada,Nevada Joint Union High,Nevada Union High,N,39.240090,-121.05546,419.0,56.0,25.0,26.0,25.0,24.0,44.0,78.57,34.8729792147806,0.02386634844868735,0.02386634844868735,0.007159904534606206,0.002386634844868735,0.08353221957040573,0.00477326968973747,0.8281622911694511,0.026252983293556086,25.0
2015,30664313030038,Orange,Anaheim Union High,Cypress High,N,33.819638,-118.02838,681.0,178.0,24.0,25.0,26.0,24.0,140.0,78.65,35.58640847643405,0.0014684287812041115,0.2687224669603524,0.0014684287812041115,0.06167400881057269,0.24963289280469897,0.032305433186490456,0.3142437591776799,0.07048458149779736,24.75
2015,30664313030228,Orange,Anaheim Union High,Anaheim High,N,33.833158,-117.92402,739.0,69.0,18.0,20.0,20.0,19.0,26.0,37.68,89.58203368683718,0.0027063599458728013,0.009472259810554804,0.0013531799729364006,0.008119079837618403,0.9296346414073072,0.006765899864682003,0.04059539918809202,0.0013531799729364006,19.25
2015,30664313030616,Orange,Anaheim Union High,Oxford Academy,N,33.823813,-118.04229,176.0,83.0,30.0,30.0,29.0,28.0,83.0,100.0,37.93969849246231,0.0,0.6477272727272727,0.0,0.09659090909090909,0.13636363636363635,0.0,0.11363636363636363,0.005681818181818182,29.25
2015,30664313033057,Orange,Anaheim Union High,Katella High,N,33.825391,-117.88549,626.0,90.0,18.0,19.0,19.0,18.0,26.0,28.89,85.88410104011886,0.001597444089456869,0.036741214057507986,0.009584664536741214,0.01757188498402556,0.853035143769968,0.009584664536741214,0.0670926517571885,0.004792332268370607,18.5
2015,30664313033115,Orange,Anaheim Union High,John F. Kennedy High,N,33.843045,-118.03717,592.0,114.0,24.0,24.0,25.0,24.0,94.0,82.46,48.29329962073325,0.0016891891891891893,0.26013513513513514,0.0033783783783783786,0.09628378378378379,0.33952702702702703,0.04054054054054054,0.21114864864864866,0.0472972972972973,24.25
2015,30664313033784,Orange,Anaheim Union High,Loara High,N,33.810553,-117.94427,566.0,94.0,18.0,19.0,20.0,18.0,27.0,28.72,81.90997055111485,0.007067137809187279,0.10424028268551237,0.00530035335689046,0.02120141342756184,0.7420494699646644,0.0176678445229682,0.09540636042402827,0.007067137809187279,18.75
2015,30664313034204,Orange,Anaheim Union High,Magnolia High,N,33.817636,-117.97178,389.0,16.0,17.0,18.0,19.0,19.0,4.0,25.0,86.54164368450083,0.0,0.09254498714652956,0.010282776349614395,0.02313624678663239,0.699228791773779,0.043701799485861184,0.11311053984575835,0.017994858611825194,18.25
2015,30664313036712,Orange,Anaheim Union High,Savanna High,N,33.834422,-117.96767,486.0,51.0,19.0,20.0,21.0,20.0,23.0,45.1,83.60097323600974,0.00411522633744856,0.09465020576131687,0.00823045267489712,0.051440329218107,0.691358024691358,0.043209876543209874,0.09876543209876543,0.00823045267489712,20.0
2015,30664313038239,Orange,Anaheim Union High,Western High,N,33.825663,-118.00215,469.0,73.0,19.0,20.0,22.0,21.0,38.0,52.05,79.23728813559322,0.0,0.07462686567164178,0.017057569296375266,0.08102345415778252,0.6247334754797441,0.03624733475479744,0.14498933901918976,0.021321961620469083,20.5
2015,30664493030640,Orange,Brea-Olinda Unified,Brea-Olinda High,N,33.933219,-117.87179,488.0,130.0,24.0,24.0,25.0,24.0,98.0,75.38,23.905013192612138,0.004098360655737705,0.19672131147540983,0.00819672131147541,0.045081967213114756,0.3155737704918033,0.01639344262295082,0.4098360655737705,0.004098360655737705,24.25
2015,30664640106765,Orange,Capistrano Unified,Capistrano Connections Academy,Y,33.476809,-117.67191,269.0,25.0,26.0,25.0,23.0,24.0,21.0,84.0,37.06932337069323,0.0037174721189591076,0.03717472118959108,0.0037174721189591076,0.02973977695167286,0.26394052044609667,0.06319702602230483,0.45724907063197023,0.1412639405204461,24.5
2015,30664640113381,Orange,Capistrano Unified,San Juan Hills High,N,33.499094,-117.68286,523.0,188.0,25.0,25.0,24.0,24.0,159.0,84.57,23.212045169385195,0.0057361376673040155,0.030592734225621414,0.0019120458891013384,0.019120458891013385,0.3078393881453155,0.0076481835564053535,0.5793499043977055,0.04780114722753346,24.5
2015,30664643030210,Orange,Capistrano Unified,Capistrano Valley High,N,33.542549,-117.67324,650.0,247.0,26.0,25.0,25.0,25.0,206.0,83.4,23.322147651006713,0.0015384615384615385,0.05692307692307692,0.0,0.02923076923076923,0.25846153846153846,0.010769230769230769,0.6015384615384616,0.04,25.25
2015,30664643030574,Orange,Capistrano Unified,Aliso Niguel High,N,33.561374,-117.72094,733.0,270.0,26.0,26.0,27.0,26.0,239.0,88.52,11.791831357048748,0.009549795361527967,0.12824010914051842,0.002728512960436562,0.036834924965893585,0.1582537517053206,0.01637107776261937,0.5879945429740792,0.06002728512960437,26.25
2015,30664643030756,Orange,Capistrano Unified,Tesoro High,N,33.585858,-117.61329,571.0,285.0,26.0,26.0,26.0,25.0,244.0,85.61,6.8789808917197455,0.0,0.06304728546409807,0.0,0.024518388791593695,0.09632224168126094,0.010507880910683012,0.7705779334500875,0.03502626970227671,25.75
2015,30664643036001,Orange,Capistrano Unified,San Clemente High,N,33.439820,-117.61752,737.0,352.0,25.0,25.0,24.0,23.0,277.0,78.69,20.125164690382082,0.0013568521031207597,0.018995929443690638,0.0067842605156037995,0.008141112618724558,0.21845318860244234,0.008141112618724558,0.6906377204884667,0.04477611940298507,24.25
2015,30664643038569,Orange,Capistrano Unified,Dana Hills High,N,33.478614,-117.69780,690.0,275.0,25.0,25.0,25.0,24.0,213.0,77.45,21.649484536082475,0.005797101449275362,0.02753623188405797,0.0,0.011594202898550725,0.2594202898550725,0.010144927536231883,0.6420289855072464,0.0391304347826087,24.75
2015,30665143030855,Orange,Fullerton Joint Union High,Buena Park High,N,33.860927,-117.97906,469.0,117.0,18.0,19.0,19.0,19.0,34.0,29.06,80.15463917525774,0.006396588486140725,0.08528784648187633,0.0021321961620469083,0.05543710021321962,0.7228144989339019,0.04051172707889126,0.07889125799573561,0.006396588486140725,18.75
2015,30665143032505,Orange,Fullerton Joint Union High,Fullerton Union High,N,33.874015,-117.92205,502.0,89.0,24.0,24.0,25.0,23.0,67.0,75.28,54.849187935034806,0.0,0.045816733067729085,0.0,0.00199203187250996,0.6374501992031872,0.029880478087649404,0.2649402390438247,0.0199203187250996,24.0
2015,30665143033362,Orange,Fullerton Joint Union High,La Habra High,N,33.935478,-117.95658,509.0,54.0,22.0,23.0,23.0,22.0,31.0,57.41,48.87892376681614,0.0019646365422396855,0.019646365422396856,0.0,0.011787819253438114,0.7288801571709234,0.015717092337917484,0.21218074656188604,0.009823182711198428,22.5
2015,30665143037090,Orange,Fullerton Joint Union High,Sonora High,N,33.928013,-117.92434,461.0,115.0,24.0,24.0,24.0,24.0,89.0,77.39,47.92099792099792,0.0,0.10845986984815618,0.0,0.013015184381778741,0.5900216919739696,0.010845986984815618,0.2668112798264642,0.010845986984815618,24.0
2015,30665143037348,Orange,Fullerton Joint Union High,Sunny Hills High,N,33.883930,-117.95344,565.0,127.0,26.0,26.0,26.0,25.0,109.0,85.83,24.7791519434629,0.0017699115044247787,0.45663716814159294,0.0017699115044247787,0.0584070796460177,0.2513274336283186,0.01415929203539823,0.20353982300884957,0.012389380530973451,25.75
2015,30665143037496,Orange,Fullerton Joint Union High,Troy High,N,33.881409,-117.89004,660.0,192.0,29.0,28.0,29.0,28.0,180.0,93.75,19.35600578871201,0.0,0.4287878787878788,0.00909090909090909,0.08181818181818182,0.21818181818181817,0.021212121212121213,0.21363636363636362,0.02727272727272727,28.5
2015,30665223030434,Orange,Garden Grove Unified,Bolsa Grande High,N,33.759540,-117.96323,538.0,170.0,21.0,22.0,22.0,21.0,95.0,55.88,80.47711781888998,0.0,0.5817843866171004,0.00929368029739777,0.0055762081784386614,0.3513011152416357,0.0055762081784386614,0.046468401486988845,0.0,21.5
2015,30665223032752,Orange,Garden Grove Unified,Garden Grove High,N,33.777898,-117.93563,607.0,86.0,23.0,23.0,24.0,22.0,63.0,73.26,70.51181102362204,0.0016474464579901153,0.33278418451400327,0.011532125205930808,0.0214168039538715,0.514003294892916,0.009884678747940691,0.10214168039538715,0.0016474464579901153,23.0
2015,30665223033578,Orange,Garden Grove Unified,La Quinta High,N,33.737810,-117.94815,559.0,284.0,21.0,21.0,24.0,22.0,180.0,63.38,69.42110177404295,0.0017889087656529517,0.7906976744186046,0.0,0.005366726296958855,0.16994633273703041,0.0,0.03041144901610018,0.0017889087656529517,22.0
2015,30665223033933,Orange,Garden Grove Unified,Los Amigos High,N,33.722698,-117.92850,405.0,152.0,17.0,18.0,19.0,18.0,37.0,24.34,89.59149412423055,0.0024691358024691358,0.15308641975308643,0.007407407407407408,0.0,0.7975308641975308,0.0049382716049382715,0.0345679012345679,0.0,18.0
2015,30665223035581,Orange,Garden Grove Unified,Pacifica High,N,33.781043,-118.01287,447.0,112.0,22.0,23.0,23.0,22.0,72.0,64.29,37.90186125211506,0.006711409395973154,0.21476510067114093,0.013422818791946308,0.03355704697986577,0.2639821029082774,0.015659955257270694,0.4429530201342282,0.0044742729306487695,22.5
2015,30665223035706,Orange,Garden Grove Unified,Rancho Alamitos High,N,33.796596,-117.98445,454.0,19.0,21.0,21.0,22.0,21.0,12.0,63.16,77.16492002206287,0.006607929515418502,0.3303964757709251,0.011013215859030838,0.013215859030837005,0.5066079295154186,0.004405286343612335,0.12555066079295155,0.0,21.25
2015,30665223036555,Orange,Garden Grove Unified,Santiago High,N,33.767064,-117.91411,550.0,51.0,18.0,20.0,21.0,21.0,22.0,43.14,89.20505871725383,0.0,0.14727272727272728,0.0,0.0,0.8272727272727273,0.0036363636363636364,0.02,0.0,20.0
2015,30665483030145,Orange,Huntington Beach Union High,Ocean View High,N,33.714832,-118.00012,381.0,88.0,21.0,23.0,22.0,22.0,48.0,54.55,50.87153001936734,0.03937007874015748,0.07349081364829396,0.013123359580052493,0.013123359580052493,0.5380577427821522,0.01837270341207349,0.2782152230971129,0.015748031496062992,22.0
2015,30665483031895,Orange,Huntington Beach Union High,Edison High,N,33.655057,-117.97100,711.0,172.0,25.0,25.0,25.0,25.0,146.0,84.88,11.9140625,0.08438818565400844,0.13642756680731363,0.007032348804500703,0.009845288326300985,0.1617440225035162,0.009845288326300985,0.5541490857946554,0.01969057665260197,25.0
2015,30665483032158,Orange,Huntington Beach Union High,Fountain Valley High,N,33.704386,-117.96302,934.0,190.0,25.0,26.0,26.0,25.0,163.0,85.79,22.94816414686825,0.033190578158458245,0.4732334047109208,0.0053533190578158455,0.009635974304068522,0.1423982869379015,0.010706638115631691,0.30728051391862954,0.010706638115631691,25.5
2015,30665483032943,Orange,Huntington Beach Union High,Huntington Beach High,N,33.678372,-118.00177,692.0,276.0,25.0,25.0,25.0,24.0,230.0,83.33,14.154474310990134,0.08236994219653179,0.0968208092485549,0.0,0.008670520231213872,0.1416184971098266,0.005780346820809248,0.5838150289017341,0.023121387283236993,24.75
2015,30665483034410,Orange,Huntington Beach Union High,Marina High,N,33.730842,-118.02410,629.0,130.0,24.0,25.0,26.0,24.0,99.0,76.15,18.088597210828546,0.08108108108108109,0.17647058823529413,0.0047694753577106515,0.012718600953895072,0.17488076311605724,0.00794912559618442,0.49761526232114467,0.022257551669316374,24.75
2015,30665483038445,Orange,Huntington Beach Union High,Westminster High,N,33.754516,-118.00710,649.0,102.0,21.0,22.0,25.0,23.0,68.0,66.67,76.33928571428571,0.02157164869029276,0.44838212634822805,0.01078582434514638,0.007704160246533128,0.4453004622496148,0.0061633281972265025,0.046224961479198766,0.004622496147919877,22.75
2015,30665553033206,Orange,Laguna Beach Unified,Laguna Beach High,N,33.542036,-117.77795,222.0,137.0,28.0,27.0,26.0,26.0,124.0,90.51,6.069364161849711,0.0,0.013513513513513514,0.0,0.0,0.07657657657657657,0.009009009009009009,0.8828828828828829,0.018018018018018018,26.75
