Year,CDS_CODE,COUNTY,DISTRICT,SCHOOL,Charter,Latitude,Longitude,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,(%)FRPM,American Indian or Alaska Native,Asian,Pacific Islander,Filipino,Hispanic or Latino,African American,White,Two or More Races,AvgScr
2018,37680313731478,San Diego,Coronado Unified,Coronado High,N,32.691403,-117.17817,311.0,166.0,26.0,27.0,25.0,25.0,145.0,87.35,8.103448275862068,0.006430868167202572,0.02572347266881029,0.006430868167202572,0.012861736334405145,0.18971061093247588,0.012861736334405145,0.6495176848874598,0.05787781350482315,25.75
2018,37681060111195,San Diego,Escondido Union High,Classical Academy High,Y,33.124186,-117.08057,255.0,57.0,26.0,26.0,26.0,25.0,51.0,89.47,16.234309623430963,0.00392156862745098,0.011764705882352941,0.0,0.01568627450980392,0.2196078431372549,0.0196078431372549,0.6588235294117647,0.050980392156862744,25.75
2018,37681060127241,San Diego,Escondido Union High,Del Lago Academy - Campus of Applied Science,N,33.096589,-117.10349,170.0,61.0,22.0,22.0,22.0,23.0,36.0,59.02,52.490421455938694,0.0,0.058823529411764705,0.0,0.01764705882352941,0.5588235294117647,0.029411764705882353,0.3176470588235294,0.0058823529411764705,22.25
2018,37681063730058,San Diego,Escondido Union High,San Pasqual High,N,33.077688,-117.05724,543.0,85.0,23.0,24.0,22.0,22.0,57.0,67.06,56.72043010752689,0.003683241252302026,0.04419889502762431,0.007366482504604052,0.03314917127071823,0.565377532228361,0.01289134438305709,0.31860036832412525,0.014732965009208104,22.75
2018,37681063731023,San Diego,Escondido Union High,Escondido Charter High,Y,33.136449,-117.05426,206.0,35.0,24.0,24.0,26.0,23.0,26.0,74.29,39.97555012224939,0.0,0.07766990291262135,0.0,0.02912621359223301,0.41262135922330095,0.014563106796116505,0.441747572815534,0.024271844660194174,24.25
2018,37681063732062,San Diego,Escondido Union High,Escondido High,N,33.144413,-117.09028,605.0,133.0,19.0,20.0,20.0,19.0,50.0,37.59,70.91214796132829,0.0049586776859504135,0.03966942148760331,0.001652892561983471,0.023140495867768594,0.7305785123966942,0.03140495867768595,0.16363636363636364,0.001652892561983471,19.5
2018,37681063735313,San Diego,Escondido Union High,Orange Glen High,N,33.129474,-117.03800,484.0,147.0,18.0,20.0,18.0,18.0,43.0,29.25,85.56644880174292,0.0,0.022727272727272728,0.006198347107438017,0.01652892561983471,0.859504132231405,0.014462809917355372,0.07851239669421488,0.002066115702479339,18.5
2018,37681223732179,San Diego,Fallbrook Union High,Fallbrook High,N,33.349505,-117.24137,442.0,41.0,23.0,24.0,24.0,23.0,26.0,63.41,61.722731906218144,0.004524886877828055,0.006787330316742082,0.006787330316742082,0.006787330316742082,0.6493212669683258,0.020361990950226245,0.2895927601809955,0.004524886877828055,23.5
2018,37681303730066,San Diego,Grossmont Union High,Valhalla High,N,32.762192,-116.92037,557.0,127.0,24.0,24.0,25.0,23.0,99.0,77.95,50.588235294117645,0.00718132854578097,0.026929982046678635,0.0017953321364452424,0.008976660682226212,0.2495511669658887,0.03770197486535009,0.5511669658886894,0.11669658886894076,24.0
2018,37681303730702,San Diego,Grossmont Union High,West Hills High,N,32.849846,-117.01297,440.0,79.0,25.0,26.0,24.0,24.0,66.0,83.54,31.22460824143935,0.0022727272727272726,0.015909090909090907,0.004545454545454545,0.01818181818181818,0.2340909090909091,0.022727272727272728,0.5886363636363636,0.11363636363636363,24.75
2018,37681303731262,San Diego,Grossmont Union High,Steele Canyon High,Y,32.730297,-116.92517,520.0,106.0,22.0,23.0,23.0,23.0,77.0,72.64,32.16400911161731,0.0057692307692307696,0.01730769230769231,0.0038461538461538464,0.015384615384615385,0.36346153846153845,0.06538461538461539,0.4576923076923077,0.06923076923076923,22.75
2018,37681303731536,San Diego,Grossmont Union High,Grossmont Middle College High,N,32.814927,-117.00889,41.0,17.0,26.0,25.0,24.0,24.0,15.0,88.24,29.166666666666668,0.0,0.0,0.024390243902439025,0.0,0.3170731707317073,0.0,0.5853658536585366,0.07317073170731707,24.75
2018,37681303731692,San Diego,Grossmont Union High,El Cajon Valley High,N,32.800133,-116.94728,529.0,79.0,17.0,18.0,19.0,18.0,17.0,21.52,89.22742110990207,0.003780718336483932,0.034026465028355386,0.001890359168241966,0.020793950850661626,0.3724007561436673,0.07183364839319471,0.4725897920604915,0.022684310018903593,18.0
2018,37681303731809,San Diego,Grossmont Union High,El Capitan High,N,32.868106,-116.91489,363.0,40.0,21.0,23.0,22.0,22.0,25.0,62.5,49.49253731343284,0.024793388429752067,0.013774104683195593,0.005509641873278237,0.0027548209366391185,0.2837465564738292,0.011019283746556474,0.5757575757575758,0.08264462809917356,22.0
2018,37681303732336,San Diego,Grossmont Union High,Granite Hills High,N,32.800159,-116.91681,584.0,142.0,21.0,22.0,23.0,22.0,85.0,59.86,46.5938864628821,0.00684931506849315,0.008561643835616438,0.0017123287671232876,0.0136986301369863,0.3082191780821918,0.030821917808219176,0.5376712328767124,0.09246575342465753,22.0
2018,37681303732625,San Diego,Grossmont Union High,Grossmont High,N,32.780670,-116.98498,583.0,75.0,23.0,24.0,23.0,22.0,48.0,64.0,52.18566922036953,0.003430531732418525,0.024013722126929673,0.0017152658662092624,0.015437392795883362,0.3567753001715266,0.0411663807890223,0.45969125214408235,0.09777015437392796,23.0
2018,37681303732732,San Diego,Grossmont Union High,Helix High,Y,32.755905,-117.03981,616.0,218.0,21.0,22.0,22.0,21.0,116.0,53.21,58.985801217038535,0.0,0.04383116883116883,0.01461038961038961,0.01948051948051948,0.44805194805194803,0.20454545454545456,0.16883116883116883,0.09902597402597403,21.5
2018,37681303734548,San Diego,Grossmont Union High,Monte Vista High,N,32.738087,-116.97221,349.0,28.0,21.0,22.0,21.0,21.0,13.0,46.43,71.09756097560975,0.0028653295128939827,0.011461318051575931,0.0028653295128939827,0.03724928366762178,0.6590257879656161,0.12034383954154727,0.12607449856733524,0.04011461318051576,21.25
2018,37681303734761,San Diego,Grossmont Union High,Mount Miguel High,N,32.724917,-117.01689,280.0,34.0,18.0,19.0,19.0,18.0,9.0,26.47,76.51452282157676,0.0,0.017857142857142856,0.010714285714285714,0.03571428571428571,0.6107142857142858,0.17857142857142858,0.09642857142857143,0.05,18.5
2018,37681303737905,San Diego,Grossmont Union High,Santana High,N,32.857284,-116.97097,376.0,50.0,22.0,22.0,23.0,22.0,35.0,70.0,42.99242424242424,0.0,0.010638297872340425,0.0,0.015957446808510637,0.27393617021276595,0.018617021276595744,0.6063829787234043,0.07446808510638298,22.25
2018,37682960118935,San Diego,Poway Unified,Del Norte High,N,33.015119,-117.12162,495.0,240.0,28.0,28.0,27.0,26.0,213.0,88.75,11.300738007380073,0.00202020202020202,0.33131313131313134,0.00404040404040404,0.05656565656565657,0.10101010101010101,0.01818181818181818,0.43434343434343436,0.050505050505050504,27.25
2018,37682963730074,San Diego,Poway Unified,Mt. Carmel High,N,32.965926,-117.12091,468.0,154.0,26.0,26.0,26.0,25.0,132.0,85.71,24.33420365535248,0.00641025641025641,0.14743589743589744,0.010683760683760684,0.11324786324786325,0.1452991452991453,0.05128205128205128,0.45726495726495725,0.06623931623931624,25.75
2018,37682963730819,San Diego,Poway Unified,Rancho Bernardo High,N,32.994329,-117.06805,547.0,167.0,26.0,26.0,26.0,24.0,137.0,82.04,17.210682492581604,0.0018281535648994515,0.20109689213893966,0.005484460694698354,0.06764168190127971,0.11517367458866545,0.038391224862888484,0.5027422303473492,0.0603290676416819,25.5
2018,37682963731528,San Diego,Poway Unified,Westview High,N,32.965082,-117.14808,571.0,261.0,28.0,28.0,28.0,27.0,234.0,89.66,15.30958439355386,0.0,0.3204903677758319,0.0035026269702276708,0.0840630472854641,0.0893169877408056,0.024518388791593695,0.4115586690017513,0.06129597197898424,27.75
2018,37682963735867,San Diego,Poway Unified,Poway High,N,32.996858,-117.02366,542.0,202.0,25.0,26.0,25.0,24.0,170.0,84.16,24.49160035366932,0.0018450184501845018,0.07195571955719557,0.0036900369003690036,0.03690036900369004,0.2140221402214022,0.023985239852398525,0.5904059040590406,0.05166051660516605,25.0
2018,37683043735974,San Diego,Ramona City Unified,Ramona High,N,33.025724,-116.86867,337.0,111.0,21.0,22.0,22.0,22.0,67.0,60.36,34.22999327505043,0.002967359050445104,0.008902077151335312,0.0,0.002967359050445104,0.39465875370919884,0.005934718100890208,0.5459940652818991,0.03857566765578635,21.75
2018,37683380106732,San Diego,San Diego Unified,High Tech High International,Y,32.732613,-117.21739,99.0,25.0,23.0,23.0,21.0,20.0,16.0,64.0,45.52238805970149,0.010101010101010102,0.050505050505050504,0.010101010101010102,0.06060606060606061,0.45454545454545453,0.04040404040404041,0.3434343434343434,0.030303030303030304,21.75
2018,37683380107029,San Diego,San Diego Unified,San Diego International Studies,N,32.719461,-117.15366,202.0,84.0,25.0,25.0,23.0,24.0,59.0,70.24,53.091872791519435,0.0,0.0297029702970297,0.0,0.019801980198019802,0.5,0.06930693069306931,0.3316831683168317,0.04950495049504951,24.25
2018,37683380107052,San Diego,San Diego Unified,San Diego Business/Leadership,N,32.719461,-117.15366,142.0,24.0,15.0,17.0,17.0,16.0,3.0,12.5,75.35714285714286,0.007042253521126761,0.007042253521126761,0.0,0.007042253521126761,0.8380281690140845,0.07042253521126761,0.04225352112676056,0.02112676056338028,16.25
2018,37683380107086,San Diego,San Diego Unified,Kearny SCT,N,32.798708,-117.16044,102.0,20.0,20.0,20.0,20.0,22.0,12.0,60.0,74.67018469656992,0.0,0.19607843137254902,0.0,0.13725490196078433,0.35294117647058826,0.13725490196078433,0.10784313725490197,0.049019607843137254,20.5
2018,37683380107094,San Diego,San Diego Unified,Kearny College Connections,N,32.798708,-117.16044,91.0,17.0,20.0,20.0,19.0,21.0,5.0,29.41,75.81863979848866,0.0,0.12087912087912088,0.0,0.054945054945054944,0.5274725274725275,0.07692307692307693,0.15384615384615385,0.06593406593406594,20.0
2018,37683380107177,San Diego,San Diego Unified,Crawford High,N,32.752163,-117.07694,280.0,74.0,18.0,19.0,18.0,18.0,20.0,27.03,86.3063063063063,0.0,0.275,0.0,0.014285714285714285,0.3821428571428571,0.29285714285714287,0.014285714285714285,0.02142857142857143,18.25
2018,37683380107219,San Diego,San Diego Unified,San Diego Science and Technology,N,32.719461,-117.15366,136.0,29.0,18.0,20.0,19.0,19.0,11.0,37.93,71.37203166226914,0.0,0.03676470588235294,0.0,0.007352941176470588,0.7573529411764706,0.08823529411764706,0.058823529411764705,0.04411764705882353,19.0
2018,37683380107482,San Diego,San Diego Unified,San Diego Metro Career and Tech,N,32.803695,-117.16498,28.0,19.0,21.0,20.0,19.0,20.0,8.0,42.11,47.5,0.0,0.03571428571428571,0.0,0.03571428571428571,0.5,0.07142857142857142,0.25,0.07142857142857142,20.0
2018,37683380108787,San Diego,San Diego Unified,High Tech High Media Arts,Y,32.734734,-117.21970,89.0,44.0,20.0,21.0,19.0,20.0,17.0,38.64,44.94949494949495,0.011235955056179775,0.056179775280898875,0.011235955056179775,0.0898876404494382,0.47191011235955055,0.033707865168539325,0.25842696629213485,0.06741573033707865,20.0
2018,37683380114025,San Diego,San Diego Unified,Lincoln High,N,32.704034,-117.09196,346.0,52.0,17.0,18.0,18.0,17.0,14.0,26.92,82.15712383488682,0.0,0.04046242774566474,0.011560693641618497,0.031791907514450865,0.661849710982659,0.17341040462427745,0.02601156069364162,0.028901734104046242,17.5
2018,37683380118851,San Diego,San Diego Unified,King-Chavez Community High,Y,32.718821,-117.16264,136.0,28.0,16.0,17.0,16.0,18.0,5.0,17.86,95.85798816568047,0.0,0.0,0.0,0.007352941176470588,0.9852941176470589,0.007352941176470588,0.0,0.0,16.75
2018,37683380119610,San Diego,San Diego Unified,Gompers Preparatory Academy,Y,32.716111,-117.09357,139.0,126.0,14.0,15.0,16.0,15.0,5.0,3.97,84.44444444444444,0.0,0.07913669064748201,0.007194244604316547,0.007194244604316547,0.7410071942446043,0.1366906474820144,0.007194244604316547,0.02158273381294964,15.0
2018,37683380127647,San Diego,San Diego Unified,e3 Civic High,Y,32.709215,-117.15465,102.0,15.0,20.0,21.0,21.0,20.0,8.0,53.33,78.55477855477857,0.0,0.00980392156862745,0.00980392156862745,0.0196078431372549,0.7058823529411765,0.08823529411764706,0.12745098039215685,0.0196078431372549,20.5
2018,37683383730173,San Diego,San Diego Unified,Serra High,N,32.825282,-117.10407,399.0,69.0,25.0,24.0,25.0,24.0,49.0,71.01,52.311589613679544,0.002506265664160401,0.10776942355889724,0.002506265664160401,0.017543859649122806,0.43859649122807015,0.07769423558897243,0.2756892230576441,0.07518796992481203,24.5
2018,37683383730181,San Diego,San Diego Unified,Mira Mesa High,N,32.909360,-117.13996,537.0,81.0,24.0,24.0,25.0,24.0,61.0,75.31,43.71231696813092,0.00186219739292365,0.24022346368715083,0.00558659217877095,0.2905027932960894,0.22346368715083798,0.04655493482309125,0.1191806331471136,0.06890130353817504,24.25
2018,37683383730314,San Diego,San Diego Unified,University City High,N,32.861197,-117.20954,456.0,155.0,25.0,25.0,24.0,24.0,117.0,75.48,37.25910064239829,0.0043859649122807015,0.1118421052631579,0.0021929824561403508,0.05701754385964912,0.2916666666666667,0.039473684210526314,0.3991228070175439,0.09429824561403509,24.5
2018,37683383730371,San Diego,San Diego Unified,San Diego SCPA,N,32.679265,-117.04953,183.0,15.0,23.0,24.0,21.0,22.0,9.0,60.0,57.3103448275862,0.0,0.0273224043715847,0.01092896174863388,0.20765027322404372,0.3224043715846995,0.1366120218579235,0.19672131147540983,0.09836065573770492,22.5
2018,37683383730884,San Diego,San Diego Unified,Scripps Ranch High,N,32.908719,-117.11199,509.0,227.0,26.0,26.0,26.0,25.0,200.0,88.11,15.980304386750225,0.0,0.21218074656188604,0.0,0.060903732809430254,0.14538310412573674,0.03143418467583497,0.45972495088408644,0.09037328094302555,25.75
2018,37683383731189,San Diego,San Diego Unified,Preuss School UCSD,Y,32.875469,-117.23912,98.0,94.0,20.0,20.0,21.0,19.0,37.0,39.36,94.6987951807229,0.0,0.12244897959183673,0.01020408163265306,0.030612244897959183,0.7142857142857143,0.11224489795918367,0.01020408163265306,0.0,20.0
2018,37683383731213,San Diego,San Diego Unified,Clairemont High,N,32.807111,-117.20332,215.0,41.0,24.0,25.0,23.0,23.0,34.0,82.93,52.81995661605207,0.004651162790697674,0.08837209302325581,0.0,0.004651162790697674,0.4790697674418605,0.023255813953488372,0.34418604651162793,0.04186046511627907,23.75
2018,37683383731247,San Diego,San Diego Unified,High Tech High,Y,32.734040,-117.21514,138.0,44.0,22.0,23.0,21.0,21.0,26.0,59.09,38.35125448028674,0.007246376811594203,0.036231884057971016,0.007246376811594203,0.036231884057971016,0.42028985507246375,0.06521739130434782,0.3333333333333333,0.09420289855072464,21.75
2018,37683383732781,San Diego,San Diego Unified,Henry High,N,32.796333,-117.05148,536.0,196.0,25.0,25.0,25.0,24.0,153.0,78.06,37.63037129745515,0.0018656716417910447,0.14925373134328357,0.0018656716417910447,0.022388059701492536,0.291044776119403,0.04477611940298507,0.41044776119402987,0.07462686567164178,24.75
2018,37683383732997,San Diego,San Diego Unified,Hoover High,N,32.755352,-117.09761,478.0,208.0,17.0,18.0,19.0,18.0,65.0,31.25,88.47736625514403,0.0020920502092050207,0.1589958158995816,0.0020920502092050207,0.0020920502092050207,0.7280334728033473,0.07112970711297072,0.012552301255230125,0.014644351464435146,18.0
2018,37683383733508,San Diego,San Diego Unified,La Jolla High,N,32.832726,-117.27269,371.0,179.0,28.0,27.0,27.0,26.0,153.0,85.47,27.50830564784053,0.0,0.05660377358490566,0.0026954177897574125,0.005390835579514825,0.3045822102425876,0.008086253369272238,0.5309973045822103,0.09164420485175202,27.0
2018,37683383733698,San Diego,San Diego Unified,Madison High,N,32.831046,-117.17568,243.0,69.0,21.0,22.0,20.0,20.0,33.0,47.83,68.03519061583577,0.00411522633744856,0.10699588477366255,0.0205761316872428,0.037037037037037035,0.49382716049382713,0.09053497942386832,0.16872427983539096,0.07818930041152264,20.75
2018,37683383734431,San Diego,San Diego Unified,Mission Bay High,N,32.801298,-117.22441,224.0,50.0,22.0,24.0,21.0,22.0,31.0,62.0,57.52539242843952,0.0,0.013392857142857142,0.0,0.004464285714285714,0.5982142857142857,0.0625,0.30357142857142855,0.017857142857142856,22.25
2018,37683383734654,San Diego,San Diego Unified,Morse High,N,32.702602,-117.04876,380.0,64.0,20.0,22.0,21.0,21.0,32.0,50.0,78.63059083379348,0.005263157894736842,0.031578947368421054,0.010526315789473684,0.41578947368421054,0.32894736842105265,0.13421052631578947,0.010526315789473684,0.05789473684210526,21.0
2018,37683383735750,San Diego,San Diego Unified,Point Loma High,N,32.740362,-117.22662,431.0,187.0,24.0,24.0,23.0,23.0,130.0,69.52,36.32124352331606,0.004640371229698376,0.016241299303944315,0.004640371229698376,0.0069605568445475635,0.4037122969837587,0.030162412993039442,0.4756380510440835,0.058004640371229696,23.5
2018,37683386061964,San Diego,San Diego Unified,The O'Farrell Charter,Y,32.701375,-117.06485,109.0,100.0,16.0,18.0,19.0,18.0,28.0,28.0,69.1358024691358,0.0,0.03669724770642202,0.009174311926605505,0.21100917431192662,0.5779816513761468,0.11926605504587157,0.03669724770642202,0.009174311926605505,17.75
2018,37683460106328,San Diego,San Dieguito Union High,Canyon Crest Academy,N,32.960240,-117.18835,601.0,395.0,30.0,29.0,29.0,28.0,375.0,94.94,5.434782608695652,0.009983361064891847,0.27287853577371046,0.0033277870216306157,0.008319467554076539,0.064891846921797,0.004991680532445923,0.6239600665557404,0.011647254575707155,29.0
2018,37683463730033,San Diego,San Dieguito Union High,Torrey Pines High,N,32.956384,-117.22497,597.0,365.0,28.0,28.0,27.0,27.0,339.0,92.88,10.794044665012407,0.0,0.20938023450586266,0.0016750418760469012,0.01340033500837521,0.12395309882747069,0.01675041876046901,0.6197654941373534,0.01507537688442211,27.5
2018,37683463731007,San Diego,San Dieguito Union High,La Costa Canyon High,N,33.075076,-117.23236,431.0,240.0,26.0,25.0,25.0,25.0,198.0,82.5,11.162790697674419,0.002320185614849188,0.04408352668213457,0.004640371229698376,0.0069605568445475635,0.18329466357308585,0.01160092807424594,0.728538283062645,0.018561484918793503,25.25
2018,37683463737418,San Diego,San Dieguito Union High,San Dieguito High Academy,N,33.036329,-117.27501,477.0,244.0,27.0,26.0,25.0,25.0,210.0,86.07,14.826498422712934,0.0041928721174004195,0.07127882599580712,0.0,0.006289308176100629,0.18238993710691823,0.0,0.7316561844863732,0.0041928721174004195,25.75
2018,37684110111831,San Diego,Sweetwater Union High,Olympian High,N,32.607105,-116.97209,699.0,165.0,21.0,22.0,21.0,21.0,90.0,54.55,27.214428857715433,0.0,0.02145922746781116,0.004291845493562232,0.18454935622317598,0.5321888412017167,0.0815450643776824,0.0844062947067239,0.09155937052932761,21.25
2018,37684113730124,San Diego,Sweetwater Union High,Southwest Senior High,N,32.568057,-117.08409,532.0,77.0,19.0,20.0,18.0,19.0,23.0,29.87,77.50263435194941,0.0,0.0037593984962406013,0.0,0.022556390977443608,0.9454887218045113,0.0037593984962406013,0.016917293233082706,0.007518796992481203,19.0
2018,37684113730405,San Diego,Sweetwater Union High,Bonita Vista Senior High,N,32.646030,-117.00114,624.0,87.0,23.0,23.0,23.0,23.0,58.0,66.67,42.73927392739274,0.0016025641025641025,0.017628205128205128,0.003205128205128205,0.08333333333333333,0.6971153846153846,0.020833333333333332,0.10737179487179487,0.06891025641025642,23.0
2018,37684113730801,San Diego,Sweetwater Union High,Castle Park Senior High,N,32.606982,-117.05284,352.0,34.0,19.0,20.0,19.0,20.0,14.0,41.18,77.85757031717534,0.0,0.002840909090909091,0.002840909090909091,0.028409090909090908,0.9034090909090909,0.019886363636363636,0.019886363636363636,0.022727272727272728,19.5
2018,37684113730843,San Diego,Sweetwater Union High,Eastlake High,N,32.646442,-116.96522,854.0,214.0,23.0,24.0,23.0,22.0,158.0,73.83,22.74664044575549,0.00585480093676815,0.03044496487119438,0.00117096018735363,0.15339578454332553,0.5526932084309133,0.040983606557377046,0.12646370023419204,0.08899297423887588,23.0
2018,37684113731064,San Diego,Sweetwater Union High,Chula Vista Senior High,N,32.622027,-117.07697,666.0,110.0,19.0,20.0,19.0,20.0,38.0,34.55,73.26446280991735,0.0015015015015015015,0.006006006006006006,0.0015015015015015015,0.024024024024024024,0.9114114114114115,0.009009009009009009,0.025525525525525526,0.021021021021021023,19.5
2018,37684113731502,San Diego,Sweetwater Union High,San Ysidro High,N,32.566438,-117.01748,674.0,169.0,19.0,19.0,20.0,19.0,62.0,36.69,78.70296236989591,0.001483679525222552,0.004451038575667656,0.0,0.010385756676557863,0.9391691394658753,0.019287833827893175,0.005934718100890208,0.017804154302670624,19.25
2018,37684113731627,San Diego,Sweetwater Union High,Otay Ranch Senior High,N,32.619073,-116.99635,693.0,141.0,22.0,23.0,21.0,22.0,85.0,60.28,32.27665706051873,0.0,0.024531024531024532,0.004329004329004329,0.16017316017316016,0.6507936507936508,0.047619047619047616,0.044733044733044736,0.06782106782106782,22.0
2018,37684113732849,San Diego,Sweetwater Union High,Hilltop Senior High,N,32.636851,-117.05990,563.0,60.0,21.0,22.0,21.0,21.0,34.0,56.67,57.82344698738907,0.0017761989342806395,0.003552397868561279,0.0017761989342806395,0.015985790408525755,0.8774422735346359,0.003552397868561279,0.06571936056838366,0.03019538188277087,21.25
2018,37684113733953,San Diego,Sweetwater Union High,Mar Vista Senior High,N,32.580208,-117.12224,454.0,63.0,20.0,20.0,20.0,20.0,25.0,39.68,64.038811400849,0.004405286343612335,0.0022026431718061676,0.004405286343612335,0.046255506607929514,0.7202643171806168,0.01762114537444934,0.14977973568281938,0.05506607929515418,20.0
2018,37684113738226,San Diego,Sweetwater Union High,Sweetwater High,N,32.659933,-117.09170,767.0,135.0,19.0,20.0,20.0,20.0,47.0,34.81,81.96422051843739,0.0,0.002607561929595828,0.005215123859191656,0.15384615384615385,0.7966101694915254,0.014341590612777053,0.010430247718383311,0.01694915254237288,19.75
2018,37684113738234,San Diego,Sweetwater Union High,Montgomery Senior High,N,32.583873,-117.06422,445.0,64.0,19.0,20.0,18.0,20.0,23.0,35.94,71.41280353200882,0.0,0.006741573033707865,0.0044943820224719105,0.058426966292134834,0.8808988764044944,0.015730337078651686,0.0,0.033707865168539325,19.25
2018,37684520118430,San Diego,Vista Unified,Mission Vista High,N,33.255990,-117.26381,418.0,121.0,25.0,26.0,24.0,24.0,105.0,86.78,27.31067382230173,0.0,0.05980861244019139,0.009569377990430622,0.03349282296650718,0.3444976076555024,0.023923444976076555,0.46411483253588515,0.0645933014354067,24.75
2018,37684523730728,San Diego,Vista Unified,Rancho Buena Vista High,N,33.164594,-117.24715,528.0,87.0,22.0,23.0,23.0,22.0,59.0,67.82,59.45571955719557,0.005681818181818182,0.056818181818181816,0.005681818181818182,0.01893939393939394,0.5700757575757576,0.030303030303030304,0.2765151515151515,0.03598484848484849,22.5
2018,37684523730942,San Diego,Vista Unified,Guajome Park Academy Charter,Y,33.230120,-117.24877,135.0,17.0,23.0,24.0,23.0,23.0,14.0,82.35,61.1764705882353,0.0,0.014814814814814815,0.007407407407407408,0.02962962962962963,0.5333333333333333,0.02962962962962963,0.2962962962962963,0.08888888888888889,23.25
2018,37684523738705,San Diego,Vista Unified,Vista High,N,33.223361,-117.24190,566.0,73.0,20.0,20.0,20.0,21.0,30.0,41.1,67.95228628230616,0.0017667844522968198,0.02120141342756184,0.014134275618374558,0.02120141342756184,0.7173144876325088,0.0353356890459364,0.16607773851590105,0.022968197879858657,20.25
2018,37735510127423,San Diego,Carlsbad Unified,Sage Creek High,N,33.142565,-117.24945,318.0,132.0,27.0,27.0,26.0,26.0,114.0,86.36,20.684168655529035,0.0031446540880503146,0.1289308176100629,0.0,0.0220125786163522,0.2358490566037736,0.009433962264150943,0.5251572327044025,0.07547169811320754,26.5
2018,37735513730694,San Diego,Carlsbad Unified,Carlsbad High,N,33.162399,-117.32698,557.0,213.0,25.0,25.0,25.0,24.0,163.0,76.53,23.577235772357724,0.0,0.05206463195691203,0.0,0.00718132854578097,0.28186714542190305,0.005385996409335727,0.5960502692998204,0.05745062836624776,24.75
2018,37735693735206,San Diego,Oceanside Unified,Oceanside High,N,33.197067,-117.37414,513.0,83.0,21.0,23.0,22.0,21.0,46.0,55.42,66.87985381452718,0.0,0.009746588693957114,0.037037037037037035,0.031189083820662766,0.6140350877192983,0.08382066276803118,0.1793372319688109,0.03898635477582846,21.75
2018,37735693739018,San Diego,Oceanside Unified,El Camino High,N,33.219594,-117.31909,711.0,101.0,21.0,22.0,22.0,21.0,58.0,57.43,49.3448275862069,0.004219409282700422,0.035161744022503515,0.016877637130801686,0.04781997187060478,0.5555555555555556,0.06610407876230662,0.23769338959212377,0.02390998593530239,21.5
2018,37737910105726,San Diego,San Marcos Unified,Mission Hills High,N,33.147163,-117.14694,605.0,186.0,21.0,23.0,21.0,22.0,115.0,61.83,45.111896348645466,0.003305785123966942,0.04462809917355372,0.003305785123966942,0.02975206611570248,0.5107438016528926,0.02809917355371901,0.38016528925619836,0.0,21.75
2018,37737913737632,San Diego,San Marcos Unified,San Marcos High,N,33.131215,-117.20543,755.0,246.0,24.0,24.0,23.0,24.0,179.0,72.76,34.51168364289994,0.007947019867549669,0.08344370860927153,0.007947019867549669,0.025165562913907286,0.38675496688741723,0.02781456953642384,0.4609271523178808,0.0,23.75
2018,37756143731114,San Diego,Valley Center-Pauma Unified,Valley Center High,N,33.279829,-117.02379,267.0,57.0,21.0,23.0,21.0,21.0,30.0,52.63,46.75438596491228,0.04868913857677903,0.018726591760299626,0.003745318352059925,0.033707865168539325,0.45318352059925093,0.0149812734082397,0.3895131086142322,0.03745318352059925,21.5
2018,37764710114678,San Diego,SBC - High Tech High,High Tech High Chula Vista,Y,32.622230,-116.95962,159.0,15.0,22.0,22.0,20.0,21.0,9.0,60.0,54.09836065573771,0.0,0.018867924528301886,0.006289308176100629,0.1069182389937107,0.7358490566037735,0.0440251572327044,0.06918238993710692,0.018867924528301886,21.25
2018,38684780102103,San Francisco,San Francisco Unified,Jordan (June) School for Equity,N,37.719997,-122.42550,60.0,34.0,15.0,17.0,17.0,17.0,4.0,11.76,72.3076923076923,0.0,0.08333333333333333,0.0,0.16666666666666666,0.5833333333333334,0.1,0.05,0.0,16.5
2018,38684780119875,San Francisco,San Francisco Unified,S.F. International High,N,37.761720,-122.40062,91.0,48.0,12.0,13.0,17.0,15.0,2.0,4.17,86.15384615384616,0.0,0.2857142857142857,0.0,0.03296703296703297,0.5494505494505495,0.0,0.10989010989010989,0.0,14.25
2018,38684780127530,San Francisco,San Francisco Unified,KIPP San Francisco College Preparatory,Y,37.732378,-122.38235,93.0,90.0,19.0,18.0,19.0,19.0,28.0,31.11,85.71428571428571,0.010752688172043012,0.07526881720430108,0.0,0.010752688172043012,0.6021505376344086,0.27956989247311825,0.021505376344086023,0.0,18.75
2018,38684783830205,San Francisco,San Francisco Unified,Wallenberg (Raoul) Traditional High,N,37.780171,-122.44575,157.0,33.0,22.0,21.0,23.0,22.0,21.0,63.64,53.53218210361067,0.006369426751592357,0.5668789808917197,0.006369426751592357,0.050955414012738856,0.12101910828025478,0.10828025477707007,0.10828025477707007,0.025477707006369428,22.0
2018,38684783830254,San Francisco,San Francisco Unified,Burton (Phillip and Sala) Academic High,N,37.720698,-122.40507,264.0,52.0,19.0,20.0,20.0,20.0,19.0,36.54,67.07431796801505,0.0,0.3409090909090909,0.022727272727272728,0.14393939393939395,0.3371212121212121,0.0946969696969697,0.01893939393939394,0.011363636363636364,19.75
