Year,Rtype,Sname,Dname,Cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
2016,S,San Marcos High,San Marcos Unified,San Diego,634,211,24.0,24.0,23.0,23.0,153,72.51
2016,D,,Valley Center-Pauma Unified,San Diego,295,81,23.0,24.0,23.0,23.0,54,66.67
2016,S,Valley Center High,Valley Center-Pauma Unified,San Diego,259,81,23.0,24.0,23.0,23.0,54,66.67
2016,D,,SBC - High Tech High,San Diego,275,41,19.0,19.0,19.0,20.0,16,39.02
2016,S,High Tech High Chula Vista,SBC - High Tech High,San Diego,150,41,19.0,19.0,19.0,20.0,16,39.02
2016,C,,,San Francisco,4913,1720,21.0,22.0,23.0,22.0,975,56.69
2016,D,,San Francisco Unified,San Francisco,4785,1718,21.0,22.0,23.0,22.0,973,56.64
2016,S,Jordan (June) School for Equity,San Francisco Unified,San Francisco,62,55,14.0,16.0,15.0,16.0,4,7.27
2016,S,City Arts and Tech High,San Francisco Unified,San Francisco,83,31,18.0,18.0,19.0,18.0,10,32.26
2016,S,S.F. International High,San Francisco Unified,San Francisco,73,55,12.0,13.0,16.0,13.0,3,5.45
2016,S,Academy (The)- SF @McAteer,San Francisco Unified,San Francisco,68,31,21.0,21.0,21.0,21.0,20,64.52
2016,S,Wallenberg (Raoul) Traditional High,San Francisco Unified,San Francisco,165,64,21.0,23.0,23.0,23.0,43,67.19
2016,S,Burton (Phillip and Sala) Academic High,San Francisco Unified,San Francisco,260,76,20.0,21.0,21.0,21.0,38,50.0
2016,S,Balboa High,San Francisco Unified,San Francisco,311,116,20.0,20.0,22.0,21.0,56,48.28
2016,S,International Studies Academy,San Francisco Unified,San Francisco,32,17,17.0,16.0,18.0,18.0,3,17.65
2016,S,"Asawa (Ruth) SF Sch of the Arts, A Public School",San Francisco Unified,San Francisco,154,47,26.0,26.0,24.0,24.0,41,87.23
2016,S,Marshall (Thurgood) High,San Francisco Unified,San Francisco,139,37,15.0,16.0,19.0,18.0,6,16.22
2016,S,Leadership High,San Francisco Unified,San Francisco,59,31,14.0,15.0,15.0,14.0,1,3.23
2016,S,Gateway High,San Francisco Unified,San Francisco,118,60,19.0,20.0,19.0,19.0,24,40.0
2016,S,Galileo High,San Francisco Unified,San Francisco,450,181,20.0,20.0,23.0,21.0,97,53.59
2016,S,Lincoln (Abraham) High,San Francisco Unified,San Francisco,504,178,20.0,21.0,24.0,22.0,113,63.48
2016,S,Lowell High,San Francisco Unified,San Francisco,669,387,28.0,28.0,28.0,27.0,357,92.25
2016,S,Mission High,San Francisco Unified,San Francisco,272,81,17.0,18.0,19.0,18.0,23,28.4
2016,S,O'Connell (John) High,San Francisco Unified,San Francisco,91,43,16.0,17.0,17.0,17.0,8,18.6
2016,S,Washington (George) High,San Francisco Unified,San Francisco,513,222,20.0,21.0,23.0,21.0,123,55.41
2016,C,,,San Joaquin,11408,1953,20.0,21.0,21.0,21.0,969,49.62
2016,D,,San Joaquin County Office of Education,San Joaquin,919,27,18.0,19.0,18.0,18.0,6,22.22
2016,S,Venture Academy,San Joaquin County Office of Education,San Joaquin,265,27,18.0,19.0,18.0,18.0,6,22.22
2016,D,,Escalon Unified,San Joaquin,230,24,24.0,26.0,24.0,24.0,19,79.17
2016,S,Escalon High,Escalon Unified,San Joaquin,216,24,24.0,26.0,24.0,24.0,19,79.17
2016,D,,Lincoln Unified,San Joaquin,733,101,24.0,25.0,25.0,23.0,78,77.23
2016,S,Lincoln High,Lincoln Unified,San Joaquin,655,101,24.0,25.0,25.0,23.0,78,77.23
2016,D,,Linden Unified,San Joaquin,211,48,19.0,20.0,20.0,19.0,18,37.5
2016,S,Linden High,Linden Unified,San Joaquin,170,48,19.0,20.0,20.0,19.0,18,37.5
2016,D,,Lodi Unified,San Joaquin,2259,602,20.0,22.0,22.0,21.0,312,51.83
2016,S,Aspire Benjamin Holt College Preparatory Academy,Lodi Unified,San Joaquin,70,79,19.0,21.0,21.0,20.0,37,46.84
2016,S,Ronald E. McNair High,Lodi Unified,San Joaquin,387,106,18.0,20.0,20.0,19.0,39,36.79
2016,S,Bear Creek High,Lodi Unified,San Joaquin,441,147,20.0,21.0,21.0,20.0,67,45.58
2016,S,Middle College High,Lodi Unified,San Joaquin,51,33,26.0,25.0,25.0,24.0,26,78.79
2016,S,Tokay High,Lodi Unified,San Joaquin,477,129,21.0,22.0,21.0,21.0,69,53.49
2016,S,Lodi High,Lodi Unified,San Joaquin,472,104,22.0,24.0,24.0,23.0,73,70.19
2016,D,,Manteca Unified,San Joaquin,1867,219,20.0,22.0,22.0,21.0,111,50.68
2016,S,Weston Ranch High,Manteca Unified,San Joaquin,276,27,18.0,20.0,22.0,19.0,10,37.04
2016,S,Lathrop High,Manteca Unified,San Joaquin,272,27,21.0,24.0,21.0,22.0,14,51.85
2016,S,Sierra High,Manteca Unified,San Joaquin,297,50,22.0,23.0,21.0,22.0,34,68.0
2016,S,East Union High,Manteca Unified,San Joaquin,366,73,20.0,22.0,22.0,21.0,32,43.84
2016,S,Manteca High,Manteca Unified,San Joaquin,349,42,20.0,22.0,22.0,21.0,21,50.0
2016,D,,New Jerusalem Elementary,San Joaquin,474,24,19.0,21.0,19.0,19.0,10,41.67
2016,D,,Ripon Unified,San Joaquin,323,77,23.0,24.0,22.0,22.0,55,71.43
2016,S,Ripon High,Ripon Unified,San Joaquin,199,73,23.0,23.0,22.0,22.0,52,71.23
2016,D,,Stockton Unified,San Joaquin,2476,492,17.0,19.0,19.0,19.0,152,30.89
2016,S,Cesar Chavez High,Stockton Unified,San Joaquin,590,44,20.0,20.0,20.0,20.0,20,45.45
2016,S,Aspire Langston Hughes Academy,Stockton Unified,San Joaquin,65,125,13.0,14.0,16.0,15.0,6,4.8
2016,S,Stockton Unified Early College Academy,Stockton Unified,San Joaquin,58,44,22.0,24.0,24.0,23.0,33,75.0
2016,S,Stockton Collegiate International Secondary,Stockton Unified,San Joaquin,43,22,23.0,24.0,21.0,23.0,13,59.09
2016,S,Health Careers Academy,Stockton Unified,San Joaquin,93,72,18.0,19.0,18.0,18.0,19,26.39
2016,S,Pacific Law Academy,Stockton Unified,San Joaquin,50,19,20.0,22.0,21.0,20.0,9,47.37
2016,S,Weber Institute,Stockton Unified,San Joaquin,93,16,17.0,19.0,18.0,18.0,3,18.75
2016,S,Edison High,Stockton Unified,San Joaquin,455,50,18.0,20.0,20.0,20.0,20,40.0
2016,S,Franklin High,Stockton Unified,San Joaquin,407,60,18.0,20.0,20.0,19.0,21,35.0
2016,S,Stagg Senior High,Stockton Unified,San Joaquin,305,33,19.0,19.0,19.0,20.0,8,24.24
2016,D,,Tracy Joint Unified,San Joaquin,1867,335,22.0,23.0,23.0,22.0,204,60.9
2016,S,Millennium Charter,Tracy Joint Unified,San Joaquin,102,18,23.0,24.0,23.0,22.0,13,72.22
2016,S,John C. Kimball High,Tracy Joint Unified,San Joaquin,521,80,24.0,24.0,24.0,24.0,60,75.0
2016,S,Merrill F. West High,Tracy Joint Unified,San Joaquin,544,97,19.0,20.0,21.0,20.0,41,42.27
2016,S,Tracy High,Tracy Joint Unified,San Joaquin,518,140,23.0,24.0,23.0,23.0,90,64.29
2016,C,,,San Luis Obispo,2855,665,23.0,24.0,23.0,23.0,472,70.98
2016,D,,Atascadero Unified,San Luis Obispo,369,54,24.0,24.0,24.0,22.0,41,75.93
2016,S,Atascadero High,Atascadero Unified,San Luis Obispo,304,54,24.0,24.0,24.0,22.0,41,75.93
2016,D,,Lucia Mar Unified,San Luis Obispo,900,250,23.0,24.0,23.0,22.0,161,64.4
2016,S,Central Coast New Tech High,Lucia Mar Unified,San Luis Obispo,78,18,22.0,22.0,20.0,21.0,10,55.56
2016,S,Nipomo High,Lucia Mar Unified,San Luis Obispo,230,36,19.0,20.0,21.0,20.0,17,47.22
2016,S,Arroyo Grande High,Lucia Mar Unified,San Luis Obispo,524,196,24.0,25.0,24.0,23.0,134,68.37
2016,D,,San Luis Coastal Unified,San Luis Obispo,563,208,25.0,26.0,24.0,24.0,169,81.25
2016,S,Morro Bay High,San Luis Coastal Unified,San Luis Obispo,203,51,24.0,25.0,24.0,24.0,42,82.35
2016,S,San Luis Obispo High,San Luis Coastal Unified,San Luis Obispo,316,157,25.0,26.0,25.0,24.0,127,80.89
2016,D,,Templeton Unified,San Luis Obispo,190,53,24.0,25.0,23.0,23.0,40,75.47
2016,S,Templeton High,Templeton Unified,San Luis Obispo,165,53,24.0,25.0,23.0,23.0,40,75.47
2016,D,,Paso Robles Joint Unified,San Luis Obispo,556,89,21.0,23.0,22.0,22.0,53,59.55
2016,S,Paso Robles High,Paso Robles Joint Unified,San Luis Obispo,434,88,21.0,23.0,22.0,22.0,52,59.09
2016,C,,,San Mateo,6796,1952,25.0,25.0,25.0,24.0,1453,74.44
2016,D,,Cabrillo Unified,San Mateo,294,73,23.0,25.0,25.0,24.0,57,78.08
2016,S,Half Moon Bay High,Cabrillo Unified,San Mateo,261,73,23.0,25.0,25.0,24.0,57,78.08
2016,D,,Jefferson Union High,San Mateo,1176,147,23.0,24.0,24.0,23.0,112,76.19
2016,S,Jefferson High,Jefferson Union High,San Mateo,297,29,21.0,21.0,21.0,21.0,19,65.52
2016,S,Oceana High,Jefferson Union High,San Mateo,146,19,22.0,22.0,22.0,21.0,13,68.42
2016,S,Terra Nova High,Jefferson Union High,San Mateo,228,45,24.0,24.0,25.0,24.0,37,82.22
2016,S,Westmoor High,Jefferson Union High,San Mateo,408,54,24.0,25.0,25.0,24.0,43,79.63
2016,D,,San Mateo Union High,San Mateo,2032,717,26.0,26.0,26.0,26.0,602,83.96
2016,S,Aragon High,San Mateo Union High,San Mateo,347,125,27.0,28.0,28.0,27.0,107,85.6
2016,S,Burlingame High,San Mateo Union High,San Mateo,326,162,27.0,27.0,27.0,26.0,147,90.74
2016,S,Capuchino High,San Mateo Union High,San Mateo,268,87,22.0,23.0,22.0,23.0,52,59.77
2016,S,Hillsdale High,San Mateo Union High,San Mateo,331,104,24.0,26.0,25.0,25.0,85,81.73
2016,S,Mills High,San Mateo Union High,San Mateo,278,147,26.0,26.0,27.0,26.0,134,91.16
2016,S,San Mateo High,San Mateo Union High,San Mateo,367,92,28.0,28.0,28.0,27.0,77,83.7
2016,D,,Sequoia Union High,San Mateo,2410,911,24.0,25.0,24.0,23.0,607,66.63
2016,S,Summit Preparatory Charter High,Sequoia Union High,San Mateo,73,66,21.0,21.0,21.0,21.0,32,48.48
2016,S,Everest Public High,Sequoia Union High,San Mateo,71,62,19.0,19.0,19.0,19.0,18,29.03
2016,S,East Palo Alto Academy,Sequoia Union High,San Mateo,69,48,15.0,16.0,16.0,16.0,3,6.25
2016,S,Carlmont High,Sequoia Union High,San Mateo,506,257,27.0,27.0,27.0,26.0,220,85.6
2016,S,Menlo-Atherton High,Sequoia Union High,San Mateo,498,146,27.0,28.0,27.0,26.0,125,85.62
2016,S,Sequoia High,Sequoia Union High,San Mateo,540,184,22.0,23.0,24.0,23.0,113,61.41
2016,S,Woodside High,Sequoia Union High,San Mateo,419,146,23.0,24.0,23.0,23.0,96,65.75
2016,D,,South San Francisco Unified,San Mateo,683,100,23.0,24.0,24.0,23.0,71,71.0
2016,S,El Camino High,South San Francisco Unified,San Mateo,319,55,24.0,24.0,24.0,24.0,41,74.55
2016,S,South San Francisco High,South San Francisco Unified,San Mateo,300,45,22.0,22.0,23.0,22.0,30,66.67
2016,C,,,Santa Barbara,5316,1083,22.0,23.0,23.0,22.0,682,62.97
2016,D,,Carpinteria Unified,Santa Barbara,181,63,20.0,21.0,22.0,20.0,30,47.62
2016,S,Carpinteria Senior High,Carpinteria Unified,Santa Barbara,164,63,20.0,21.0,22.0,20.0,30,47.62
2016,D,,Lompoc Unified,Santa Barbara,745,109,22.0,22.0,22.0,22.0,68,62.39
2016,S,Cabrillo High,Lompoc Unified,Santa Barbara,362,71,22.0,24.0,23.0,23.0,50,70.42
2016,S,Lompoc High,Lompoc Unified,Santa Barbara,351,38,20.0,19.0,20.0,20.0,18,47.37
2016,D,,Santa Maria Joint Union High,Santa Barbara,2014,284,19.0,20.0,21.0,20.0,123,43.31
2016,S,Pioneer Valley High,Santa Maria Joint Union High,Santa Barbara,625,67,19.0,19.0,21.0,19.0,28,41.79
2016,S,Ernest Righetti High,Santa Maria Joint Union High,Santa Barbara,510,76,22.0,23.0,23.0,23.0,49,64.47
2016,S,Santa Maria High,Santa Maria Joint Union High,Santa Barbara,599,141,17.0,18.0,20.0,18.0,46,32.62
2016,D,,Santa Ynez Valley Union High,Santa Barbara,262,46,23.0,24.0,24.0,23.0,32,69.57
2016,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,242,46,23.0,24.0,24.0,23.0,32,69.57
2016,D,,Santa Barbara Unified,Santa Barbara,1785,579,24.0,25.0,24.0,24.0,427,73.75
2016,S,Dos Pueblos Senior High,Santa Barbara Unified,Santa Barbara,529,206,23.0,24.0,25.0,24.0,142,68.93
2016,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,480,136,25.0,26.0,24.0,24.0,103,75.74
2016,S,Santa Barbara Senior High,Santa Barbara Unified,Santa Barbara,595,231,25.0,25.0,24.0,23.0,177,76.62
2016,C,,,Santa Clara,20395,5663,26.0,26.0,26.0,25.0,4378,77.31
2016,D,,Santa Clara County Office of Education,Santa Clara,441,132,22.0,22.0,22.0,21.0,66,50.0
2016,S,Leadership Public Schools - San Jose,Santa Clara County Office of Education,Santa Clara,46,17,14.0,15.0,16.0,15.0,0,0.0
2016,S,University Preparatory Academy Charter,Santa Clara County Office of Education,Santa Clara,88,45,28.0,26.0,26.0,25.0,37,82.22
2016,S,Summit Public School: Tahoma,Santa Clara County Office of Education,Santa Clara,74,66,20.0,21.0,19.0,20.0,26,39.39
2016,D,,Campbell Union High,Santa Clara,1810,471,25.0,26.0,25.0,25.0,380,80.68
2016,S,Leigh High,Campbell Union High,Santa Clara,365,170,26.0,26.0,26.0,25.0,144,84.71
2016,S,Branham High,Campbell Union High,Santa Clara,312,82,26.0,26.0,25.0,25.0,70,85.37
2016,S,Del Mar High,Campbell Union High,Santa Clara,237,55,21.0,21.0,21.0,21.0,30,54.55
2016,S,Prospect High,Campbell Union High,Santa Clara,328,67,27.0,27.0,27.0,26.0,57,85.07
2016,S,Westmont High,Campbell Union High,Santa Clara,365,97,26.0,27.0,26.0,25.0,79,81.44
2016,D,,East Side Union High,Santa Clara,6485,1059,22.0,23.0,23.0,22.0,633,59.77
2016,S,KIPP San Jose Collegiate,East Side Union High,Santa Clara,101,111,20.0,20.0,21.0,20.0,50,45.05
2016,S,ACE Charter High,East Side Union High,Santa Clara,67,53,15.0,16.0,18.0,16.0,4,7.55
2016,S,Yerba Buena High,East Side Union High,Santa Clara,420,21,17.0,19.0,20.0,19.0,9,42.86
2016,S,Santa Teresa High,East Side Union High,Santa Clara,525,97,24.0,25.0,25.0,24.0,71,73.2
2016,S,Independence High,East Side Union High,Santa Clara,745,151,21.0,21.0,22.0,21.0,83,54.97
2016,S,Evergreen Valley High,East Side Union High,Santa Clara,667,141,28.0,27.0,29.0,27.0,123,87.23
2016,S,Andrew P. Hill High,East Side Union High,Santa Clara,466,60,23.0,24.0,25.0,23.0,43,71.67
2016,S,James Lick High,East Side Union High,Santa Clara,245,35,16.0,17.0,17.0,17.0,9,25.71
2016,S,Mt. Pleasant High,East Side Union High,Santa Clara,343,36,20.0,21.0,23.0,21.0,21,58.33
2016,S,Oak Grove High,East Side Union High,Santa Clara,435,55,22.0,23.0,24.0,22.0,37,67.27
2016,S,William C. Overfelt High,East Side Union High,Santa Clara,322,90,16.0,18.0,18.0,18.0,15,16.67
2016,S,Piedmont Hills High,East Side Union High,Santa Clara,536,120,26.0,26.0,27.0,25.0,98,81.67
2016,S,Silver Creek High,East Side Union High,Santa Clara,557,80,25.0,26.0,27.0,25.0,69,86.25
2016,D,,Fremont Union High,Santa Clara,2620,1081,29.0,28.0,30.0,28.0,993,91.86
2016,S,Cupertino High,Fremont Union High,Santa Clara,522,215,28.0,28.0,30.0,28.0,199,92.56
2016,S,Fremont High,Fremont Union High,Santa Clara,462,133,25.0,25.0,26.0,25.0,97,72.93
2016,S,Homestead High,Fremont Union High,Santa Clara,595,243,28.0,28.0,29.0,28.0,217,89.3
2016,S,Lynbrook High,Fremont Union High,Santa Clara,457,213,30.0,29.0,31.0,29.0,208,97.65
2016,S,Monta Vista High,Fremont Union High,Santa Clara,575,277,31.0,30.0,31.0,30.0,272,98.19
2016,D,,Gilroy Unified,Santa Clara,964,201,21.0,23.0,22.0,21.0,112,55.72
2016,S,Dr. TJ Owens Gilroy Early College Academy,Gilroy Unified,Santa Clara,43,22,24.0,26.0,24.0,23.0,15,68.18
2016,S,Christopher High,Gilroy Unified,Santa Clara,459,128,22.0,23.0,22.0,21.0,76,59.38
2016,S,Gilroy High,Gilroy Unified,Santa Clara,300,51,20.0,21.0,21.0,21.0,21,41.18
2016,D,,Los Gatos-Saratoga Joint Union High,Santa Clara,800,431,28.0,28.0,29.0,27.0,401,93.04
2016,S,Los Gatos High,Los Gatos-Saratoga Joint Union High,Santa Clara,461,260,27.0,27.0,27.0,27.0,231,88.85
2016,S,Saratoga High,Los Gatos-Saratoga Joint Union High,Santa Clara,336,171,30.0,29.0,30.0,29.0,170,99.42
2016,D,,Morgan Hill Unified,Santa Clara,700,141,23.0,24.0,24.0,23.0,105,74.47
2016,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,342,86,24.0,25.0,24.0,23.0,69,80.23
2016,S,Live Oak High,Morgan Hill Unified,Santa Clara,237,55,22.0,24.0,23.0,22.0,36,65.45
2016,D,,Mountain View-Los Altos Union High,Santa Clara,967,453,27.0,27.0,27.0,27.0,393,86.75
2016,S,Los Altos High,Mountain View-Los Altos Union High,Santa Clara,470,234,27.0,27.0,27.0,26.0,197,84.19
2016,S,Mountain View High,Mountain View-Los Altos Union High,Santa Clara,454,219,27.0,28.0,28.0,27.0,196,89.5
2016,D,,Palo Alto Unified,Santa Clara,1020,581,29.0,30.0,29.0,29.0,539,92.77
2016,S,Henry M. Gunn High,Palo Alto Unified,Santa Clara,495,293,29.0,30.0,30.0,29.0,272,92.83
2016,S,Palo Alto High,Palo Alto Unified,Santa Clara,511,288,29.0,29.0,29.0,28.0,267,92.71
2016,D,,San Jose Unified,Santa Clara,2660,736,23.0,24.0,23.0,23.0,476,64.67
2016,S,Gunderson High,San Jose Unified,Santa Clara,224,40,20.0,21.0,20.0,21.0,17,42.5
2016,S,Downtown College Preparatory,San Jose Unified,Santa Clara,80,88,16.0,17.0,17.0,17.0,21,23.86
2016,S,Leland High,San Jose Unified,Santa Clara,421,230,27.0,27.0,28.0,26.0,201,87.39
2016,S,Abraham Lincoln High,San Jose Unified,Santa Clara,401,109,20.0,22.0,21.0,21.0,61,55.96
2016,S,Pioneer High,San Jose Unified,Santa Clara,352,123,25.0,25.0,25.0,24.0,98,79.67
2016,S,San Jose High,San Jose Unified,Santa Clara,243,56,18.0,20.0,19.0,19.0,19,33.93
2016,S,Willow Glen High,San Jose Unified,Santa Clara,378,88,23.0,24.0,23.0,23.0,58,65.91
2016,D,,Santa Clara Unified,Santa Clara,1125,246,23.0,24.0,23.0,23.0,169,68.7
2016,S,Santa Clara High,Santa Clara Unified,Santa Clara,455,105,23.0,24.0,23.0,23.0,77,73.33
2016,S,Adrian Wilcox High,Santa Clara Unified,Santa Clara,463,141,23.0,24.0,23.0,23.0,92,65.25
2016,D,,Milpitas Unified,Santa Clara,803,131,26.0,26.0,27.0,25.0,111,84.73
2016,S,Milpitas High,Milpitas Unified,Santa Clara,731,131,26.0,26.0,27.0,25.0,111,84.73
2016,C,,,Santa Cruz,3062,656,22.0,22.0,22.0,22.0,382,58.23
2016,D,,Santa Cruz County Office of Education,Santa Cruz,438,38,30.0,29.0,29.0,28.0,38,100.0
2016,S,Pacific Collegiate Charter,Santa Cruz County Office of Education,Santa Cruz,70,38,30.0,29.0,29.0,28.0,38,100.0
2016,D,,Pajaro Valley Unified,Santa Cruz,1274,326,19.0,20.0,20.0,20.0,125,38.34
2016,S,Pajaro Valley High,Pajaro Valley Unified,Santa Cruz,306,90,16.0,17.0,17.0,17.0,9,10.0
2016,S,Ceiba College Preparatory Academy,Pajaro Valley Unified,Santa Cruz,61,31,18.0,18.0,19.0,18.0,9,29.03
2016,S,Aptos High,Pajaro Valley Unified,Santa Cruz,297,92,25.0,26.0,25.0,25.0,79,85.87
2016,S,Watsonville High,Pajaro Valley Unified,Santa Cruz,405,113,17.0,18.0,19.0,19.0,28,24.78
2016,D,,San Lorenzo Valley Unified,Santa Cruz,249,33,25.0,24.0,23.0,24.0,28,84.85
2016,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,155,29,25.0,25.0,24.0,25.0,26,89.66
2016,D,,Santa Cruz City High,Santa Cruz,872,177,23.0,24.0,24.0,23.0,118,66.67
2016,S,Harbor High,Santa Cruz City High,Santa Cruz,266,66,21.0,23.0,23.0,22.0,36,54.55
2016,S,Santa Cruz High,Santa Cruz City High,Santa Cruz,224,50,27.0,26.0,27.0,26.0,43,86.0
2016,S,Soquel High,Santa Cruz City High,Santa Cruz,220,60,23.0,23.0,22.0,22.0,38,63.33
2016,D,,Scotts Valley Unified,Santa Cruz,194,78,27.0,26.0,26.0,26.0,70,89.74
2016,S,Scotts Valley High,Scotts Valley Unified,Santa Cruz,194,78,27.0,26.0,26.0,26.0,70,89.74
2016,C,,,Shasta,2139,329,24.0,25.0,24.0,23.0,236,71.73
2016,D,,Anderson Union High,Shasta,460,60,21.0,22.0,21.0,21.0,35,58.33
2016,S,West Valley High,Anderson Union High,Shasta,190,35,21.0,23.0,22.0,22.0,20,57.14
2016,S,Anderson High,Anderson Union High,Shasta,171,22,21.0,22.0,21.0,20.0,12,54.55
2016,D,,Fall River Joint Unified,Shasta,70,20,21.0,23.0,23.0,22.0,12,60.0
2016,D,,Shasta Union High,Shasta,1254,228,25.0,25.0,24.0,24.0,178,78.07
2016,S,University Preparatory,Shasta Union High,Shasta,104,43,27.0,28.0,26.0,27.0,42,97.67
2016,S,Foothill High,Shasta Union High,Shasta,293,44,23.0,24.0,23.0,23.0,27,61.36
2016,S,Enterprise High,Shasta Union High,Shasta,270,38,23.0,23.0,24.0,23.0,27,71.05
2016,S,Shasta High,Shasta Union High,Shasta,322,94,25.0,26.0,25.0,25.0,75,79.79
2016,D,,Gateway Unified,Shasta,259,20,22.0,23.0,20.0,21.0,10,50.0
2016,S,Central Valley High,Gateway Unified,Shasta,152,20,22.0,23.0,20.0,21.0,10,50.0
2016,C,,,Siskiyou,441,93,22.0,24.0,22.0,22.0,67,72.04
2016,D,,Siskiyou Union High,Siskiyou,147,31,22.0,25.0,22.0,23.0,24,77.42
2016,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,80,19,24.0,28.0,23.0,24.0,15,78.95
2016,D,,Yreka Union High,Siskiyou,163,47,21.0,23.0,22.0,21.0,33,70.21
2016,S,Yreka High,Yreka Union High,Siskiyou,153,47,21.0,23.0,22.0,21.0,33,70.21
2016,C,,,Solano,4799,664,22.0,23.0,23.0,22.0,407,61.3
2016,D,,Benicia Unified,Solano,429,120,25.0,24.0,25.0,24.0,94,78.33
2016,S,Benicia High,Benicia Unified,Solano,379,120,25.0,24.0,25.0,24.0,94,78.33
2016,D,,Dixon Unified,Solano,282,59,20.0,20.0,22.0,21.0,27,45.76
2016,S,Dixon High,Dixon Unified,Solano,230,59,20.0,20.0,22.0,21.0,27,45.76
2016,D,,Fairfield-Suisun Unified,Solano,1594,170,21.0,22.0,22.0,22.0,88,51.76
2016,S,Angelo Rodriguez High,Fairfield-Suisun Unified,Solano,463,60,21.0,22.0,22.0,22.0,29,48.33
2016,S,Armijo High,Fairfield-Suisun Unified,Solano,556,84,22.0,23.0,23.0,23.0,53,63.1
2016,S,Fairfield High,Fairfield-Suisun Unified,Solano,267,26,17.0,18.0,19.0,18.0,6,23.08
2016,D,,Travis Unified,Solano,422,69,22.0,23.0,22.0,23.0,46,66.67
2016,S,Vanden High,Travis Unified,Solano,382,69,22.0,23.0,22.0,23.0,46,66.67
2016,D,,Vacaville Unified,Solano,970,190,22.0,23.0,23.0,22.0,126,66.32
2016,S,Will C. Wood High,Vacaville Unified,Solano,365,49,21.0,22.0,23.0,22.0,28,57.14
2016,S,Elise P. Buckingham Charter Magnet High,Vacaville Unified,Solano,110,32,21.0,22.0,21.0,21.0,17,53.13
2016,S,Vacaville High,Vacaville Unified,Solano,446,109,23.0,24.0,24.0,23.0,81,74.31
2016,D,,Vallejo City Unified,Solano,1037,56,19.0,21.0,20.0,19.0,26,46.43
2016,S,Jesse M. Bethel High,Vallejo City Unified,Solano,419,40,20.0,21.0,20.0,19.0,19,47.5
2016,S,Vallejo High,Vallejo City Unified,Solano,381,15,18.0,19.0,20.0,19.0,6,40.0
2016,C,,,Sonoma,5316,1024,23.0,24.0,24.0,23.0,711,69.43
2016,D,,West Sonoma County Union High,Sonoma,514,96,25.0,26.0,25.0,25.0,81,84.38
2016,S,Analy High,West Sonoma County Union High,Sonoma,324,73,26.0,27.0,26.0,25.0,62,84.93
2016,S,El Molino High,West Sonoma County Union High,Sonoma,140,23,24.0,25.0,25.0,24.0,19,82.61
2016,D,,Petaluma Joint Union High,Sonoma,851,193,24.0,24.0,24.0,23.0,150,77.72
2016,S,Casa Grande High,Petaluma Joint Union High,Sonoma,395,96,24.0,25.0,25.0,23.0,77,80.21
2016,S,Petaluma High,Petaluma Joint Union High,Sonoma,306,97,23.0,24.0,24.0,23.0,73,75.26
2016,D,,Roseland,Sonoma,108,87,16.0,17.0,17.0,16.0,11,12.64
2016,S,Roseland Charter,Roseland,Sonoma,108,87,16.0,17.0,17.0,16.0,11,12.64
2016,D,,Santa Rosa High,Sonoma,2041,326,25.0,26.0,26.0,24.0,269,82.52
2016,S,Elsie Allen High,Santa Rosa High,Sonoma,211,23,18.0,20.0,19.0,19.0,7,30.43
2016,S,Maria Carrillo High,Santa Rosa High,Sonoma,406,126,27.0,28.0,27.0,26.0,113,89.68
2016,S,Montgomery High,Santa Rosa High,Sonoma,399,62,25.0,25.0,26.0,24.0,52,83.87
2016,S,Piner High,Santa Rosa High,Sonoma,221,28,22.0,23.0,24.0,23.0,21,75.0
2016,S,Santa Rosa High,Santa Rosa High,Sonoma,457,87,24.0,25.0,25.0,24.0,76,87.36
2016,D,,Sonoma Valley Unified,Sonoma,289,67,22.0,23.0,23.0,22.0,36,53.73
2016,S,Sonoma Valley High,Sonoma Valley Unified,Sonoma,271,67,22.0,23.0,23.0,22.0,36,53.73
2016,D,,Cotati-Rohnert Park Unified,Sonoma,485,97,23.0,23.0,24.0,23.0,63,64.95
2016,S,Technology High,Cotati-Rohnert Park Unified,Sonoma,70,41,25.0,25.0,27.0,25.0,34,82.93
2016,S,Rancho Cotate High,Cotati-Rohnert Park Unified,Sonoma,332,52,21.0,22.0,21.0,21.0,25,48.08
2016,D,,Windsor Unified,Sonoma,473,98,23.0,25.0,22.0,23.0,64,65.31
2016,S,Windsor High,Windsor Unified,Sonoma,421,98,23.0,25.0,22.0,23.0,64,65.31
2016,D,,Healdsburg Unified,Sonoma,151,37,21.0,22.0,21.0,21.0,23,62.16
2016,S,Healdsburg High,Healdsburg Unified,Sonoma,143,37,21.0,22.0,21.0,21.0,23,62.16
2016,C,,,Stanislaus,8403,1435,21.0,22.0,21.0,21.0,744,51.85
2016,D,,Ceres Unified,Stanislaus,1004,102,19.0,21.0,20.0,20.0,43,42.16
2016,S,Central Valley High,Ceres Unified,Stanislaus,428,57,18.0,21.0,19.0,19.0,20,35.09
