Year,Rtype,Sname,Dname,Cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21
2014,S,Leadership Public Schools - Hayward,Hayward Unified,Alameda,110,90,19.0,19.0,21.0,19.0,29,32.22
2014,S,Impact Academy of Arts & Technology,Hayward Unified,Alameda,109,19,20.0,20.0,20.0,19.0,8,42.11
2014,S,Hayward High,Hayward Unified,Alameda,386,88,17.0,18.0,18.0,18.0,19,21.59
2014,S,Mt. Eden High,Hayward Unified,Alameda,407,52,20.0,21.0,21.0,21.0,28,53.85
2014,S,Tennyson High,Hayward Unified,Alameda,296,45,17.0,18.0,19.0,18.0,11,24.44
2014,D,,Livermore Valley Joint Unified,Alameda,1051,182,26.0,26.0,26.0,25.0,158,86.81
2014,D,,Sacramento City Unified,Sacramento,3312,908,19.0,20.0,21.0,19.0,367,40.42
2014,S,New Technology High,Sacramento City Unified,Sacramento,49,19,15.0,16.0,17.0,15.0,1,5.26
2014,S,The MET,Sacramento City Unified,Sacramento,90,14,23.0,24.0,22.0,22.0,7,50.0
2014,S,Rosemont High,Sacramento City Unified,Sacramento,307,57,19.0,20.0,21.0,20.0,27,47.37
2014,S,Sacramento Charter High,Sacramento City Unified,Sacramento,167,173,16.0,18.0,18.0,17.0,37,21.39
2014,S,Arthur A. Benjamin Health Professions Hi,Sacramento City Unified,Sacramento,78,31,16.0,18.0,19.0,17.0,8,25.81
2014,S,School of Engineering & Sciences,Sacramento City Unified,Sacramento,37,19,19.0,22.0,21.0,20.0,8,42.11
2014,S,West Campus,Sacramento City Unified,Sacramento,229,114,23.0,23.0,25.0,23.0,90,78.95
2014,S,Luther Burbank High,Sacramento City Unified,Sacramento,409,155,14.0,16.0,18.0,17.0,16,10.32
2014,S,Hiram W. Johnson High,Sacramento City Unified,Sacramento,356,67,15.0,17.0,19.0,17.0,12,17.91
2014,S,John F. Kennedy High,Sacramento City Unified,Sacramento,447,126,20.0,21.0,23.0,21.0,69,54.76
2014,S,C. K. McClatchy High,Sacramento City Unified,Sacramento,526,122,24.0,24.0,24.0,23.0,86,70.49
2014,D,,San Juan Unified,Sacramento,4555,674,24.0,24.0,24.0,23.0,489,72.55
2014,S,Mesa Verde High,San Juan Unified,Sacramento,229,46,20.0,20.0,21.0,20.0,19,41.3
2014,S,Bella Vista High,San Juan Unified,Sacramento,487,114,25.0,26.0,25.0,24.0,97,85.09
2014,S,Visions In Education,San Juan Unified,Sacramento,915,13,23.0,22.0,21.0,23.0,7,53.85
2014,S,Casa Roble Fundamental High,San Juan Unified,Sacramento,304,58,21.0,22.0,22.0,21.0,33,56.9
2014,S,Del Campo High,San Juan Unified,Sacramento,441,96,22.0,22.0,22.0,22.0,59,61.46
2014,S,El Camino Fundamental High,San Juan Unified,Sacramento,373,86,23.0,25.0,25.0,23.0,66,76.74
2014,S,Mira Loma High,San Juan Unified,Sacramento,355,90,29.0,29.0,29.0,28.0,85,94.44
2014,S,Rio Americano High,San Juan Unified,Sacramento,393,131,27.0,27.0,26.0,25.0,114,87.02
2014,S,San Juan High,San Juan Unified,Sacramento,214,27,16.0,18.0,19.0,18.0,7,25.93
2014,D,,Center Joint Unified,Sacramento,399,25,21.0,22.0,23.0,21.0,15,60.0
2014,S,Center High,Center Joint Unified,Sacramento,325,23,21.0,22.0,24.0,22.0,15,65.22
2014,D,,Natomas Unified,Sacramento,923,169,22.0,23.0,22.0,21.0,104,61.54
2014,S,Inderkum High,Natomas Unified,Sacramento,340,57,20.0,22.0,21.0,21.0,30,52.63
2014,S,Natomas Pacific Pathways Prep Middle,Natomas Unified,Sacramento,0,42,22.0,22.0,23.0,20.0,29,69.05
2014,S,Natomas High,Natomas Unified,Sacramento,254,26,20.0,21.0,20.0,20.0,13,50.0
2014,S,Natomas Charter,Natomas Unified,Sacramento,104,43,25.0,25.0,22.0,22.0,32,74.42
2014,D,,Twin Rivers Unified,Sacramento,2742,246,17.0,19.0,19.0,18.0,69,28.05
2014,S,Foothill High,Twin Rivers Unified,Sacramento,250,16,19.0,21.0,21.0,19.0,5,31.25
2014,S,Grant Union High,Twin Rivers Unified,Sacramento,379,118,16.0,17.0,18.0,17.0,24,20.34
2014,S,Highlands High,Twin Rivers Unified,Sacramento,189,31,15.0,17.0,18.0,17.0,2,6.45
2014,S,Rio Linda High,Twin Rivers Unified,Sacramento,380,64,19.0,20.0,21.0,20.0,25,39.06
2014,C,,,San Benito,849,151,20.0,21.0,22.0,21.0,74,49.01
2014,D,,San Benito High,San Benito,741,149,20.0,21.0,22.0,21.0,74,49.66
2014,S,San Benito High,San Benito High,San Benito,665,149,20.0,21.0,22.0,21.0,74,49.66
2014,C,,,San Bernardino,34378,4722,19.0,20.0,21.0,20.0,2098,44.43
2014,D,,Barstow Unified,San Bernardino,444,30,19.0,21.0,20.0,20.0,14,46.67
2014,S,Barstow High,Barstow Unified,San Bernardino,289,30,19.0,21.0,20.0,20.0,14,46.67
2014,D,,Bear Valley Unified,San Bernardino,241,16,22.0,25.0,26.0,25.0,13,81.25
2014,S,Big Bear High,Bear Valley Unified,San Bernardino,223,16,22.0,25.0,26.0,25.0,13,81.25
2014,D,,Chaffey Joint Union High,San Bernardino,6354,1169,20.0,21.0,22.0,20.0,568,48.59
2014,S,Alta Loma High,Chaffey Joint Union High,San Bernardino,672,133,22.0,23.0,23.0,22.0,85,63.91
2014,S,Etiwanda High,Chaffey Joint Union High,San Bernardino,730,146,20.0,22.0,22.0,21.0,75,51.37
2014,S,Rancho Cucamonga High,Chaffey Joint Union High,San Bernardino,808,125,21.0,22.0,22.0,21.0,70,56.0
2014,S,Los Osos High,Chaffey Joint Union High,San Bernardino,795,198,22.0,24.0,24.0,22.0,137,69.19
2014,S,Colony High,Chaffey Joint Union High,San Bernardino,526,83,20.0,21.0,22.0,20.0,40,48.19
2014,S,Chaffey High,Chaffey Joint Union High,San Bernardino,907,148,18.0,19.0,20.0,19.0,57,38.51
2014,S,Montclair High,Chaffey Joint Union High,San Bernardino,787,230,17.0,18.0,20.0,19.0,74,32.17
2014,S,Ontario High,Chaffey Joint Union High,San Bernardino,683,106,17.0,19.0,20.0,18.0,30,28.3
2014,D,,Chino Valley Unified,San Bernardino,2634,436,22.0,23.0,23.0,22.0,285,65.37
2014,S,Don Antonio Lugo High,Chino Valley Unified,San Bernardino,504,85,20.0,22.0,21.0,21.0,46,54.12
2014,S,Ruben S. Ayala High,Chino Valley Unified,San Bernardino,616,145,24.0,24.0,25.0,24.0,110,75.86
2014,S,Chino Hills High,Chino Valley Unified,San Bernardino,707,123,24.0,23.0,25.0,23.0,95,77.24
2014,S,Chino High,Chino Valley Unified,San Bernardino,610,83,19.0,19.0,20.0,19.0,34,40.96
2014,D,,Colton Joint Unified,San Bernardino,1664,211,18.0,19.0,20.0,19.0,79,37.44
2014,S,Grand Terrace High School at the Ray Abr,Colton Joint Unified,San Bernardino,418,49,19.0,20.0,20.0,19.0,20,40.82
2014,D,,Bret Harte Union High,Calaveras,169,16,21.0,22.0,21.0,22.0,7,43.75
2014,S,Bret Harte Union High,Bret Harte Union High,Calaveras,157,16,21.0,22.0,21.0,22.0,7,43.75
2014,D,,Calaveras Unified,Calaveras,261,55,22.0,23.0,22.0,22.0,35,63.64
2014,S,Calaveras High,Calaveras Unified,Calaveras,238,55,22.0,23.0,22.0,22.0,35,63.64
2014,C,,,Colusa,303,42,20.0,22.0,21.0,21.0,17,40.48
2014,D,,Colusa Unified,Colusa,105,12,24.0,24.0,25.0,23.0,8,66.67
2014,S,Colusa High,Colusa Unified,Colusa,72,12,24.0,24.0,25.0,23.0,8,66.67
2014,D,,Pierce Joint Unified,Colusa,87,17,18.0,21.0,21.0,19.0,6,35.29
2014,S,Pierce High,Pierce Joint Unified,Colusa,80,17,18.0,21.0,21.0,19.0,6,35.29
2014,C,,,Contra Costa,13572,3138,24.0,24.0,24.0,23.0,2242,71.45
2014,D,,Contra Costa County Office of,Contra Costa,586,84,23.0,25.0,24.0,23.0,61,72.62
2014,S,Clayton Valley Charter High,Contra Costa County Office of,Contra Costa,464,84,23.0,25.0,24.0,23.0,61,72.62
2014,D,,Acalanes Union High,Contra Costa,1340,490,27.0,27.0,27.0,26.0,455,92.86
2014,S,Acalanes High,Acalanes Union High,Contra Costa,332,121,27.0,27.0,28.0,26.0,113,93.39
2014,S,Campolindo High,Acalanes Union High,Contra Costa,309,121,27.0,27.0,27.0,27.0,113,93.39
2014,S,Las Lomas High,Acalanes Union High,Contra Costa,368,107,27.0,27.0,26.0,25.0,96,89.72
2014,S,Miramonte High,Acalanes Union High,Contra Costa,302,140,28.0,27.0,28.0,26.0,133,95.0
2014,D,,Antioch Unified,Contra Costa,1693,225,20.0,22.0,20.0,20.0,106,47.11
2014,S,Dozier-Libbey Medical High,Antioch Unified,Contra Costa,136,70,21.0,23.0,21.0,21.0,40,57.14
2014,S,Deer Valley High,Antioch Unified,Contra Costa,604,96,20.0,22.0,21.0,21.0,48,50.0
2014,S,Antioch High,Antioch Unified,Contra Costa,409,58,18.0,20.0,19.0,19.0,17,29.31
2014,D,,John Swett Unified,Contra Costa,148,21,22.0,22.0,22.0,21.0,15,71.43
2014,S,John Swett High,John Swett Unified,Contra Costa,114,21,22.0,22.0,22.0,21.0,15,71.43
2014,D,,Liberty Union High,Contra Costa,2030,365,21.0,22.0,21.0,21.0,210,57.53
2014,S,Heritage High,Liberty Union High,Contra Costa,539,141,22.0,23.0,22.0,22.0,93,65.96
2014,S,Freedom High,Liberty Union High,Contra Costa,611,92,19.0,21.0,20.0,20.0,43,46.74
2014,S,Liberty High,Liberty Union High,Contra Costa,506,130,21.0,22.0,21.0,21.0,73,56.15
2014,D,,Martinez Unified,Contra Costa,358,52,25.0,26.0,26.0,25.0,47,90.38
2014,S,Alhambra Senior High,Martinez Unified,Contra Costa,279,52,25.0,26.0,26.0,25.0,47,90.38
2014,D,,Mt. Diablo Unified,Contra Costa,2169,381,24.0,24.0,25.0,24.0,303,79.53
2014,S,Middle College High,San Bernardino City Unified,San Bernardino,47,47,18.0,20.0,21.0,20.0,22,46.81
2014,S,Cajon High,San Bernardino City Unified,San Bernardino,652,154,19.0,20.0,20.0,20.0,63,40.91
2014,S,Pacific High,San Bernardino City Unified,San Bernardino,495,127,16.0,18.0,18.0,17.0,18,14.17
2014,S,San Bernardino High,San Bernardino City Unified,San Bernardino,395,115,16.0,18.0,18.0,18.0,20,17.39
2014,S,San Gorgonio High,San Bernardino City Unified,San Bernardino,478,69,19.0,20.0,22.0,20.0,36,52.17
2014,D,,Victor Valley Union High,San Bernardino,2565,230,19.0,20.0,20.0,19.0,85,36.96
2014,S,University Preparatory,Victor Valley Union High,San Bernardino,168,69,21.0,22.0,21.0,21.0,37,53.62
2014,S,Silverado High,Victor Valley Union High,San Bernardino,846,116,18.0,19.0,19.0,18.0,31,26.72
2014,S,Victor Valley High,Victor Valley Union High,San Bernardino,478,36,18.0,20.0,19.0,19.0,13,36.11
2014,D,,Yucaipa-Calimesa Joint Unified,San Bernardino,751,63,20.0,21.0,22.0,21.0,32,50.79
2014,S,Yucaipa High,Yucaipa-Calimesa Joint Unified,San Bernardino,628,63,20.0,21.0,22.0,21.0,32,50.79
2014,D,,Snowline Joint Unified,San Bernardino,623,39,23.0,24.0,24.0,23.0,30,76.92
2014,S,Serrano High,Snowline Joint Unified,San Bernardino,483,39,23.0,24.0,24.0,23.0,30,76.92
2014,D,,Hesperia Unified,San Bernardino,2104,294,19.0,20.0,20.0,20.0,115,39.12
2014,S,Oak Hills High,Hesperia Unified,San Bernardino,564,144,19.0,20.0,21.0,20.0,65,45.14
2014,S,Hesperia High,Hesperia Unified,San Bernardino,453,101,17.0,19.0,19.0,18.0,24,23.76
2014,S,Sultana High,Hesperia Unified,San Bernardino,436,45,20.0,21.0,23.0,21.0,24,53.33
2014,D,,Upland Unified,San Bernardino,932,85,23.0,23.0,24.0,22.0,60,70.59
2014,S,Upland High,Upland Unified,San Bernardino,788,85,23.0,23.0,24.0,22.0,60,70.59
2014,D,,Apple Valley Unified,San Bernardino,1262,178,20.0,21.0,21.0,21.0,88,49.44
2014,S,Apple Valley High,Apple Valley Unified,San Bernardino,554,93,19.0,20.0,20.0,20.0,39,41.94
2014,S,Granite Hills High,Apple Valley Unified,San Bernardino,451,60,20.0,21.0,20.0,22.0,30,50.0
2014,S,Mira Monte High,Kern High,Kern,469,67,15.0,17.0,18.0,17.0,14,20.9
2014,S,Arvin High,Kern High,Kern,503,91,17.0,18.0,19.0,18.0,22,24.18
2014,S,Stockdale High,Kern High,Kern,513,89,24.0,24.0,25.0,24.0,67,75.28
2014,S,Centennial High,Kern High,Kern,420,45,23.0,24.0,25.0,23.0,34,75.56
2014,S,Ridgeview High,Kern High,Kern,513,50,20.0,21.0,23.0,21.0,26,52.0
2014,S,Liberty High,Kern High,Kern,444,59,25.0,26.0,26.0,25.0,48,81.36
2014,S,Bakersfield High,Kern High,Kern,650,35,21.0,22.0,23.0,22.0,24,68.57
2014,S,East Bakersfield High,Kern High,Kern,531,34,17.0,19.0,20.0,19.0,12,35.29
2014,S,Foothill High,Kern High,Kern,450,21,17.0,17.0,20.0,18.0,5,23.81
2014,S,Highland High,Kern High,Kern,465,30,20.0,23.0,21.0,21.0,17,56.67
2014,S,Kern Valley High,Kern High,Kern,120,20,21.0,23.0,22.0,22.0,11,55.0
2014,S,North High,Kern High,Kern,417,34,17.0,19.0,18.0,18.0,8,23.53
2014,S,Shafter High,Kern High,Kern,326,17,21.0,19.0,22.0,21.0,8,47.06
2014,S,South High,Kern High,Kern,452,78,15.0,17.0,18.0,17.0,17,21.79
2014,S,West High,Kern High,Kern,508,49,16.0,18.0,19.0,19.0,15,30.61
2014,D,,Mojave Unified,Kern,146,26,18.0,20.0,19.0,18.0,10,38.46
2014,S,California City High,Mojave Unified,Kern,104,22,19.0,21.0,19.0,19.0,10,45.45
2014,D,,Muroc Joint Unified,Kern,134,24,21.0,23.0,22.0,21.0,13,54.17
2014,S,Desert Junior-Senior High,Muroc Joint Unified,Kern,98,23,21.0,23.0,22.0,21.0,13,56.52
2014,D,,Taft Union High,Kern,249,12,20.0,21.0,21.0,21.0,8,66.67
2014,S,Taft Union High,Taft Union High,Kern,224,12,20.0,21.0,21.0,21.0,8,66.67
2014,D,,Tehachapi Unified,Kern,376,27,23.0,24.0,23.0,23.0,20,74.07
2014,S,Tehachapi High,Tehachapi Unified,Kern,299,27,23.0,24.0,23.0,23.0,20,74.07
2014,D,,Wasco Union High,Kern,378,34,18.0,20.0,21.0,20.0,18,52.94
2014,S,Wasco High,Wasco Union High,Kern,301,34,18.0,20.0,21.0,20.0,18,52.94
2014,D,,McFarland Unified,Kern,185,22,18.0,18.0,19.0,18.0,8,36.36
2014,S,McFarland High,McFarland Unified,Kern,172,22,18.0,18.0,19.0,18.0,8,36.36
2014,S,Academy for Academic Excellence,Apple Valley Unified,San Bernardino,91,25,23.0,23.0,23.0,22.0,19,76.0
2014,C,,,San Diego,43364,9217,22.0,23.0,23.0,22.0,5939,64.44
2014,D,,San Diego County Office of Edu,San Diego,976,12,15.0,17.0,17.0,16.0,2,16.67
2014,S,San Pasqual Academy,San Diego County Office of Edu,San Diego,37,12,15.0,17.0,17.0,16.0,2,16.67
2014,D,,Coronado Unified,San Diego,288,167,24.0,25.0,24.0,24.0,135,80.84
2014,S,Coronado High,Coronado Unified,San Diego,280,167,24.0,25.0,24.0,24.0,135,80.84
2014,D,,Escondido Union High,San Diego,2426,524,20.0,21.0,22.0,21.0,265,50.57
2014,S,Classical Academy High,Escondido Union High,San Diego,122,24,26.0,26.0,26.0,24.0,21,87.5
2014,S,San Pasqual High,Escondido Union High,San Diego,600,145,23.0,23.0,24.0,23.0,107,73.79
2014,S,Escondido Charter High,Escondido Union High,San Diego,274,62,23.0,23.0,26.0,23.0,42,67.74
2014,S,Escondido High,Escondido Union High,San Diego,571,119,18.0,20.0,20.0,20.0,42,35.29
2014,S,Orange Glen High,Escondido Union High,San Diego,564,174,18.0,19.0,19.0,19.0,53,30.46
2014,D,,Fallbrook Union High,San Diego,650,81,22.0,23.0,24.0,22.0,60,74.07
2014,S,Fallbrook High,Fallbrook Union High,San Diego,527,79,22.0,23.0,24.0,22.0,58,73.42
2014,D,,Grossmont Union High,San Diego,6060,1205,21.0,22.0,23.0,22.0,733,60.83
2014,S,Valhalla High,Grossmont Union High,San Diego,570,127,23.0,24.0,24.0,23.0,93,73.23
2014,S,West Hills High,Grossmont Union High,San Diego,480,122,23.0,24.0,24.0,23.0,94,77.05
2014,S,Steele Canyon High,Grossmont Union High,San Diego,501,172,22.0,23.0,23.0,23.0,119,69.19
2014,S,Grossmont Middle College High,Grossmont Union High,San Diego,39,34,23.0,24.0,23.0,22.0,24,70.59
2014,S,El Cajon Valley High,Grossmont Union High,San Diego,522,84,19.0,20.0,20.0,19.0,36,42.86
2014,S,El Capitan High,Grossmont Union High,San Diego,389,58,21.0,23.0,23.0,22.0,38,65.52
2014,S,Granite Hills High,Grossmont Union High,San Diego,662,159,22.0,23.0,23.0,22.0,103,64.78
2014,S,Grossmont High,Grossmont Union High,San Diego,606,107,22.0,23.0,24.0,22.0,68,63.55
2014,S,Helix High,Grossmont Union High,San Diego,568,230,20.0,21.0,21.0,20.0,102,44.35
2014,S,Monte Vista High,Grossmont Union High,San Diego,531,33,21.0,22.0,23.0,21.0,18,54.55
2014,S,Mount Miguel High,Grossmont Union High,San Diego,397,34,17.0,19.0,19.0,18.0,8,23.53
2014,S,Santana High,Grossmont Union High,San Diego,402,44,22.0,23.0,24.0,22.0,30,68.18
2014,S,Baldwin Park High,Baldwin Park Unified,Los Angeles,446,128,19.0,20.0,21.0,20.0,56,43.75
2014,S,Sierra Vista High,Baldwin Park Unified,Los Angeles,439,153,18.0,19.0,21.0,19.0,54,35.29
2014,D,,Bassett Unified,Los Angeles,338,13,20.0,19.0,20.0,20.0,5,38.46
2014,S,Bassett Senior High,Bassett Unified,Los Angeles,299,13,20.0,19.0,20.0,20.0,5,38.46
2014,D,,Bellflower Unified,Los Angeles,1098,70,22.0,22.0,22.0,22.0,40,57.14
2014,S,Bellflower High,Bellflower Unified,Los Angeles,403,15,19.0,19.0,20.0,20.0,5,33.33
2014,S,Mayfair High,Bellflower Unified,Los Angeles,502,55,23.0,23.0,23.0,22.0,35,63.64
2014,D,,Beverly Hills Unified,Los Angeles,498,84,26.0,24.0,25.0,24.0,68,80.95
2014,S,Beverly Hills High,Beverly Hills Unified,Los Angeles,480,84,26.0,24.0,25.0,24.0,68,80.95
2014,D,,Bonita Unified,Los Angeles,875,228,22.0,23.0,23.0,23.0,161,70.61
2014,S,Bonita High,Bonita Unified,Los Angeles,508,176,23.0,23.0,23.0,23.0,130,73.86
2014,S,San Dimas High,Bonita Unified,Los Angeles,296,52,22.0,23.0,23.0,22.0,31,59.62
2014,D,,Burbank Unified,Los Angeles,1592,281,23.0,24.0,24.0,23.0,208,74.02
2014,S,Burbank High,Burbank Unified,Los Angeles,630,160,24.0,24.0,25.0,24.0,120,75.0
2014,S,Burroughs High,Burbank Unified,Los Angeles,608,118,23.0,23.0,23.0,23.0,85,72.03
2014,D,,Centinela Valley Union High,Los Angeles,1817,233,16.0,17.0,18.0,17.0,47,20.17
2014,S,Hawthorne High,Centinela Valley Union High,Los Angeles,524,104,16.0,17.0,18.0,17.0,17,16.35
2014,S,Lawndale High,Centinela Valley Union High,Los Angeles,530,71,18.0,18.0,20.0,18.0,26,36.62
2014,S,Leuzinger High,Centinela Valley Union High,Los Angeles,423,58,15.0,16.0,18.0,17.0,4,6.9
2014,D,,Charter Oak Unified,Los Angeles,499,51,20.0,22.0,22.0,21.0,33,64.71
2014,S,Charter Oak High,Charter Oak Unified,Los Angeles,438,51,20.0,22.0,22.0,21.0,33,64.71
2014,D,,Claremont Unified,Los Angeles,657,193,23.0,23.0,24.0,23.0,127,65.8
2014,S,Claremont High,Claremont Unified,Los Angeles,602,193,23.0,23.0,24.0,23.0,127,65.8
2014,D,,Covina-Valley Unified,Los Angeles,1280,170,19.0,20.0,20.0,19.0,67,39.41
2014,S,Covina High,Covina-Valley Unified,Los Angeles,348,21,18.0,19.0,22.0,19.0,7,33.33
2014,S,Northview High,Covina-Valley Unified,Los Angeles,367,120,18.0,20.0,20.0,18.0,44,36.67
2014,S,South Hills High,Covina-Valley Unified,Los Angeles,460,29,21.0,22.0,22.0,21.0,16,55.17
2014,D,,Culver City Unified,Los Angeles,551,126,23.0,23.0,23.0,22.0,78,61.9
2014,S,Culver City High,Culver City Unified,Los Angeles,498,126,23.0,23.0,23.0,22.0,78,61.9
2014,D,,Downey Unified,Los Angeles,2181,234,20.0,20.0,22.0,20.0,112,47.86
2014,S,Downey High,Downey Unified,Los Angeles,1058,77,20.0,20.0,22.0,20.0,36,46.75
2014,S,Warren High,Downey Unified,Los Angeles,898,157,19.0,20.0,22.0,20.0,76,48.41
2014,D,,Duarte Unified,Los Angeles,425,26,21.0,21.0,22.0,20.0,16,61.54
2014,S,Duarte High,Duarte Unified,Los Angeles,273,26,21.0,21.0,22.0,20.0,16,61.54
2014,D,,El Monte Union High,Los Angeles,2513,567,19.0,19.0,21.0,19.0,234,41.27
2014,S,Arroyo High,El Monte Union High,Los Angeles,569,65,21.0,22.0,23.0,21.0,39,60.0
2014,S,Northgate High,Mt. Diablo Unified,Contra Costa,399,180,25.0,25.0,26.0,24.0,147,81.67
2014,S,College Park High,Mt. Diablo Unified,Contra Costa,383,129,24.0,24.0,26.0,24.0,107,82.95
2014,S,Concord High,Mt. Diablo Unified,Contra Costa,323,40,22.0,22.0,23.0,22.0,27,67.5
2014,S,Ygnacio Valley High,Mt. Diablo Unified,Contra Costa,288,27,23.0,24.0,24.0,23.0,19,70.37
2014,D,,Pittsburg Unified,Contra Costa,700,134,17.0,19.0,19.0,19.0,45,33.58
2014,S,Pittsburg Senior High,Pittsburg Unified,Contra Costa,516,134,17.0,19.0,19.0,19.0,45,33.58
2014,D,,West Contra Costa Unified,Contra Costa,2254,416,18.0,19.0,19.0,19.0,149,35.82
2014,S,Leadership Public Schools: Richmond,West Contra Costa Unified,Contra Costa,111,35,16.0,17.0,18.0,17.0,6,17.14
2014,S,Middle College High,West Contra Costa Unified,Contra Costa,75,28,22.0,23.0,23.0,23.0,21,75.0
2014,S,Hercules High,West Contra Costa Unified,Contra Costa,259,55,22.0,21.0,21.0,22.0,31,56.36
2014,S,De Anza Senior High,West Contra Costa Unified,Contra Costa,207,46,18.0,19.0,19.0,19.0,14,30.43
2014,S,El Cerrito Senior High,West Contra Costa Unified,Contra Costa,322,76,20.0,21.0,22.0,20.0,36,47.37
2014,S,Kennedy High,West Contra Costa Unified,Contra Costa,170,14,15.0,17.0,17.0,17.0,4,28.57
2014,S,Pinole Valley High,West Contra Costa Unified,Contra Costa,311,54,20.0,21.0,21.0,21.0,31,57.41
2014,S,Richmond High,West Contra Costa Unified,Contra Costa,382,108,14.0,15.0,17.0,15.0,6,5.56
2014,D,,San Ramon Valley Unified,Contra Costa,2294,970,26.0,26.0,27.0,26.0,851,87.73
2014,S,Dougherty Valley High,San Ramon Valley Unified,Contra Costa,508,198,27.0,27.0,28.0,27.0,178,89.9
2014,S,California High,San Ramon Valley Unified,Contra Costa,613,202,25.0,25.0,26.0,25.0,172,85.15
2014,S,Monte Vista High,San Ramon Valley Unified,Contra Costa,528,303,26.0,26.0,26.0,26.0,274,90.43
2014,S,San Ramon Valley High,San Ramon Valley Unified,Contra Costa,518,263,26.0,26.0,26.0,25.0,224,85.17
2014,C,,,El Dorado,2301,607,24.0,25.0,25.0,24.0,495,81.55
2014,D,,El Dorado Union High,El Dorado,1724,497,25.0,25.0,25.0,25.0,415,83.5
2014,S,Oak Ridge High,El Dorado Union High,El Dorado,541,189,26.0,26.0,27.0,26.0,174,92.06
2014,S,Union Mine High,El Dorado Union High,El Dorado,259,84,23.0,24.0,23.0,23.0,62,73.81
2014,S,El Dorado High,El Dorado Union High,El Dorado,340,104,23.0,24.0,23.0,23.0,75,72.12
2014,S,Ponderosa High,El Dorado Union High,El Dorado,436,118,24.0,25.0,26.0,25.0,103,87.29
2014,D,,Lake Tahoe Unified,El Dorado,301,96,22.0,24.0,23.0,22.0,68,70.83
2014,S,South Tahoe High,Lake Tahoe Unified,El Dorado,226,96,22.0,24.0,23.0,22.0,68,70.83
2014,C,,,Fresno,15103,2886,19.0,20.0,20.0,20.0,1208,41.86
2014,D,,Clovis Unified,Fresno,3101,721,23.0,24.0,24.0,23.0,533,73.93
2014,S,Clovis North High,Clovis Unified,Fresno,496,142,25.0,25.0,25.0,24.0,117,82.39
2014,S,Clovis West High,Clovis Unified,Fresno,518,150,24.0,24.0,25.0,24.0,121,80.67
2014,S,Alliance College-Ready Academy High No.,Los Angeles Unified,Los Angeles,151,138,12.0,13.0,15.0,13.0,5,3.62
2014,S,Alliance Dr. Olga Mohan High,Los Angeles Unified,Los Angeles,108,108,18.0,17.0,20.0,18.0,32,29.63
2014,S,Animo Ralph Bunche High,Los Angeles Unified,Los Angeles,145,60,14.0,15.0,16.0,16.0,5,8.33
2014,S,Animo Jackie Robinson High,Los Angeles Unified,Los Angeles,138,39,13.0,14.0,16.0,14.0,0,0.0
2014,S,Animo Watts College Preparatory Academy,Los Angeles Unified,Los Angeles,139,43,13.0,14.0,15.0,15.0,1,2.33
2014,S,Alliance Ouchi-O'Donovan 6-12 Complex,Los Angeles Unified,Los Angeles,128,127,16.0,17.0,17.0,17.0,18,14.17
2014,S,Alliance Marc & Eva Stern Math and Scien,Los Angeles Unified,Los Angeles,128,89,16.0,17.0,18.0,16.0,19,21.35
2014,S,School of Business and Tourism at Contre,Los Angeles Unified,Los Angeles,80,25,16.0,15.0,18.0,17.0,2,8.0
2014,S,East Valley Senior High,Los Angeles Unified,Los Angeles,165,14,17.0,19.0,19.0,18.0,3,21.43
2014,S,Arleta High,Los Angeles Unified,Los Angeles,371,50,16.0,17.0,18.0,17.0,11,22.0
2014,S,Panorama High,Los Angeles Unified,Los Angeles,311,33,15.0,17.0,18.0,18.0,6,18.18
2014,S,Frederick Douglass Academy High,Los Angeles Unified,Los Angeles,85,56,14.0,16.0,17.0,16.0,3,5.36
2014,S,Student Empowerment Academy,Los Angeles Unified,Los Angeles,55,12,14.0,17.0,18.0,16.0,1,8.33
2014,S,Contreras Learning Center-Los Angeles Sc,Los Angeles Unified,Los Angeles,83,35,14.0,15.0,17.0,15.0,2,5.71
2014,S,West Adams Preparatory High,Los Angeles Unified,Los Angeles,326,79,15.0,16.0,19.0,16.0,10,12.66
2014,S,Alliance Media Arts and Entertainment De,Los Angeles Unified,Los Angeles,77,63,14.0,14.0,16.0,16.0,2,3.17
2014,S,Edward R. Roybal Learning Center,Los Angeles Unified,Los Angeles,325,145,15.0,16.0,17.0,17.0,21,14.48
2014,S,Helen Bernstein High,Los Angeles Unified,Los Angeles,159,36,14.0,15.0,17.0,15.0,5,13.89
2014,S,APEX Academy,Los Angeles Unified,Los Angeles,106,12,13.0,16.0,16.0,16.0,1,8.33
2014,S,Alliance Health Services Academy High,Los Angeles Unified,Los Angeles,95,67,15.0,16.0,16.0,16.0,4,5.97
2014,S,Alliance Environmental Science and Techn,Los Angeles Unified,Los Angeles,134,123,20.0,20.0,19.0,19.0,44,35.77
2014,S,Contreras Learning Center-Academic Leade,Los Angeles Unified,Los Angeles,68,45,16.0,17.0,18.0,17.0,6,13.33
2014,S,Belmont SH-LA Teacher Preparatory Academ,Los Angeles Unified,Los Angeles,47,22,13.0,14.0,17.0,15.0,1,4.55
2014,S,RFK Community Schools- for the Visual Ar,Los Angeles Unified,Los Angeles,105,51,15.0,17.0,17.0,17.0,11,21.57
