,City,Sname,Type,gsId,Lat,Lon,Enrollment,gsRating,ParentRating
3348,San Diego,Wildwood Academy,private,26285,32.734207,-117.23724,,,
3349,San Diego,Words of Hope Christian Academy,private,16583,32.674847,-117.041466,,,
3350,San Diego,e3 Civic High School,charter,31013,32.709248,-117.15463,420,6,4
3351,San Diego,iHigh Virtual Academy,public,25137,32.75122,-117.19481,58,9,3
3352,San Marcos,Bayshore Preparatory Charter School,charter,14996,33.137768,-117.19177,112,4,4
3353,San Marcos,Calvary Christian Academy,private,17341,33.1593,-117.2062,,,
3354,San Marcos,Calvary Preparatory Academy ,private,26245,33.10582,-117.22214,290,,
3355,San Marcos,Carpe Diem Academy,private,16525,33.1517,-117.2117,,,
3356,San Marcos,Christian Liberty Academy,private,23984,33.161335,-117.17999,,,
3357,San Marcos,Community Collaborative Virtual - Keppel Partnership Academy,charter,32604,33.10418,-117.21885,,,
3359,San Marcos,Foothills High School,public,11127,33.180653,-117.15868,69,,5
3360,San Marcos,High Tech High North County School,charter,17469,33.131485,-117.20153,484,8,4
3361,San Marcos,Mission Hills High School,public,13848,33.147163,-117.14694,2530,8,4
3362,San Marcos,North Coastal Consortium Schools,public,12611,33.14254,-117.16504,92,3,
3363,San Marcos,North County Christian School,private,31518,33.132935,-117.12169,,,
3364,San Marcos,Pathways Academy Charter Adult Education,charter,32634,33.104626,-117.21871,,,
3365,San Marcos,Pivot Charter School - San Diego,charter,25266,33.124237,-117.20882,92,4,5
3366,San Marcos,Saint Joseph Academy,private,10156,33.14704,-117.2057,285,,4
3367,San Marcos,San Marcos Adult,public,13812,33.17819,-117.15659,,,
3368,San Marcos,San Marcos High School,public,6266,33.131214,-117.20543,3048,8,4
3369,San Marcos,Taylion San Diego Academy,charter,27139,33.151722,-117.19884,75,3,5
3370,San Marcos,The Country School,private,15503,33.138103,-117.19052,30,,
3371,San Marcos,Twin Oaks High School,public,6268,33.17978,-117.1591,142,,4
3372,Santee,Santana High School,public,5930,32.857285,-116.97097,1491,8,4
3373,Santee,Shepherd School,private,26273,32.856003,-116.965546,,,
3374,Santee,West Hills High School,public,5932,32.849846,-117.01297,1942,8,4
3375,Solana Beach,Fusion Academy Solana Beach,private,16540,32.980766,-117.26054,55,,4
3376,Solana Beach,Santa Fe Christian Schools,private,9262,32.992085,-117.25835,1053,,4
3377,Solana Beach,School Of Universal Learning (Soul),charter,32699,32.9943,-117.26532,,,
3379,Vista,Alta Vista High (Continuation) School,public,6310,33.22247,-117.2196,179,,4
3386,Vista,Calvary Christian School,private,9957,33.21028,-117.23261,,,4
3396,Vista,Guajome Learning Center,charter,25637,33.230576,-117.25014,68,4,
3397,Vista,Guajome Park Academy Charter,charter,6319,33.23012,-117.24877,1342,6,3
3404,Vista,Major General Raymond Murray High School,public,17524,33.198353,-117.25582,225,,5
3408,Vista,National University Academy,charter,24812,33.170563,-117.22039,797,,5
3410,Vista,New Haven Nonpublic School,private,10496,33.21191,-117.24724,,,3
3411,Vista,North County Trade Tech High School,charter,24630,33.212383,-117.25573,161,2,5
3417,Vista,Rancho Buena Vista High School,public,6326,33.164593,-117.24715,2417,8,4
3418,Vista,Rio Vista High School,public,4664,38.154175,-121.69659,381,5,3
3419,Vista,River Delta High/Elementary (Alternative) School,public,11070,38.165222,-121.69434,11,,5
3421,Vista,Shepherd's Heart E. E. P.,private,16573,33.2558,-117.2091,,,
3422,Vista,Sierra Vista High School,public,12606,33.221287,-117.24111,97,,5
3424,Vista,Sunrise Academy,private,23999,33.19521,-117.21596,,,
3426,Vista,Tri-City Christian Schools,private,8894,33.19138,-117.28014,720,,4
3428,Vista,Vista Adult,public,14774,33.1872,-117.24038,,,
3429,Vista,Vista Faith Academy,private,26282,33.205296,-117.21707,,,
3430,Vista,Vista High School,public,6328,33.223362,-117.2419,2524,5,3
3431,Vista,Vista Training Program,private,26283,33.194817,-117.20749,,,
3432,Vista,Vista Visions Academy,public,27084,33.221233,-117.24118,83,9,
3433,Vista,West Coast Baptist School,private,9434,33.16969,-117.2474,25,,
3434,Vista,Wind River High (Adult),public,13797,38.165634,-121.69295,,,
3435,San Francisco,Academy Of Arts And Sciences,public,25079,37.745872,-122.44998,318,4,2
3436,San Francisco,Archbishop Riordan High School,private,8106,37.728203,-122.453636,680,,4
3438,San Francisco,Baden High (Continuation) School,public,6983,37.649696,-122.43508,96,,3
3439,San Francisco,Balboa High School,public,6340,37.722073,-122.43985,1260,6,4
3440,San Francisco,Burton (Phillip And Sala) Academic High School,public,6344,37.7207,-122.40507,1033,5,4
3441,San Francisco,Calvary Baptist Academy,private,16586,37.710278,-122.447685,,,
3442,San Francisco,Challenge To Learning,private,8576,37.777,-122.4686,,,2
3443,San Francisco,City Arts And Tech High School,charter,13756,37.720005,-122.42553,260,4,4
3444,San Francisco,Coming Of Age Christian Academy,private,26288,37.736774,-122.393,,,
3445,San Francisco,Community Day,public,31111,37.651848,-122.42744,3,,
3446,San Francisco,Convent Of The Sacred Heart High School,private,9643,37.794796,-122.434135,222,,4
3447,San Francisco,Cornerstone Academy - Cambridge Campus,private,24003,37.72492,-122.417244,221,,3
3448,San Francisco,Discovery Center School,private,25564,37.776836,-122.440605,18,,3
3449,San Francisco,Downtown High School,public,6359,37.76094,-122.40407,167,,5
3450,San Francisco,Drew School,private,9538,37.7876,-122.4424,280,,5
3451,San Francisco,Edgewood Center For Children & Families,private,8806,37.737984,-122.48626,44,,
3452,San Francisco,El Camino High School,public,6985,37.66481,-122.44354,1387,6,4
3453,San Francisco,Erikson School,private,9436,37.77556,-122.484276,,,5
3454,San Francisco,Five Keys Adult School (Sf Sheriff's),charter,24793,37.77716,-122.40215,163,,5
3455,San Francisco,Five Keys Independence High School (Sf Sheriff's),charter,24794,37.77717,-122.40214,1925,,
3456,San Francisco,French American International School,private,9121,37.77534,-122.42175,,,4
3457,San Francisco,Fusion Academy San Francisco,private,26290,37.79711,-122.40416,55,,3
3458,San Francisco,Galileo High School,public,6369,37.803402,-122.42408,1890,8,5
3459,San Francisco,Gateway High School,charter,6371,37.783222,-122.43702,489,7,4
3460,San Francisco,Gavin Academy,private,31679,37.792534,-122.398895,20,,
3461,San Francisco,Hergl,private,8774,37.80037,-122.42577,8,,
3462,San Francisco,Immaculate Conception Academy,private,8100,37.751858,-122.42352,324,,4
3463,San Francisco,Independence High School,public,11136,37.763245,-122.46382,201,3,5
3464,San Francisco,Jewish Community High School Of The Bay,private,24308,37.781666,-122.43645,157,,5
3465,San Francisco,Jordan (June) School For Equity,public,12283,37.719997,-122.4255,258,2,4
3466,San Francisco,Joshua Marie Cameron Academy,private,10089,37.741543,-122.38726,,,
3467,San Francisco,KIPP San Francisco College Preparatory,charter,27281,37.732376,-122.38235,312,7,
3468,San Francisco,Leadership High School,charter,6391,37.721527,-122.44557,261,2,4
3469,San Francisco,Lick-Wilmerding High School,private,8690,37.72235,-122.44892,490,,4
3470,San Francisco,Life Learning Academy Charter,charter,6393,37.77091,-122.40479,22,,4
3471,San Francisco,Lincoln (Abraham) High School,public,6395,37.747257,-122.48132,2046,8,5
3472,San Francisco,Lisa Kampner Hebrew Academy,private,10622,37.776123,-122.47286,37,,3
3473,San Francisco,Living Hope Christian,private,11441,37.7142,-122.436,,,5
3474,San Francisco,Lowell High School,public,6397,37.731045,-122.48355,2685,10,4
3475,San Francisco,Marshall (Thurgood) High School,public,6404,37.735718,-122.40188,638,2,4
3476,San Francisco,Mercy High School,private,8103,37.729416,-122.47387,395,,4
3477,San Francisco,Mission High School,public,6411,37.761402,-122.42728,1058,1,4
3478,San Francisco,Muhammad University of Islam,private,17359,37.732788,-122.39178,,,5
3479,San Francisco,O'connell (John) High School,public,6417,37.759632,-122.41468,319,2,4
3480,San Francisco,Oaks Christian Academy,private,26292,37.743107,-122.45257,,,
3481,San Francisco,Olympia Institute,private,13053,37.782726,-122.469505,,,3
3482,San Francisco,Rise Institute,private,9866,37.750465,-122.39495,34,,
3483,San Francisco,Roger Williams Academy,private,15296,37.657593,-122.419754,,,4
3484,San Francisco,S.F. County Civic Center Secondary,public,13785,37.78069,-122.42308,143,,1
3485,San Francisco,S.F. County Opportunity (Hilltop) School,public,11135,37.75074,-122.4098,56,,1
3486,San Francisco,S.F. County Special Education School,public,12608,37.743843,-122.49989,79,,
3487,San Francisco,S.F. International High School,public,25018,37.75521,-122.40844,302,2,4
3488,San Francisco,SIATech at Treasure Island,charter,26526,37.824314,-122.36912,201,,
3489,San Francisco,Sacred Heart Cathedral Preparatory,private,8108,37.78326,-122.423515,1340,,4
3490,San Francisco,San Francisco Christian School,private,8668,37.710068,-122.44773,240,,4
3491,San Francisco,San Francisco County Rop School,public,14999,37.775303,-122.48436,,,
3492,San Francisco,San Francisco High School of the Arts ,private,26289,37.77053,-122.45283,41,,
3493,San Francisco,San Francisco University High School,private,8685,37.790936,-122.44542,400,,5
3494,San Francisco,San Francisco Waldorf High School,private,31018,37.735855,-122.47159,150,,
3495,San Francisco,Sand Paths Academy,private,15298,37.753468,-122.41672,,,5
3496,San Francisco,Seneca Center,private,11496,37.758465,-122.406525,,,
3497,San Francisco,Senior Martin College Preparatory School,private,10119,37.720203,-122.40991,,,5
3498,San Francisco,South San Francisco Adult,public,14914,37.649998,-122.43621,,,
3499,San Francisco,South San Francisco High School,public,6993,37.64847,-122.42752,1363,6,4
3500,San Francisco,"Spectrum Center, Inc",private,16593,37.774,-122.4224,,,
3501,San Francisco,St John S Elementary School,private,8102,37.735073,-122.43787,228,,4
3502,San Francisco,St. Ignatius College Preparatory School,private,8120,37.74807,-122.49593,1478,,5
3503,San Francisco,St. John Of San Francisco Orthodox Acade,private,11503,37.780224,-122.48595,49,,4
3504,San Francisco,Sterne School,private,8885,37.792,-122.43939,144,,5
3505,San Francisco,Stuart Hall High School,private,13500,37.78863,-122.42728,203,,4
3506,San Francisco,Tahour Academy,private,31543,37.794956,-122.397285,,,
3507,San Francisco,Tall Ship Education Academy,private,16596,37.720936,-122.477234,,,3
3508,San Francisco,Teknion Peri Sophia Academy,private,31544,37.71586,-122.44799,,,
3509,San Francisco,The Bay School Of San Francisco,private,16585,37.800777,-122.45564,355,,5
3510,San Francisco,Urban School Of San Francisco,private,8900,37.770737,-122.44646,378,,4
3511,San Francisco,Voice Of Pentecost Academy,private,12735,37.726357,-122.464035,,,3
3512,San Francisco,Walden Academy,private,9935,37.7727,-122.4258,,,
3513,San Francisco,Wallenberg (Raoul) Traditional High School,public,6449,37.78017,-122.44575,636,7,3
3514,San Francisco,Washington (George) High School,public,6450,37.777782,-122.49203,2054,8,4
3515,San Francisco,Wells (Ida B.) High School,public,6452,37.77539,-122.43446,125,,5
3516,San Francisco,Wen Jian Ying School,private,16597,37.72802,-122.44757,8,,
3517,San Francisco,Woodside International School,private,10102,37.76343,-122.47475,51,,5
3518,San Francisco,Xian Yun Academy of the Arts California,private,25488,37.76731,-122.4022,40,,4
3519,San Francisco,Youth Chance High School,private,11536,37.792747,-122.391945,,,
3520,Escalon,Escalon Charter Academy,charter,27085,37.796837,-120.99558,195,3,
3521,Escalon,Escalon High School,public,6529,37.798637,-120.99427,839,7,4
3522,Escalon,Vista High (Continuation) School,public,6532,37.79859,-120.99416,40,,5
3523,Lathrop,Delta Charter Online No.2,charter,32719,37.80838,-121.29499,,,
3525,Lathrop,Free2bee School,private,16602,37.813263,-121.27917,,,5
3526,Lathrop,Lathrop High School,public,24644,37.826447,-121.2802,1261,6,3
3527,Lodi,Independence School,public,13665,38.10034,-121.31166,193,,5
3528,Lodi,Iron Arrow Academy,private,31548,38.135754,-121.29955,,,
3529,Lodi,Jecoi Adventure Academy,private,31549,38.094246,-121.14722,,,
3530,Lodi,Jim Elliot Christian High School,private,11425,38.124672,-121.308334,112,,4
3531,Lodi,Liberty High School,public,6564,38.131287,-121.28119,132,,5
3532,Lodi,Life Training Academy,private,10270,38.071163,-121.29508,93,,5
3533,Lodi,Life Training Academy,private,24006,38.071312,-121.29493,,,
3534,Lodi,Lodi Academy,private,9026,38.11797,-121.26273,77,,5
3535,Lodi,Lodi Adult,public,14822,38.133595,-121.26082,,,
3536,Lodi,Lodi High School,public,6567,38.134163,-121.29049,2057,6,4
3537,Lodi,Mokelumne River School,private,24387,38.13043,-121.42276,,,1
3538,Lodi,North Valley School-Lodi,private,16607,38.09341,-121.18373,,,
3539,Lodi,Pilgrim West Academy,private,16609,38.1162,-121.1896,,,
3540,Lodi,Rio Valley Charter School,charter,25234,38.11421,-121.28687,307,3,5
3541,Lodi,Tokay High School,public,6578,38.108276,-121.28453,2042,5,5
3542,Lodi,Walter J. Katnich Community Day School,public,25448,38.10053,-121.31056,23,,
3543,Manteca,Be.Tech,charter,27087,37.812016,-121.19524,208,2,
3544,Manteca,Calla High School,public,6592,37.796844,-121.17979,164,,4
3545,Manteca,Central Valley Baptist School,private,16599,37.805126,-121.23509,,,
3546,Manteca,Central Valley Christian Academy,private,31546,37.861477,-121.255455,,,
3547,Manteca,Eagle Rock Academy,private,16601,37.8676,-121.2561,,,
3548,Manteca,East Union High School,public,6594,37.821987,-121.23569,1579,5,4
3549,Manteca,Manteca Adult,public,13640,37.812523,-121.25627,,,
3550,Manteca,Manteca Community Day (7-12) School,public,13795,37.79835,-121.22607,43,,2
3551,Manteca,Manteca High School,public,6603,37.797394,-121.21183,1511,5,3
3552,Manteca,School of Champions,private,16610,37.7691,-121.2048,,,
3553,Manteca,Sierra High School,public,6609,37.79355,-121.24364,1358,6,4
3554,Manteca,South San Joaquin Education Center,private,16611,37.797882,-121.17802,,,
3555,Manteca,South San Joaquin Education Center,private,24501,37.84034,-121.2054,12,,
3556,Manteca,Vitae Preparatory Academy,private,26302,37.804367,-121.18622,,,
3558,Ripon,Abundant Life Academy,private,31545,37.81315,-121.12549,,,
3559,Ripon,California Connections Academy at Ripon,charter,27090,37.745514,-121.13475,700,4,
3560,Ripon,Ripon Adult,public,14014,37.741962,-121.12816,,,
3561,Ripon,Ripon Christian School,private,8660,37.74521,-121.13254,762,,5
3562,Ripon,Ripon Continuation High,public,31145,37.73977,-121.1315,14,3,
3563,Ripon,Ripon High School,public,6616,37.74142,-121.12857,870,7,4
3564,Ripon,Sierra View Christian,private,31551,37.73961,-121.165,,,
3565,Ripon,World Changers Academy,private,31553,37.742798,-121.120346,,,
3566,Stockton,Apostolic Christian Academy,private,15569,37.92545,-121.29682,11,,
3567,Stockton,Aspire Benjamin Holt College Preparatory Academy,charter,12500,38.03705,-121.27444,730,10,3
3568,Stockton,Aspire Langston Hughes Academy,charter,24821,37.975822,-121.28033,714,5,3
3569,Stockton,Bear Creek High School,public,6551,38.05114,-121.3513,1975,5,4
3570,Stockton,Cesar Chavez High School,public,13873,38.0131,-121.26811,2300,2,4
3571,Stockton,Children's Home of Stockton NPS School,private,9627,37.959717,-121.27612,45,,3
3572,Stockton,District Special Education School,public,13954,37.93461,-121.27972,21,,
3573,Stockton,Edison High School,public,6622,37.938393,-121.28867,1995,3,3
3574,Stockton,Edward C. Merlo Institute Of Environmental Studies,public,17490,37.935726,-121.2633,210,2,
3575,Stockton,Franklin High School,public,6626,37.972843,-121.2367,2115,4,3
3576,Stockton,Health Careers Academy,charter,25630,37.96527,-121.28436,466,6,5
3577,Stockton,"Humphreys College Academy Of Business, Law And Education",charter,27088,38.010513,-121.31675,850,4,5
3578,Stockton,Inner City Christian Academy,private,16604,37.98101,-121.261604,,,1
3579,Stockton,Jane Frederick High School,public,6649,37.95616,-121.2765,235,,4
3580,Stockton,Larsson (Sture) High (Continuation) School,public,6543,38.000095,-121.33286,227,,2
3581,Stockton,Lincoln High School,public,6545,38.010567,-121.33939,2839,7,4
3582,Stockton,Middle College High School,public,11847,37.99662,-121.31485,246,9,4
3583,Stockton,New Harvest Christian School,private,15270,37.9781,-121.26342,,,5
3584,Stockton,New Vision High School,public,16937,37.899895,-121.30854,100,,5
3585,Stockton,Old River Christian Academy,private,16608,37.834446,-121.33876,,,
3586,Stockton,One.Charter School,charter,25208,37.908382,-121.2326,212,,
3587,Stockton,Options In Education Inc. School,private,15182,37.980965,-121.26168,65,,
3588,Stockton,Pacific Law Academy,charter,25629,37.984688,-121.323105,197,10,
3589,Stockton,Plaza Robles Continuation High School,public,6574,38.03604,-121.33968,134,,4
3590,Stockton,Pride Continuation School,public,24810,37.96945,-121.14867,50,3,
3591,Stockton,Ronald E. Mcnair High School,public,14161,38.039562,-121.29987,1659,3,4
3592,Stockton,Saint Mary's High School,private,8436,38.00454,-121.30452,885,,5
3593,Stockton,Samuel N Hancock School,private,9439,37.955757,-121.26962,,,
3594,Stockton,San Joaquin Building Futures Academy,charter,25209,37.95475,-121.3433,140,,
3595,Stockton,San Joaquin County Community School,public,13671,37.908333,-121.23275,965,1,
3598,Stockton,School For Adults,public,14130,37.967155,-121.29912,,,
3599,Stockton,St. Patrick's,private,16612,37.9534,-121.2885,,,
3600,Stockton,Stagg Senior High School,public,6647,37.98173,-121.32241,1466,2,4
3601,Stockton,Stockton Accelerated Institute Of Learning,private,13491,37.965668,-121.296715,,,5
3602,Stockton,Stockton Baptist School,private,11506,38.015022,-121.25749,,,4
3603,Stockton,Stockton Christian,private,16614,38.031097,-121.29508,146,,4
3604,Stockton,Stockton Collegiate International Secondary School,charter,25394,37.95455,-121.2869,479,5,3
3605,Stockton,Stockton Educational Center,private,30780,37.90561,-121.22615,,,
3606,Stockton,Stockton Educational Center,private,26300,37.928,-121.29289,,,
3607,Stockton,Stockton High School,public,25183,37.95079,-121.29603,194,1,
3608,Stockton,Stockton Unified Early College Academy,charter,25023,37.967175,-121.28962,375,9,5
3609,Stockton,Sunhouse School,private,26301,37.93651,-121.27098,,,
3610,Stockton,Ucs Brookside Christian High School,private,26693,37.988457,-121.31598,480,,
3612,Stockton,Valley View Charter Prep,charter,32195,37.984226,-121.33761,360,7,
3613,Stockton,Venture Academy,charter,12049,37.907677,-121.23095,1615,2,5
3614,Stockton,Walton Development Center,public,12350,37.98277,-121.32196,94,1,5
3615,Stockton,Weber Institute,public,11852,37.952812,-121.29522,430,3,5
3616,Stockton,Weston Ranch High School,public,12447,37.901024,-121.30851,1232,4,3
3617,Tracy,Delta Charter Online,charter,31761,37.668037,-121.32412,334,3,
3618,Tracy,Delta Charter School,charter,12052,37.66854,-121.32444,550,2,5
3619,Tracy,Delta Home Charter,charter,31763,37.668037,-121.32218,111,2,
3622,Tracy,Duncan-Russell Continuation School,public,6662,37.754192,-121.42697,21,,5
3623,Tracy,George And Evelyn Stein Continuation School,public,17666,37.73848,-121.43534,200,,4
3624,Tracy,Golden State Academy,private,31547,37.74648,-121.474525,,,
3625,Tracy,John C. Kimball High School,public,25008,37.733322,-121.47469,1622,7,2
3626,Tracy,Merrill F. West High School,public,6672,37.747047,-121.44841,2099,5,3
3627,Tracy,Millennium Charter School,charter,13770,37.745255,-121.42456,510,7,4
3628,Tracy,New Horizon Academy,private,16606,37.71,-121.4417,,,
3629,Tracy,Tracy Adult,public,14345,37.749786,-121.45298,,,
3630,Tracy,Tracy High School,public,6670,37.741524,-121.41892,2121,6,4
3631,Tracy,Victory Christian Academy,private,16615,37.7396,-121.4392,,,5
3632,Tracy,Willow Community Day School,public,14682,37.75415,-121.42324,30,,1
3633,Arroyo Grande,Arroyo Grande High School,public,6780,35.10952,-120.58075,2205,7,4
3634,Arroyo Grande,Coastal Christian School,private,10861,35.11107,-120.60301,220,,4
3635,Arroyo Grande,Highland Preparatory School,private,11418,35.118702,-120.60401,,,
3636,Arroyo Grande,Highland Preparatory School,private,26739,35.12,-120.59,,,
3637,Arroyo Grande,Lopez Continuation High School,public,6787,35.06402,-120.59687,108,,5
3638,Arroyo Grande,Lucia Mar Adult,public,13839,35.06612,-120.59439,,,
3639,Arroyo Grande,Valley View Adventist Academy,private,11520,35.123756,-120.58418,50,,5
3640,Atascadero,Atascadero High School,public,6764,35.48394,-120.67107,1331,7,4
3641,Atascadero,Cornerstone Christian,private,16619,35.475716,-120.682526,,,
3642,Atascadero,Del Rio Continuation High School,public,6774,35.457207,-120.64124,63,,4
3643,Atascadero,Mountain View Christian Academy,private,26304,35.465855,-120.66392,,,
3644,Atascadero,North County Christian,private,9269,35.488483,-120.66858,,,5
3645,Atascadero,Shanan School,private,16626,35.5054,-120.696,,,
3646,Atascadero,West Mall Alternative School,public,11143,35.514317,-120.68843,90,3,5
3647,Morro Bay,Morro Bay High School,public,6820,35.38008,-120.85726,860,8,4
3648,San Luis Obispo,Grizzly Challenge Charter School,charter,12532,35.325275,-120.73238,240,,4
3649,San Luis Obispo,Liberty Christian School,private,24007,35.240276,-120.67782,,,
3650,San Luis Obispo,Lindamood-Bell Academy,private,32416,35.27576,-120.669975,250,,
3651,San Luis Obispo,Mission College Preparatory Catholic High School,private,8188,35.281128,-120.66614,374,,4
3652,San Luis Obispo,Pacific Beach High School,public,6823,35.25337,-120.68779,52,,5
3653,San Luis Obispo,Peep - De'Groot - Prepare School,public,24839,35.279587,-120.64949,1,,
3654,San Luis Obispo,San Luis Coastal Usd Adult,public,14889,35.281067,-120.64972,,,
3655,San Luis Obispo,San Luis County Special Education School,public,12409,35.33395,-120.74295,40,,
3656,San Luis Obispo,San Luis Obispo Classical Academy,private,16625,35.295444,-120.653275,340,,4
3657,San Luis Obispo,San Luis Obispo County Community School,public,14139,35.333702,-120.74261,176,,3
3658,San Luis Obispo,San Luis Obispo High School,public,6824,35.282413,-120.65256,1395,9,4
3659,San Luis Obispo,Slo Christian Academy,private,26305,35.292816,-120.68727,,,
3660,San Luis Obispo,Slo Christian Academy,private,30757,35.290157,-120.69182,39,,
3661,San Luis Obispo,The Pinehurst Academy,private,16623,35.2798,-120.661095,,,
3662,Atherton,Menlo School,private,8548,37.4534,-122.1897,795,,4
3663,Atherton,Menlo-Atherton High School,public,6951,37.459106,-122.17331,2275,7,4
3664,Atherton,"Sacred Heart Schools, Atherton",private,8162,37.44919,-122.196465,,,4
3665,Atherton,"Sacred Heart Schools, Atherton",private,24463,37.44818,-122.19416,,,4
3666,Belmont,Carlmont High School,public,6950,37.50758,-122.28908,2183,9,4
3667,Belmont,Notre Dame High School,private,10007,37.515526,-122.287285,448,,4
3668,Burlingame,American Advanced Academy,private,26306,37.59117,-122.360504,43,,
3669,Burlingame,Burlingame High School,public,6976,37.58202,-122.3486,1339,9,4
3670,Burlingame,Design Tech High,charter,32204,37.598133,-122.37937,550,,
3671,Burlingame,Mercy High School,private,8153,37.581505,-122.383415,387,,3
3672,Burlingame,The Avalon Academy,private,17363,37.5975,-122.3669,18,,
3673,Daly City,Adult Education Division,public,14062,37.66842,-122.47754,,,
3674,Daly City,Bridgemont High School,private,8969,37.690228,-122.4597,,,5
3676,Daly City,Jefferson High School,public,6880,37.695805,-122.46473,1162,5,4
3677,Daly City,Spectrum Center - Daly City,private,30766,37.66784,-122.48134,48,,
3678,Daly City,Summit Public School: Shasta,charter,31109,37.66804,-122.47855,452,9,5
3679,Daly City,Thornton High School,public,6879,37.69129,-122.46431,121,,3
3680,Daly City,Westmoor High School,public,6883,37.683475,-122.48473,1669,8,4
3681,East Palo Alto,Aspire East Palo Alto Charter,charter,32442,37.468273,-122.12775,,5,
3682,East Palo Alto,East Palo Alto Academy,charter,27100,37.463306,-122.13124,308,2,
3683,East Palo Alto,Eastside College Preparatory School,private,11392,37.463543,-122.13225,336,,5
3684,East Palo Alto,Oxford Day Academy,charter,32722,37.46586,-122.13272,,,
3685,Half Moon Bay,Half Moon Bay High School,public,6855,37.473213,-122.42846,1020,8,3
3686,Half Moon Bay,La Costa Adult,public,14064,37.46239,-122.43559,,,
3687,Half Moon Bay,Pilarcitos Alternative High (Continuation) School,public,6858,37.464203,-122.43542,37,,5
3688,Hillsborough,Crystal Springs Uplands School,private,8680,37.557514,-122.33827,356,,4
3689,Menlo Park,Alto International School,private,9696,37.461685,-122.1572,260,,4
3690,Menlo Park,Jubilee Academy,private,26311,37.42717,-122.20337,,,
3691,Menlo Park,Lydian Academy,private,24010,37.45189,-122.18017,75,,4
3692,Menlo Park,Mid-Peninsula High School,private,9279,37.47637,-122.15167,110,,5
3693,Menlo Park,Sequoia District Adult Education,public,14875,37.471497,-122.20312,,,
3694,Millbrae,Mills High School,public,6979,37.593163,-122.38911,1198,9,4
3695,Pacifica,Oceana High School,public,6881,37.636894,-122.48687,622,8,4
3696,Pacifica,Pacific Bay Christian School ,private,8930,37.588356,-122.49286,251,,4
3697,Pacifica,Terra Nova High School,public,6882,37.592476,-122.47565,1012,8,4
3699,Redwood City,Canyon Oaks Youth Center,public,24712,37.475777,-122.28041,10,,
3700,Redwood City,Compass High School,private,31559,37.518917,-122.24876,,,
3701,Redwood City,Daytop Preparatory,private,16632,37.469,-122.223,,,
3702,Redwood City,Everest Public High,charter,25118,37.473774,-122.20386,376,4,3
3703,Redwood City,Redwood High School,public,6952,37.4945,-122.24451,273,,5
3704,Redwood City,San Mateo County Rop School,public,15005,37.525925,-122.26363,,,
3706,Redwood City,Seaport Academy,private,26313,37.47369,-122.203545,7,,5
3707,Redwood City,Sequoia High School,public,6953,37.48606,-122.23739,2143,6,4
3708,Redwood City,Summit Preparatory Charter High School,charter,17017,37.486454,-122.21044,420,8,4
3709,Redwood City,Wherry Academy,private,9942,37.473576,-122.203255,16,,4
3710,Redwood City,Wings Learning Center,private,17368,37.489887,-122.22894,39,,5
3711,Redwood City,Wings Learning Center,private,26318,37.482445,-122.22529,41,,
3712,Redwood City,Woodside Hills Christian Academy,private,16639,37.464058,-122.24268,105,,3
3713,San Bruno,Capuchino High School,public,6977,37.60994,-122.40628,1127,7,4
3714,San Bruno,Five Keys Charter (SF Sheriff'S) School,charter,12372,37.62711,-122.46032,382,,5
3715,San Bruno,Peninsula High,public,31142,37.61302,-122.42802,203,3,
3717,San Carlos,West Bay High School,private,11531,37.495632,-122.24778,,,5
3718,San Mateo,Alpha Beacon Christian School CLOSED 06-2014,private,9442,37.523994,-122.30431,80,,4
3719,San Mateo,Aragon High School,public,6975,37.551655,-122.32847,1473,9,4
3720,San Mateo,Compass High School,private,27222,37.54649,-122.3121,27,,5
3721,San Mateo,Fusion Academy San Mateo,private,26310,37.54461,-122.32119,55,,3
3722,San Mateo,Futures Academy - San Mateo,private,31734,37.55859,-122.2798,60,,
3723,San Mateo,Gateway Center,public,16983,37.51329,-122.3351,30,,
3724,San Mateo,Hillsdale High School,public,6978,37.532227,-122.31511,1375,8,4
3725,San Mateo,Junipero Serra High School,private,8136,37.54576,-122.3172,880,,4
3726,San Mateo,La Escuelita Christian Academy,private,31562,37.574528,-122.32339,,,
3727,San Mateo,Margaret J. Kemp,public,31176,37.51129,-122.33863,15,,
3728,San Mateo,Martha Williams School,private,16637,37.566216,-122.31655,,,5
3729,San Mateo,Pacific Rim International School,private,31563,37.579445,-122.33566,,,
3730,San Mateo,San Mateo Adult,public,14763,37.577877,-122.32837,,,
3731,San Mateo,San Mateo High School,public,6981,37.57719,-122.33103,1615,7,4
3732,San Mateo,Stanbridge Academy,private,9901,37.575325,-122.33028,100,,4
3733,San Mateo,Walden School,private,16640,37.5145,-122.3351,,,
3740,Woodside,Woodside High School,public,6954,37.442646,-122.23064,1781,7,4
3741,Buellton,Oak Tree Christian,private,16649,34.6102,-120.1854,,,
3742,Carpinteria,Carpinteria Senior High School,public,4829,34.409447,-119.51755,648,6,4
3743,Carpinteria,Cate School,private,8551,34.402714,-119.479836,280,,4
3744,Carpinteria,Foothill Alternative High School,public,11146,34.410313,-119.51924,10,,
3745,Carpinteria,Hammer School,private,26328,34.399433,-119.51073,,,
3747,Goleta,Dos Pueblos Senior High School,public,4894,34.43888,-119.88043,2130,8,4
3748,Lompoc,Cabrillo High School,public,4858,34.712597,-120.47357,1463,7,3
