,City,Sname,Type,gsId,Lat,Lon,Enrollment,gsRating,ParentRating
0,Alameda,Alameda Community Learning Center,charter,11902,37.779053,-122.28703,360,8,4
1,Alameda,Alameda High School,public,1,37.764294,-122.24807,1853,9,4
2,Alameda,Alameda Science And Technology Institute,public,14052,37.779884,-122.28052,175,10,4
3,Alameda,"Applied Scholastics Academy, East Bay",private,17140,37.76968,-122.24931,13,,5
4,Alameda,Children's Learning Center,private,10045,37.76858,-122.25329,,,5
5,Alameda,Chinese American Schools - Alameda,private,25837,37.725845,-122.23934,,,
6,Alameda,Encinal Junior/Senior High,public,6,37.772766,-122.289,1336,6,4
7,Alameda,Island High (Continuation) School,public,9,37.775723,-122.28124,117,,4
9,Alameda,Saint Joseph Notre Dame High School,private,8234,37.765614,-122.25512,443,,4
10,Albany,Albany High School,public,19,37.89666,-122.29257,1210,9,4
11,Albany,Macgregor High (Continuation) School,public,22,37.89642,-122.29211,16,,2
12,Albany,Tilden Preparatory School,private,24472,37.890675,-122.294975,120,,5
13,Berkeley,Bayhill High School,private,17417,37.876,-122.27173,80,,5
14,Berkeley,Berkeley Adult,public,14417,37.87318,-122.29158,,,
15,Berkeley,Berkeley High School,public,25,37.86891,-122.2712,3205,8,4
16,Berkeley,Berkeley Technology Academy,public,12572,37.85974,-122.27171,64,2,5
17,Berkeley,Maybeck High School,private,8815,37.861164,-122.25296,92,,5
18,Berkeley,Realm Charter High School,charter,25570,37.867477,-122.29492,366,2,5
19,Berkeley,Saint Mary's College High School,private,11245,37.8823,-122.28367,,,4
20,Berkeley,Via Center,private,10161,37.865643,-122.29717,,,5
21,Dublin,Dublin Adult Education,public,13725,37.70954,-121.92146,,,
22,Dublin,Dublin High School,public,56,37.720997,-121.92639,2273,10,4
23,Dublin,The Quarry Lane School,private,10327,37.727722,-121.86985,673,,4
24,Dublin,Valley Christian Middle School & High School,private,11515,37.702232,-121.95373,686,,4
25,Dublin,Valley High (Continuation) School,public,60,37.709167,-121.92118,56,,3
26,Fremont,Alsion Montessori Middle / High School,private,24142,37.532295,-121.913795,60,,4
27,Fremont,American High School,public,66,37.563644,-122.01747,2093,10,4
28,Fremont,Averroes High School,private,25835,37.51951,-121.946014,52,,
29,Fremont,California School For The Blind,public,12629,37.562576,-121.96563,47,,
30,Fremont,California School For The Deaf-Fremont,public,12297,37.558956,-121.96551,392,1,4
31,Fremont,Circle of Independent Learning School,charter,75,37.537964,-121.99206,304,6,5
32,Fremont,Family Learning Center,private,15818,37.5486,-122.0191,,,1
33,Fremont,Fremont Adult,public,14027,37.538033,-121.99084,,,
34,Fremont,Fremont Christian School,private,8603,37.550518,-122.01925,620,,4
35,Fremont,Irvington High School,public,85,37.522655,-121.96902,2253,9,5
36,Fremont,John F. Kennedy High School,public,86,37.5284,-121.98312,1401,7,3
37,Fremont,Mills Academy,private,23783,37.4821,-121.920334,,,
38,Fremont,Mission Peak Christian,private,8716,37.5293,-121.9558,,,
39,Fremont,Mission San Jose High School,public,94,37.54504,-121.93193,2069,10,4
40,Fremont,Mission Valley Rocp School,public,15031,37.527996,-121.98347,,,
41,Fremont,Robertson High (Continuation) School,public,100,37.51863,-121.96492,204,,5
42,Fremont,Seneca Center,private,24476,37.53233,-121.962685,21,,5
45,Fremont,Washington High School,public,106,37.552082,-121.99484,1822,8,4
46,Fremont,Young Adult Program,public,31094,37.53812,-121.99201,23,,
47,Hayward,A Shepherd's Heart Christian School,private,25833,37.658833,-122.09631,,,
48,Hayward,Alameda County Community,public,13988,37.65821,-122.09713,253,,5
49,Hayward,Alternative Learning Academy At Conley-Caraballo High,public,16834,37.61521,-122.02875,13,,5
50,Hayward,Brenkwitz High School,public,109,37.671955,-122.09895,193,,5
51,Hayward,California Crosspoint Academy,private,30599,37.636845,-122.11439,200,,
53,Hayward,East Bay Arts High School,public,17040,37.668976,-122.11506,192,4,4
54,Hayward,Eden Area Rop School,public,15030,37.634544,-122.09874,,,
55,Hayward,Hayward Adult,public,14702,37.672623,-122.09814,,,
56,Hayward,Hayward High School,public,121,37.672676,-122.06992,1580,4,3
57,Hayward,Highland,public,32004,37.661938,-122.05792,8,,
58,Hayward,Impact Academy of Arts and Technology,charter,17502,37.630905,-122.10272,700,6,4
59,Hayward,Kingdom Builder Christian Private School,private,25847,37.63339,-122.07889,,,
60,Hayward,Leadership Public Schools - Hayward,charter,24625,37.62419,-122.0879,533,9,5
61,Hayward,Liber Academy of Hayward,private,15824,37.6623,-122.0559,,,
62,Hayward,Liber Community School,private,25848,37.67862,-122.08818,,,
63,Hayward,Moreau Catholic High School,private,8228,37.64442,-122.06009,946,,4
64,Hayward,Mount Eden High School,public,127,37.625313,-122.09056,2009,6,3
65,Hayward,Peaceful Learning School,private,25852,37.630264,-122.10409,,,
67,Hayward,Silver Oak High School - Public Montessori Charter,charter,27149,37.662285,-122.07465,200,5,5
68,Hayward,Spectrum Center - Mission,private,24503,37.672577,-122.09802,,,
69,Hayward,Stellar Preparatory High School,private,25855,37.677094,-122.0719,,,3
70,Hayward,Tennyson High School,public,137,37.642548,-122.06596,1294,1,3
71,Hayward,Victory Academy,private,15344,37.668167,-122.06808,,,
72,Livermore,Celebration Academy,private,12909,37.7097,-121.73449,,,
73,Livermore,Del Valle Continuation High School,public,146,37.6789,-121.76674,132,,5
74,Livermore,Granada High School,public,148,37.675205,-121.78984,2059,9,4
75,Livermore,Livermore Adult,public,14551,37.67688,-121.74036,,,
76,Livermore,Livermore High School,public,151,37.680527,-121.76173,1794,8,4
77,Livermore,Selah Christian School,private,23784,37.685516,-121.73447,,,
78,Livermore,Sonrise Christian Academy,private,15834,37.70499,-121.70061,,,
79,Livermore,Squaw Valley Academy Bay Area,private,32370,37.706795,-121.81537,78,,
80,Livermore,Tri-Valley Rop School,public,15029,37.66908,-121.77403,,,
81,Livermore,Vine And Branches Christian Schools,private,15839,37.679607,-121.74353,,,
82,Livermore,Vineyard Alternative School,public,10866,37.677174,-121.73987,89,,5
83,Newark,Bridgepoint High (Continuation) School,public,173,37.550556,-122.03779,76,,5
85,Newark,Newark Adult,public,14217,37.55061,-122.03793,,,
86,Newark,Newark Memorial High School,public,180,37.522095,-122.00175,1767,5,3
87,Oakland,Agnes Memorial Christian Academy,private,9569,37.783047,-122.23424,,,3
88,Oakland,Alternatives in Action,charter,11903,37.764496,-122.195404,165,,4
89,Oakland,American Christian Academy,private,17126,37.7927,-122.208,,,
90,Oakland,American Indian Public High School,charter,16974,37.811176,-122.251045,229,6,3
91,Oakland,Arise High School,charter,17573,37.77616,-122.22506,263,4,3
92,Oakland,Aspire Golden State College Preparatory Academy,charter,24802,37.759098,-122.19807,578,4,3
93,Oakland,Aspire Lionel Wilson College Preparatory Academy,charter,12584,37.729385,-122.18048,531,4,3
94,Oakland,Bay Area Technology School,charter,13627,37.76625,-122.154396,320,2,4
95,Oakland,Bayhill High School,private,26685,37.807617,-122.24896,,,
96,Oakland,Baywood Learning Centers,private,23780,37.79007,-122.16501,25,,
97,Oakland,Bishop O Dowd High School,private,8225,37.75353,-122.15511,1200,,4
98,Oakland,Candell's College Preparatory Academy,private,15186,37.768364,-122.13668,,,
99,Oakland,Candell's College Preparatory School,private,15813,37.7664,-122.175705,90,,4
100,Oakland,Castlemont High,public,25806,37.759537,-122.16291,564,1,
101,Oakland,Civicorps Corpsmember Academy,charter,17431,37.79877,-122.28552,80,,
102,Oakland,Clara Mohammed School,private,11258,37.77234,-122.2094,,,5
103,Oakland,Clickstudy International,private,15817,37.807613,-122.26576,,,
104,Oakland,Coliseum College Prep Academy,public,17091,37.761974,-122.19337,482,4,3
105,Oakland,Community Day School,public,14591,37.78844,-122.17803,18,,
106,Oakland,Conservatory Of Vocal/Instrumental Arts High,charter,32014,37.789555,-122.16561,100,,
107,Oakland,Cornerstone Christian Academy,private,30603,37.7908,-122.198395,,,
108,Oakland,Dewey Academy,public,200,37.796703,-122.25817,201,,5
109,Oakland,Doulos Academy,private,31225,37.84036,-122.21681,,,
110,Oakland,E.M. University of Science & Technology School,private,25838,37.81764,-122.27474,,,
111,Oakland,East Bay Innovation Academy,charter,31946,37.74605,-122.14112,490,6,
112,Oakland,Edward Shands Adult,public,14632,37.818665,-122.27894,,,
113,Oakland,Elijah's University for Self-Development School,private,25840,37.817726,-122.274765,,,4
114,Oakland,Emery Secondary School,public,63,37.835667,-122.28124,183,4,3
115,Oakland,Envision Academy For Arts & Technology,charter,16870,37.80452,-122.26815,407,3,3
116,Oakland,Fred Finch-Oakland Hills Academy,private,15510,37.800392,-122.20576,11,,1
118,Oakland,Fremont High,public,26957,37.7744,-122.20972,773,1,
119,Oakland,Gateway To College at Laney College School,public,25123,37.797153,-122.26377,90,1,5
120,Oakland,Head-Royce School,private,8679,37.808926,-122.204926,875,,4
121,Oakland,Hillview Christian Academy,private,15820,37.8352,-122.2626,,,
122,Oakland,Holy Names High School,private,8224,37.839413,-122.23093,138,,4
123,Oakland,Home And Hospital Program,public,25135,37.807766,-122.28941,3,,
124,Oakland,I.Q.R.A.A.Educational Academy& Services,private,25845,37.77333,-122.17783,,,
125,Oakland,"Independent Study, Sojourner Truth School",public,13752,37.766766,-122.15353,193,1,4
127,Oakland,Lamb-O Academy,private,24020,37.800022,-122.27322,12,,5
128,Oakland,Life Academy,public,11905,37.784286,-122.21676,473,3,5
129,Oakland,Lighthouse Community Charter High School,charter,14112,37.73705,-122.19663,214,6,4
130,Oakland,Lodestar: A Lighthouse Community Charter Public,charter,32485,37.797176,-122.21629,,,
131,Oakland,Madison Park Academy 6-12,public,234,37.727776,-122.17918,691,3,4
132,Oakland,Mcclymonds High School,public,15024,37.817863,-122.27863,318,2,4
133,Oakland,Mentoring Academy,private,31226,37.848022,-122.25242,24,,
134,Oakland,Metwest High School,public,12550,37.79511,-122.25823,163,4,4
135,Oakland,Muhammad Institute Of Islam,private,31228,37.796665,-122.20646,,,
136,Oakland,Muhammad University Of Islam,private,15128,37.77237,-122.201126,,,4
137,Oakland,Neighborhood Centers Adult Education,public,14231,37.793888,-122.25135,,,
139,Oakland,Oakland Charter High School,charter,17494,37.785854,-122.21961,475,9,3
140,Oakland,Oakland High School,public,247,37.80529,-122.23652,1583,2,3
141,Oakland,Oakland International High School,public,17625,37.833534,-122.26018,373,1,5
142,Oakland,"Oakland Military Institute, College Preparatory Academy",charter,14667,37.829388,-122.27231,646,3,4
143,Oakland,Oakland School for the Arts,charter,12307,37.808144,-122.270645,784,8,4
144,Oakland,Oakland Technical High School,public,248,37.831726,-122.25413,2016,7,4
145,Oakland,Oakland Unity High School,charter,12385,37.773705,-122.18548,337,5,4
146,Oakland,Opportunity Academy,charter,32565,37.783497,-122.23538,,,
147,Oakland,Patten Academy Of Christian Education,private,8477,37.786083,-122.21875,110,,4
148,Oakland,Pentecostal Way Of Truth School Academy,private,13066,37.8056,-122.29782,8,,1
149,Oakland,Ralph J. Bunche High School,public,24836,37.8132,-122.28784,75,2,5
150,Oakland,Rudsdale Continuation School,public,203,37.76625,-122.15439,158,2,4
151,Oakland,SAT: Skinner Academic Tutoring,private,27312,37.831215,-122.263885,10,,
152,Oakland,Saint Elizabeth High School,private,8208,37.778687,-122.22228,154,,3
153,Oakland,Skyline High School,public,259,37.797497,-122.1636,1845,4,4
154,Oakland,Spectrum Center,private,30765,37.772446,-122.18266,66,,
155,Oakland,Spectrum Center-Camden,private,10126,37.7728,-122.1825,,,5
156,Oakland,St. Andrew M.B.C. Private P. C. P. C.,private,15836,37.817078,-122.273895,,,
157,Oakland,St. Andrew Missionary Baptist,private,15105,37.8099,-122.2693,,,
158,Oakland,Street Academy (Alternative),public,262,37.81784,-122.26548,113,,5
159,Oakland,The College Preparatory School,private,8692,37.84815,-122.239525,363,,5
160,Oakland,West Wind Academy,private,23786,37.826935,-122.252045,,,
161,Oakland,Williams Academy,private,23787,37.80812,-122.23913,,,
162,Oakland,Young Adult Program,public,30953,37.801582,-122.27208,,,
163,Piedmont,Millennium High Alternative School,public,274,37.822803,-122.23393,70,,
164,Piedmont,Piedmont Adult Education,public,14623,37.823395,-122.2325,,,
165,Piedmont,Piedmont High School,public,275,37.823673,-122.2329,800,10,4
166,Pleasanton,Amador Valley High School,public,279,37.668297,-121.87327,2628,9,4
167,Pleasanton,Foothill High School,public,282,37.671577,-121.91994,2085,9,4
168,Pleasanton,Futures Academy - Pleasanton,private,32760,37.692513,-121.893005,,,
169,Pleasanton,Hillview Christian Academy,private,25844,37.67366,-121.89026,,,
170,Pleasanton,Lighthouse Baptist School,private,15826,37.659492,-121.87301,23,,3
171,Pleasanton,Pleasanton Adult And Career Education,public,14232,37.656147,-121.87517,,,
172,Pleasanton,Village High School,public,288,37.65519,-121.87514,104,,5
173,San Leandro,Anchor Education,private,26676,37.719925,-122.16893,,,
174,San Leandro,International Christian School,private,9639,37.686047,-122.13501,,,3
175,San Leandro,Jesus Christ is Lord Academy,private,15822,37.7006,-122.1843,,,
176,San Leandro,Lincoln High (Continuation) School,public,294,37.708317,-122.15987,130,,4
177,San Leandro,San Leandro Adult,public,14237,37.6954,-122.16092,,,
178,San Leandro,San Leandro High School,public,300,37.71713,-122.14256,2597,4,3
179,San Leandro,Seneca Family Of Agencies - James Baldwin Academy,private,10159,37.708557,-122.11176,78,,4
180,San Leandro,Stars High School,private,13490,37.72657,-122.149086,,,5
182,Union City,Decoto School For Independent Study,public,26956,37.606995,-122.0271,154,1,
183,Union City,James Logan high school,public,170,37.592495,-122.02604,3900,7,4
184,Union City,New Haven Adult,public,14286,37.58993,-122.02686,,,
185,Union City,Purple Lotus Buddhist School,private,11481,37.59959,-122.02267,45,,4
186,Union City,Spectrum Center-Mission Valley Campus,private,15835,37.6061,-122.0273,,,5
187,Union City,Union City Christian School,private,10548,37.591373,-122.03457,,,5
188,Jackson,Amador County Rop School,public,15033,38.352665,-120.77703,,,
190,Jackson,Argonaut High School,public,323,38.353825,-120.79177,498,6,4
191,Sutter Creek,Amador High School,public,322,38.398773,-120.8097,645,8,3
192,Sutter Creek,County Community School,public,14685,38.377472,-120.80822,18,,
193,Sutter Creek,Independence High (Continuation) School,public,324,38.377735,-120.80852,55,,5
195,Biggs,Biggs High School,public,335,39.416092,-121.70642,169,4,3
196,Biggs,Biggs Secondary Community Day School,public,13942,39.41499,-121.7038,7,,
197,Chico,Academy For Change,public,17021,39.758522,-121.85838,14,,
198,Chico,American Christian Academy,private,24145,39.7629,-121.84079,,,
199,Chico,American Christian Academy - Ext,private,15841,39.726887,-121.8216,,,
200,Chico,Butte County Community School - Lead,public,32018,39.71663,-121.8153,23,,
201,Chico,Butte County Rop School,public,15035,39.71553,-121.80438,,,
202,Chico,Center For Alternative Learning,public,25803,39.758465,-121.85846,22,1,
203,Chico,Champion Christian School,private,9973,39.756233,-121.85015,8,,5
204,Chico,Chico High School,public,340,39.735928,-121.84452,1797,7,4
205,Chico,Core Butte Charter School,charter,17468,39.75179,-121.852,693,6,4
206,Chico,Fair View High (Continuation) School,public,344,39.758827,-121.85785,202,,5
207,Chico,Inspire School of Arts and Sciences,charter,25413,39.735165,-121.84863,444,8,5
208,Chico,International Christian School,private,15843,39.83981,-121.77836,,,
209,Chico,Liberty Academy,private,23789,39.80956,-121.88883,,,
210,Chico,Loma Vista School,public,12144,39.75962,-121.81517,31,,4
212,Chico,Pivot Charter School North Valley,charter,25802,39.74741,-121.79228,86,3,
213,Chico,Pleasant Valley Baptist School,private,11270,39.79018,-121.89133,25,,4
214,Chico,Pleasant Valley High School,public,354,39.76116,-121.81713,1816,9,3
215,Chico,"Progressive Schoolhouse, The",private,13078,39.71878,-121.795715,,,
216,Chico,Rose Scott Open-Structure School,private,25862,39.74127,-121.832985,,,
217,Chico,Zanella Academy,private,15356,39.7638,-121.818794,,,
218,Gridley,Esperanza High (Continuation) School,public,366,39.3652,-121.69326,34,,4
219,Gridley,Gridley High School,public,367,39.36701,-121.6843,617,5,3
220,Oroville,Amy Carmichael Christian Academy,private,15148,39.513973,-121.59454,,,
221,Oroville,Butte County Special Education School,public,12621,39.512653,-121.55663,69,,
222,Oroville,Come Back Butte Charter,charter,32570,39.52438,-121.57068,,,
223,Oroville,Golden Adventure Bible School,private,23788,39.461445,-121.55686,,,
224,Oroville,Ipakanni Early College Charter,charter,25227,39.51306,-121.55368,54,2,
225,Oroville,Las Plumas High School,public,380,39.480408,-121.541,1092,5,3
226,Oroville,Learning Community Charter School,charter,10874,39.525715,-121.5783,279,3,
227,Oroville,Oroville Adult Education Career And Technical Center,public,13838,39.509937,-121.54492,,,
228,Oroville,Oroville High Community Day School,public,13935,39.52241,-121.56952,29,,
229,Oroville,Oroville High School,public,381,39.51432,-121.54591,969,5,3
230,Oroville,Prospect High (Continuation) School,public,382,39.521374,-121.5696,129,,4
231,Oroville,Sierra School Of Butte County,private,25863,39.513187,-121.54599,,,
232,Oroville,Solid Rock Ranch School,private,17134,39.6268,-121.5309,,,1
233,Paradise,Achieve Charter High,charter,32571,39.755367,-121.60713,,,
234,Paradise,Barrettsvilla,private,31233,39.750942,-121.62237,,,
235,Paradise,Champion Christian School,private,31234,39.75591,-121.60738,,,
236,Paradise,Gill Family Home School,private,25861,39.742897,-121.60835,,,
237,Paradise,Hometech Charter School,charter,10877,39.756542,-121.62634,147,,5
238,Paradise,Honey Run Academy Secondary,public,14224,39.752247,-121.60983,18,,1
240,Paradise,Paradise Adventist Academy,private,9042,39.753975,-121.61805,140,,4
241,Paradise,Paradise Christian School,private,15845,39.77123,-121.58621,21,,
242,Paradise,Paradise Christian School,private,9316,39.75,-121.64,,,
243,Paradise,Paradise Elearning Academy,public,25381,39.761658,-121.61238,56,3,
244,Paradise,Paradise Senior High School,public,393,39.761627,-121.6135,1083,7,3
245,Paradise,Paradise eLearning Charter Academy,private,25291,39.76193,-121.61242,20,,5
246,Paradise,The Legacy of Learning Academy,private,15844,39.752766,-121.62253,,,
248,Angels Camp,Bret Harte Union High School,public,637,38.081078,-120.55182,674,7,4
249,Angels Camp,Calaveras County Adult Education Consortium,public,14428,38.080814,-120.55523,,,
250,Angels Camp,Calaveras County Special Education (Selpa) School,public,13643,38.078896,-120.55324,35,,1
251,Angels Camp,John Vierra High School,public,10879,38.07942,-120.55214,17,,4
252,Colusa,Charity Baptist Academy,private,17135,39.1951,-122.008,,,5
253,Colusa,Colusa Alternative High (Continuation) School,public,621,39.199238,-122.02091,18,,
254,Colusa,Colusa Alternative Home School,public,10883,39.2107,-122.01657,59,2,
255,Colusa,Colusa High School,public,622,39.2008,-122.0207,371,5,5
256,Colusa,Landmark Baptist Academy,private,31236,39.18959,-122.00592,,,
257,Williams,Coastal Buttes,public,12427,39.159595,-122.13708,,,
258,Williams,Colusa County Community School,public,14255,39.160046,-122.13647,8,,
259,Williams,Mid Valley High (Continuation) School,public,632,39.15374,-122.15548,22,,4
260,Williams,Williams Junior/Senior High School,public,634,39.15525,-122.1566,547,2,3
261,Antioch,Antioch Adult,public,14407,38.01712,-121.81679,,,
262,Antioch,Antioch Christian Academy,private,31238,37.992294,-121.83069,,,
263,Antioch,Antioch High School,public,407,38.005116,-121.81786,1798,3,3
264,Antioch,Bidwell Continuation High School,public,16839,37.999878,-121.79336,201,,5
265,Antioch,Bridges School,public,14067,38.00597,-121.81311,7,,3
266,Antioch,California Educational Alternatives School,private,25872,38.017086,-121.81339,,,
267,Antioch,Cornerstone Christian School,private,13114,38.004917,-121.77922,,,4
268,Antioch,Deer Valley High School,public,412,37.96573,-121.77968,2431,5,3
269,Antioch,Dozier-Libbey Medical High School,public,24717,37.94807,-121.76817,685,7,4
270,Antioch,East County Elementary Special Education School,public,14855,38.003796,-121.85055,47,,4
271,Antioch,Heritage Baptist Academy,private,9506,37.956566,-121.7517,93,,4
272,Antioch,La Cheim School,private,9327,38.007824,-121.812325,9,,
273,Antioch,Live Oak High (Continuation) School,public,417,38.006065,-121.8126,143,,5
274,Antioch,New Horizon Academy,private,31242,37.964367,-121.79765,,,
275,Antioch,Paideia Academy,private,23799,37.993095,-121.79969,,,
276,Antioch,Prospects High (Alternative) School,public,10884,38.016968,-121.81619,380,2,5
277,Antioch,RLS Center for Education,private,25881,37.98836,-121.81597,,,
278,Antioch,Resilience School of Health,private,24460,37.998543,-121.83622,,,
279,Antioch,Shining Star Christian Academy,private,15865,38.0073,-121.7844,,,
280,Antioch,Steppingstones Academy,private,15370,37.994,-121.8003,,,
281,Antioch,Zion Christian Academy,private,15357,38.0169,-121.81229,,,
282,Brentwood,Bouton-Shaw Academy,private,25870,37.95482,-121.69725,,,
283,Brentwood,Delta Christian Academy,private,17137,37.9226,-121.7055,,,
284,Brentwood,Discovery Christian School,private,25873,37.924843,-121.68533,44,,5
285,Brentwood,Far East County Programs School,public,14850,37.9349,-121.6951,101,1,
286,Brentwood,Heritage Cccoe Special Education Programs School,public,24800,37.92518,-121.75251,73,,
288,Brentwood,Independence High School,public,11923,37.93566,-121.69596,328,3,5
289,Brentwood,La Paloma High (Continuation) School,public,446,37.91992,-121.68167,158,,4
290,Brentwood,Liberty Adult Education,public,14402,37.935505,-121.69699,,,
292,Brentwood,Lighthouse Christian Academy,private,15860,37.93439,-121.71262,,,
293,Clayton,American Christian Academy - Ext,private,25868,37.94006,-121.92811,,,
294,Clayton,Matthew Thornton Academy,private,23796,37.92644,-121.93122,,,5
295,Concord,"Anova Center For Education, Site 2",private,31237,37.99328,-122.02644,,,
296,Concord,Anova Education - ACE Contra Costa,private,27295,37.976704,-122.05385,60,,
297,Concord,Calvary Christian,private,15851,37.9777,-122.0151,,,
298,Concord,Calvary Christian School,private,31239,37.978123,-122.01513,,,
299,Concord,Carondelet High School,private,8232,37.93341,-122.033485,805,,4
300,Concord,Concord High School,public,467,37.976475,-121.9886,1555,6,4
301,Concord,Crossroads High (Continuation) School,public,468,37.979416,-122.02773,39,,5
302,Concord,De La Salle High School Of Concord,private,8231,37.934155,-122.031746,1038,,4
303,Concord,Diablo Community Day School,public,13880,37.94489,-122.04434,11,,1
304,Concord,Diablo Valley,private,11388,37.974068,-122.0247,43,,5
305,Concord,Floyd I. Marchus School,public,12496,37.99571,-122.04719,107,1,5
306,Concord,Loma Vista Adult Center,public,27152,37.96874,-122.02691,,,
307,Concord,Mt. Diablo High School,public,485,37.982655,-122.03674,1307,3,3
308,Concord,Olympic Continuation High School,public,489,37.980698,-122.02809,326,,4
309,Concord,"Seneca Family Of Agencies, Olivera School",private,15300,37.995487,-122.03594,36,,5
310,Concord,Spectrum Center - Ygnacio Campus,private,26812,37.95122,-122.03529,9,,
312,Concord,"Spectrum Center, Inc.-Ygnacio Campus",private,23801,37.93471,-122.025955,,,
314,Concord,The Cameron Academy,private,15852,37.9671,-122.0357,,,
315,Concord,Wood-Rose College Preparatory,private,15874,37.947,-121.9686,,,
316,Concord,Ygnacio Valley High School,public,511,37.936672,-122.02325,1139,3,3
317,Danville,Del Amigo High (Continuation) School,public,539,37.826927,-122.01086,43,,3
318,Danville,Monte Vista High School,public,547,37.844788,-121.98231,2348,10,4
319,Danville,San Ramon Valley Christian Academy,private,9168,37.830547,-121.99958,300,,4
320,Danville,San Ramon Valley High School,public,551,37.826714,-122.00532,2103,10,4
321,Danville,The Athenian School,private,8693,37.833244,-121.950645,490,,5
322,El Cerrito,El Cerrito Senior High School,public,575,37.9066,-122.29484,1429,5,4
323,El Cerrito,Hb6 Christian Academy,private,23794,37.920788,-122.31965,,,
324,El Cerrito,Summit Public School K2,charter,31759,37.92577,-122.31341,224,4,
325,Hercules,Hercules High School,public,11927,37.99974,-122.25197,980,5,3
326,Lafayette,Acalanes High School,public,402,37.904312,-122.09906,1423,10,4
327,Lafayette,Bentley Upper,private,12867,37.892254,-122.150475,323,,4
328,Lafayette,Springstone Community High School,private,23802,37.892323,-122.10321,,,5
329,Lafayette,"Springstone School, The",private,15870,37.892593,-122.10306,,,5
330,Martinez,Alhambra Senior High School,public,448,38.002495,-122.13371,1179,7,3
331,Martinez,Briones (Alternative) School,public,10886,38.000854,-122.13067,54,,5
332,Martinez,Martinez Adult High,public,14825,38.000496,-122.13094,,,
333,Martinez,New Vistas Christian School,private,9324,38.00795,-122.1012,,,3
334,Martinez,Vicente Martinez High School,public,451,38.014645,-122.13226,95,,5
335,Martinez,White Stone Christian Academy,private,23804,37.99155,-122.10307,,,
336,Moraga,Campolindo High School,public,403,37.863518,-122.12464,1300,10,4
337,Moraga,Mount Eagle Academy,private,23797,37.8703,-122.12479,,,
338,Moraga,Orion Academy,private,15366,37.86138,-122.12836,60,,4
339,Oakley,Bouton-Shaw Academy,private,23793,38.003773,-121.751755,,,
340,Oakley,Faith Christian Learning Center,private,15855,37.97736,-121.69562,,,5
341,Oakley,Freedom High School,public,445,37.96908,-121.71575,2624,5,4
342,Oakley,Trinity Christian Schools,private,17145,37.99742,-121.712456,178,,4
343,Orinda,Holden High School,private,9006,37.885567,-122.18953,34,,5
344,Orinda,Miramonte High School,public,406,37.842327,-122.14438,1232,9,4
345,Orinda,Orinda Academy,private,9814,37.883873,-122.18351,90,,4
346,Pinole,Pinole Valley High School,public,605,37.990204,-122.28511,1160,4,3
347,Pittsburg,Black Diamond High (Continuation) School,public,530,38.004738,-121.87373,223,,3
348,Pittsburg,Christian Center School,private,8732,38.003204,-121.87529,,,3
349,Pittsburg,Golden Gate Community School,charter,14568,38.003883,-121.87747,73,,5
350,Pittsburg,Home Schooling,private,31240,38.009674,-121.87475,,,
351,Pittsburg,Pittsburg Adult Education Center,public,14372,38.02816,-121.88631,,,
352,Pittsburg,Pittsburg Senior High School,public,529,38.019547,-121.88137,3113,4,3
353,Pittsburg,Royal Oaks Academy,private,23800,38.015842,-121.9197,,,
354,Pittsburg,Spectrum Center - Delta,private,13307,38.01229,-121.88889,,,
355,Pleasant Hill,College Park High School,public,466,37.96587,-122.07185,2013,9,4
356,Pleasant Hill,Contra Costa County Rop School,public,15038,37.935383,-122.06991,,,
357,Pleasant Hill,Families First-Rose Manning Youth,private,15856,37.9517,-122.0547,,,
358,Pleasant Hill,Horizons Alternative School,public,10887,37.935715,-122.06812,145,5,4
359,Pleasant Hill,Legacy Academy,private,17141,37.938625,-122.053474,,,
360,Pleasant Hill,Pacific Bridge Academy,private,26005,37.973175,-122.069214,,,
361,Pleasant Hill,Pleasant Hill Adventist Academy,private,9044,37.945927,-122.08905,148,,4
363,Pleasant Hill,Prospect High (Continuation) School,public,493,37.935745,-122.06813,48,,5
364,Pleasant Hill,St. Thomas,private,25882,37.939434,-122.07524,,,
365,Pleasant Hill,Stars School,private,24524,37.9334,-122.075554,,,
366,Richmond,A Better Chance / California Autism Foundation,private,13424,37.988487,-122.33088,29,,4
368,Richmond,Arlington Christian School,private,9117,37.940968,-122.31237,22,,5
369,Richmond,Aspire Richmond Ca. College Preparatory Academy,charter,32025,37.97823,-122.32702,232,4,
370,Richmond,Community Christian Academy,private,15372,37.974186,-122.3421,20,,
371,Richmond,Contra Costa Adult,public,14120,37.994404,-122.35376,,,
372,Richmond,De Anza Senior High School,public,571,37.967735,-122.28509,1329,3,3
373,Richmond,Elim Christian School,private,15123,37.933403,-122.35905,,,4
374,Richmond,Family Christian Academy,private,10043,37.9333,-122.3454,,,5
375,Richmond,Gompers (Samuel) Continuation School,public,580,37.932487,-122.36155,356,,5
376,Richmond,John Henry High,charter,32027,37.912766,-122.35488,195,7,
377,Richmond,Kennedy High School,public,588,37.924175,-122.32929,865,1,3
378,Richmond,King's Academy,private,15857,37.9473,-122.3237,,,
379,Richmond,La Cheim School,private,15239,37.975105,-122.33489,12,,5
380,Richmond,Leadership Public Schools: Richmond,charter,12278,37.93406,-122.3611,511,5,4
381,Richmond,Making Waves Academy,charter,17562,37.988827,-122.33301,790,5,3
382,Richmond,Richmond High School,public,607,37.95199,-122.34739,1528,1,3
