cds,rtype,sname,dname,cname,Enroll12,NumTstTakr,AvgScrEng,AvgScrRead,AvgScrMath,AvgScrSci,NumGE21,PctGE21,year
19647330126615,S,Academies of Education and Empowerment a          ,Los Angeles Unified                               ,Los Angeles    ,141,41,18,19,19,17,14,34.15,1314
19647330126623,S,Academy of Medical Arts at Carson High            ,Los Angeles Unified                               ,Los Angeles    ,112,41,17,18,19,19,11,26.83,1314
19647330127787,S,Humanities and Arts (HARTS) Academy of L          ,Los Angeles Unified                               ,Los Angeles    ,62,1,*,*,*,*,*,*,1314
19647330127795,S,Contreras Learning Center-School of Soci          ,Los Angeles Unified                               ,Los Angeles    ,87,31,16,17,18,17,5,16.13,1314
19647330127803,S,Early College Academy-LA Trade Tech Coll          ,Los Angeles Unified                               ,Los Angeles    ,70,0,NA,NA,NA,NA,NA,NA,1314
19647330127852,S,Executive Preparatory Academy of Finance          ,Los Angeles Unified                               ,Los Angeles    ,0,0,NA,NA,NA,NA,NA,NA,1314
19647330127894,S,Valor Academy Charter High                        ,Los Angeles Unified                               ,Los Angeles    ,0,0,NA,NA,NA,NA,NA,NA,1314
19647330127910,S,Camino Nuevo High No. 2,Los Angeles Unified                               ,Los Angeles    ,0,0,NA,NA,NA,NA,NA,NA,1314
19647331930064,S,William Tell Aggeler Opportunity High             ,Los Angeles Unified                               ,Los Angeles    ,13,1,*,*,*,*,*,*,1314
19647331930429,S,View Park Continuation                            ,Los Angeles Unified                               ,Los Angeles    ,25,9,*,*,*,*,*,*,1314
19647331930577,S,Pueblo de Los Angeles Continuation                ,Los Angeles Unified                               ,Los Angeles    ,32,1,*,*,*,*,*,*,1314
19647331930619,S,Harold McAlister High (Opportunity)               ,Los Angeles Unified                               ,Los Angeles    ,47,0,NA,NA,NA,NA,NA,NA,1314
19647331930650,S,Phineas Banning Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,407,120,16,17,19,18,31,25.83,1314
19647331930692,S,Thomas Riley High                                 ,Los Angeles Unified                               ,Los Angeles    ,42,0,NA,NA,NA,NA,NA,NA,1314
19647331930866,S,Bell Senior High                                  ,Los Angeles Unified                               ,Los Angeles    ,668,237,16,18,19,18,58,24.47,1314
19647331930924,S,Belmont Senior High                               ,Los Angeles Unified                               ,Los Angeles    ,214,86,15,17,18,16,14,16.28,1314
19647331931047,S,Birmingham Community Charter High                 ,Los Angeles Unified                               ,Los Angeles    ,702,121,18,19,19,19,35,28.93,1314
19647331931476,S,Canoga Park Senior High                           ,Los Angeles Unified                               ,Los Angeles    ,360,51,18,19,20,19,18,35.29,1314
19647331931484,S,Mission Continuation                              ,Los Angeles Unified                               ,Los Angeles    ,34,2,*,*,*,*,*,*,1314
19647331931526,S,Carson Senior High                                ,Los Angeles Unified                               ,Los Angeles    ,267,75,19,19,19,19,27,36,1314
19647331931708,S,Chatsworth Charter High                           ,Los Angeles Unified                               ,Los Angeles    ,627,60,20,20,22,20,27,45,1314
19647331931716,S,Valley Alternative Magnet                         ,Los Angeles Unified                               ,Los Angeles    ,42,2,*,*,*,*,*,*,1314
19647331931864,S,Grover Cleveland Charter High                     ,Los Angeles Unified                               ,Los Angeles    ,729,120,24,24,24,23,90,75,1314
19647331931997,S,Odyssey Continuation                              ,Los Angeles Unified                               ,Los Angeles    ,38,1,*,*,*,*,*,*,1314
19647331932128,S,"Crenshaw Science, Technology, Engineerin          ",Los Angeles Unified                               ,Los Angeles    ,269,92,14,16,17,15,11,11.96,1314
19647331932250,S,Henry David Thoreau Continuation                  ,Los Angeles Unified                               ,Los Angeles    ,18,1,*,*,*,*,*,*,1314
19647331932383,S,Susan Miller Dorsey Senior High                   ,Los Angeles Unified                               ,Los Angeles    ,302,63,13,15,16,15,6,9.52,1314
19647331932391,S,West Hollywood Opportunity                        ,Los Angeles Unified                               ,Los Angeles    ,14,0,NA,NA,NA,NA,NA,NA,1314
19647331932540,S,Eagle Rock High                                   ,Los Angeles Unified                               ,Los Angeles    ,435,79,22,23,22,22,54,68.35,1314
19647331932623,S,El Camino Real Charter High                       ,Los Angeles Unified                               ,Los Angeles    ,897,215,24,24,25,23,159,73.95,1314
19647331932847,S,Los Angeles Center for Enriched Studies           ,Los Angeles Unified                               ,Los Angeles    ,210,85,26,25,26,24,72,84.71,1314
19647331932888,S,Downtown Business High                            ,Los Angeles Unified                               ,Los Angeles    ,226,141,18,19,21,19,51,36.17,1314
19647331932920,S,Fairfax Senior High                               ,Los Angeles Unified                               ,Los Angeles    ,404,77,19,19,21,19,33,42.86,1314
19647331932987,S,John H. Francis Polytechnic                       ,Los Angeles Unified                               ,Los Angeles    ,712,111,17,18,21,19,32,28.83,1314
19647331933001,S,King/Drew Medical Magnet High                     ,Los Angeles Unified                               ,Los Angeles    ,322,181,19,20,19,19,63,34.81,1314
19647331933043,S,Benjamin Franklin Senior High                     ,Los Angeles Unified                               ,Los Angeles    ,272,77,18,19,20,19,29,37.66,1314
19647331933118,S,John C. Fremont Senior High                       ,Los Angeles Unified                               ,Los Angeles    ,571,60,16,18,17,17,12,20,1314
19647331933233,S,Sherman Oaks Center for Enriched Studies          ,Los Angeles Unified                               ,Los Angeles    ,250,86,25,25,25,24,67,77.91,1314
19649070115170,S,School of Extended Educational Options            ,Pomona Unified                                    ,Los Angeles    ,166,0,NA,NA,NA,NA,NA,NA,1314
19649071933175,S,Ganesha High                                      ,Pomona Unified                                    ,Los Angeles    ,293,41,16,17,19,17,10,24.39,1314
19649071933324,S,Garey High                                        ,Pomona Unified                                    ,Los Angeles    ,451,66,16,18,18,18,15,22.73,1314
19649071937028,S,Pomona High                                       ,Pomona Unified                                    ,Los Angeles    ,327,72,16,17,18,17,15,20.83,1314
19649071995547,S,Pomona Alternative                                ,Pomona Unified                                    ,Los Angeles    ,0,0,NA,NA,NA,NA,NA,NA,1314
19649071995901,S,Diamond Ranch High                                ,Pomona Unified                                    ,Los Angeles    ,459,90,21,22,22,21,48,53.33,1314
19649071996495,S,Village Academy High School at Indian Hi          ,Pomona Unified                                    ,Los Angeles    ,111,39,18,19,20,19,11,28.21,1314
19649076061634,S,Fremont Academy of Engineering and Desig          ,Pomona Unified                                    ,Los Angeles    ,93,18,15,17,18,19,4,22.22,1314
19649076061642,S,Palomares Academy of Health Science               ,Pomona Unified                                    ,Los Angeles    ,34,7,*,*,*,*,*,*,1314
19649640000000,D,                                                  ,San Marino Unified                                ,Los Angeles    ,291,145,29,28,29,27,136,93.79,1314
19649641937754,S,San Marino High                                   ,San Marino Unified                                ,Los Angeles    ,290,145,29,28,29,27,136,93.79,1314
19649800000000,D,                                                  ,Santa Monica-Malibu Unified                       ,Los Angeles    ,961,341,24,24,24,23,237,69.5,1314
19649801938000,S,Santa Monica High                                 ,Santa Monica-Malibu Unified                       ,Los Angeles    ,711,286,24,24,25,23,194,67.83,1314
19649801995737,S,Malibu High                                       ,Santa Monica-Malibu Unified                       ,Los Angeles    ,182,55,24,25,24,24,43,78.18,1314
19650290000000,D,                                                  ,South Pasadena Unified                            ,Los Angeles    ,378,105,27,26,28,26,97,92.38,1314
19650291938455,S,South Pasadena Senior High                        ,South Pasadena Unified                            ,Los Angeles    ,374,105,27,26,28,26,97,92.38,1314
19650520000000,D,                                                  ,Temple City Unified                               ,Los Angeles    ,552,96,25,24,27,24,76,79.17,1314
19650521938679,S,Temple City High                                  ,Temple City Unified                               ,Los Angeles    ,531,96,25,24,27,24,76,79.17,1314
19650521995976,S,Temple City Alternative                           ,Temple City Unified                               ,Los Angeles    ,7,0,NA,NA,NA,NA,NA,NA,1314
19650600000000,D,                                                  ,Torrance Unified                                  ,Los Angeles    ,2176,549,24,25,26,24,424,77.23,1314
19650601936277,S,North High                                        ,Torrance Unified                                  ,Los Angeles    ,515,118,23,23,25,23,84,71.19,1314
19650601938356,S,South High                                        ,Torrance Unified                                  ,Los Angeles    ,490,159,26,25,26,24,133,83.65,1314
19650601938752,S,Torrance High                                     ,Torrance Unified                                  ,Los Angeles    ,472,118,23,23,23,23,77,65.25,1314
19650601939602,S,West High                                         ,Torrance Unified                                  ,Los Angeles    ,534,154,26,25,27,25,130,84.42,1314
19650940000000,D,                                                  ,West Covina Unified                               ,Los Angeles    ,1117,90,19,21,21,20,42,46.67,1314
19650940112706,S,California Virtual Academy @ Los Angeles          ,West Covina Unified                               ,Los Angeles    ,274,17,24,24,22,23,13,76.47,1314
19650940122432,S,Edgewood High                                     ,West Covina Unified                               ,Los Angeles    ,172,8,*,*,*,*,*,*,1314
19650941939537,S,West Covina High                                  ,West Covina Unified                               ,Los Angeles    ,537,65,18,20,21,19,23,35.38,1314
19651280000000,D,                                                  ,Whittier Union High                               ,Los Angeles    ,3470,629,18,19,21,19,239,38,1314
19651281931302,S,California High                                   ,Whittier Union High                               ,Los Angeles    ,732,112,18,19,20,19,44,39.29,1314
19651281934868,S,La Serna High                                     ,Whittier Union High                               ,Los Angeles    ,622,129,22,23,22,22,77,59.69,1314
19651281936889,S,Pioneer High                                      ,Whittier Union High                               ,Los Angeles    ,321,103,16,17,20,17,20,19.42,1314
19651281937903,S,Santa Fe High                                     ,Whittier Union High                               ,Los Angeles    ,618,164,18,19,20,19,53,32.32,1314
19651281939701,S,Whittier High                                     ,Whittier Union High                               ,Los Angeles    ,608,121,17,19,20,19,45,37.19,1314
19651281995653,S,Sierra Vista High (Alternative)                   ,Whittier Union High                               ,Los Angeles    ,261,0,NA,NA,NA,NA,NA,NA,1314
19651360000000,D,                                                  ,William S. Hart Union High                        ,Los Angeles    ,4763,901,23,24,24,23,652,72.36,1314
19651360102459,S,Golden Valley High                                ,William S. Hart Union High                        ,Los Angeles    ,519,93,20,21,21,21,50,53.76,1314
19651360102475,S,West Ranch High                                   ,William S. Hart Union High                        ,Los Angeles    ,748,173,24,24,25,23,132,76.3,1314
19651360112359,S,Sequoia Charter                                   ,William S. Hart Union High                        ,Los Angeles    ,8,0,NA,NA,NA,NA,NA,NA,1314
19651360114439,S,Mission View Public                               ,William S. Hart Union High                        ,Los Angeles    ,411,1,*,*,*,*,*,*,1314
19651360117234,S,Santa Clarita Valley International                ,William S. Hart Union High                        ,Los Angeles    ,29,1,*,*,*,*,*,*,1314
19651360121731,S,"Albert Einstein Academy for Letters, Art          ",William S. Hart Union High                        ,Los Angeles    ,44,17,26,25,25,24,14,82.35,1314
19651361931492,S,Canyon High                                       ,William S. Hart Union High                        ,Los Angeles    ,609,133,22,23,22,22,81,60.9,1314
21733612134310,S,Tomales High                                      ,Shoreline Unified                                 ,Marin          ,42,18,19,20,22,20,8,44.44,1314
22000000000000,C,                                                  ,                                                  ,Mariposa       ,175,11,23,25,27,25,9,81.82,1314
22102230000000,D,                                                  ,Mariposa County Office of Educ                    ,Mariposa       ,15,0,NA,NA,NA,NA,NA,NA,1314
22655320000000,D,                                                  ,Mariposa County Unified                           ,Mariposa       ,160,11,23,25,27,25,9,81.82,1314
22655322230068,S,Sierra Home                                       ,Mariposa County Unified                           ,Mariposa       ,8,0,NA,NA,NA,NA,NA,NA,1314
22655322235356,S,Mariposa County High                              ,Mariposa County Unified                           ,Mariposa       ,149,11,23,25,27,25,9,81.82,1314
23000000000000,C,                                                  ,                                                  ,Mendocino      ,1080,120,22,23,22,22,82,68.33,1314
23102310000000,D,                                                  ,Mendocino County Office of Edu                    ,Mendocino      ,6,0,NA,NA,NA,NA,NA,NA,1314
23655400000000,D,                                                  ,Anderson Valley Unified                           ,Mendocino      ,39,2,*,*,*,*,*,*,1314
23655402330900,S,Anderson Valley Junior-Senior High                ,Anderson Valley Unified                           ,Mendocino      ,35,2,*,*,*,*,*,*,1314
23655570000000,D,                                                  ,Arena Union Elementary                            ,Mendocino      ,5,2,*,*,*,*,*,*,1314
23655576116669,S,Pacific Community Charter                         ,Arena Union Elementary                            ,Mendocino      ,5,2,*,*,*,*,*,*,1314
23655650000000,D,                                                  ,Fort Bragg Unified                                ,Mendocino      ,128,32,21,21,21,21,19,59.38,1314
23655650123737,S,Three Rivers Charter                              ,Fort Bragg Unified                                ,Mendocino      ,3,0,NA,NA,NA,NA,NA,NA,1314
23655652331361,S,Fort Bragg High                                   ,Fort Bragg Unified                                ,Mendocino      ,116,32,21,21,21,21,19,59.38,1314
23655810000000,D,                                                  ,Mendocino Unified                                 ,Mendocino      ,43,14,23,22,22,23,11,78.57,1314
23655812333185,S,Mendocino High                                    ,Mendocino Unified                                 ,Mendocino      ,37,14,23,22,22,23,11,78.57,1314
23655990000000,D,                                                  ,Point Arena Joint Union High                      ,Mendocino      ,50,11,23,25,25,23,10,90.91,1314
23655992333649,S,Point Arena High                                  ,Point Arena Joint Union High                      ,Mendocino      ,45,11,23,25,25,23,10,90.91,1314
23656070000000,D,                                                  ,Round Valley Unified                              ,Mendocino      ,34,0,NA,NA,NA,NA,NA,NA,1314
23656072334563,S,Round Valley High                                 ,Round Valley Unified                              ,Mendocino      ,32,0,NA,NA,NA,NA,NA,NA,1314
23656150000000,D,                                                  ,Ukiah Unified                                     ,Mendocino      ,540,53,23,24,23,22,36,67.92,1314
23656150128280,S,Ukiah Independent Study Academy                   ,Ukiah Unified                                     ,Mendocino      ,28,0,NA,NA,NA,NA,NA,NA,1314
23656152330413,S,Redwood Academy of Ukiah                          ,Ukiah Unified                                     ,Mendocino      ,24,1,*,*,*,*,*,*,1314
23656152330454,S,Accelerated Achievement Academy                   ,Ukiah Unified                                     ,Mendocino      ,15,0,NA,NA,NA,NA,NA,NA,1314
23656152335024,S,Ukiah High                                        ,Ukiah Unified                                     ,Mendocino      ,329,52,23,24,23,22,35,67.31,1314
23656230000000,D,                                                  ,Willits Unified                                   ,Mendocino      ,163,2,*,*,*,*,*,*,1314
23656230112300,S,La Vida Charter                                   ,Willits Unified                                   ,Mendocino      ,9,0,NA,NA,NA,NA,NA,NA,1314
23656232330314,S,New Horizons                                      ,Willits Unified                                   ,Mendocino      ,11,0,NA,NA,NA,NA,NA,NA,1314
23656232330363,S,Willits Charter                                   ,Willits Unified                                   ,Mendocino      ,20,2,*,*,*,*,*,*,1314
23656232335487,S,Willits High                                      ,Willits Unified                                   ,Mendocino      ,100,0,NA,NA,NA,NA,NA,NA,1314
23738660000000,D,                                                  ,Potter Valley Community Unifie                    ,Mendocino      ,25,1,*,*,*,*,*,*,1314
23738662330041,S,Potter Valley High                                ,Potter Valley Community Unifie                    ,Mendocino      ,23,1,*,*,*,*,*,*,1314
23739160000000,D,                                                  ,Laytonville Unified                               ,Mendocino      ,42,1,*,*,*,*,*,*,1314
23739162332260,S,Laytonville High                                  ,Laytonville Unified                               ,Mendocino      ,41,1,*,*,*,*,*,*,1314
23752180000000,D,                                                  ,Leggett Valley Unified                            ,Mendocino      ,5,2,*,*,*,*,*,*,1314
23752182330207,S,Whale Gulch High                                  ,Leggett Valley Unified                            ,Mendocino      ,3,2,*,*,*,*,*,*,1314
23752182332724,S,Leggett Valley High                               ,Leggett Valley Unified                            ,Mendocino      ,2,0,NA,NA,NA,NA,NA,NA,1314
24000000000000,C,                                                  ,                                                  ,Merced         ,4304,695,18,19,20,19,247,35.54,1314
24102490000000,D,                                                  ,Merced County Office of Educat                    ,Merced         ,328,0,NA,NA,NA,NA,NA,NA,1314
24102490106518,S,Merced Scholars Charter                           ,Merced County Office of Educat                    ,Merced         ,20,0,NA,NA,NA,NA,NA,NA,1314
24656980000000,D,                                                  ,Hilmar Unified                                    ,Merced         ,183,39,17,19,19,19,9,23.08,1314
24656982432409,S,Hilmar High                                       ,Hilmar Unified                                    ,Merced         ,167,39,17,19,19,19,9,23.08,1314
24657300000000,D,                                                  ,Le Grand Union High                               ,Merced         ,135,41,15,16,18,16,4,9.76,1314
29102982930147,S,Muir Charter                                      ,Nevada County Office of Educat                    ,Nevada         ,1624,0,NA,NA,NA,NA,NA,NA,1314
29663570000000,D,                                                  ,Nevada Joint Union High                           ,Nevada         ,826,140,25,26,26,24,118,84.29,1314
29663570112367,S,William & Marian Ghidotti High                    ,Nevada Joint Union High                           ,Nevada         ,34,10,*,*,*,*,*,*,1314
29663572930030,S,North Point Academy                               ,Nevada Joint Union High                           ,Nevada         ,42,1,*,*,*,*,*,*,1314
29663572930048,S,Bear River High                                   ,Nevada Joint Union High                           ,Nevada         ,175,40,26,27,27,25,38,95,1314
29663572935500,S,Nevada Union High                                 ,Nevada Joint Union High                           ,Nevada         ,469,89,24,25,25,24,71,79.78,1314
29663990000000,D,                                                  ,Ready Springs Union Elementary                    ,Nevada         ,21,0,NA,NA,NA,NA,NA,NA,1314
29663996111371,S,Vantage Point Charter                             ,Ready Springs Union Elementary                    ,Nevada         ,21,0,NA,NA,NA,NA,NA,NA,1314
30000000000000,C,                                                  ,                                                  ,Orange         ,41649,9186,24,24,25,23,6664,72.55,1314
30103060000000,D,                                                  ,Orange County Department of Ed                    ,Orange         ,1502,0,NA,NA,NA,NA,NA,NA,1314
30103060126037,S,The Academy                                       ,Orange County Department of Ed                    ,Orange         ,0,0,NA,NA,NA,NA,NA,NA,1314
30103063030632,S,OCCS:CHEP/PCHS                                    ,Orange County Department of Ed                    ,Orange         ,102,0,NA,NA,NA,NA,NA,NA,1314
30664230000000,D,                                                  ,Anaheim City                                      ,Orange         ,0,2,*,*,*,*,*,*,1314
30664230113712,S,Orange Grove Elementary                           ,Anaheim City                                      ,Orange         ,0,2,*,*,*,*,*,*,1314
30664310000000,D,                                                  ,Anaheim Union High                                ,Orange         ,5449,770,21,22,23,22,454,58.96,1314
30664313030038,S,Cypress High                                      ,Anaheim Union High                                ,Orange         ,647,150,25,25,27,25,123,82,1314
30664313030228,S,Anaheim High                                      ,Anaheim Union High                                ,Orange         ,770,149,17,18,20,18,53,35.57,1314
30664313030384,S,Polaris High (Alternative)                        ,Anaheim Union High                                ,Orange         ,116,0,NA,NA,NA,NA,NA,NA,1314
30664313030616,S,Oxford Academy                                    ,Anaheim Union High                                ,Orange         ,166,82,30,28,29,27,82,100,1314
30664313033057,S,Katella High                                      ,Anaheim Union High                                ,Orange         ,567,76,18,19,21,19,28,36.84,1314
30664313033115,S,John F. Kennedy High                              ,Anaheim Union High                                ,Orange         ,512,82,24,24,26,24,68,82.93,1314
30664313033784,S,Loara High                                        ,Anaheim Union High                                ,Orange         ,591,93,17,18,19,19,26,27.96,1314
30664313034204,S,Magnolia High                                     ,Anaheim Union High                                ,Orange         ,462,21,20,21,23,21,12,57.14,1314
30664313036712,S,Savanna High                                      ,Anaheim Union High                                ,Orange         ,490,55,18,19,20,20,22,40,1314
30664313038239,S,Western High                                      ,Anaheim Union High                                ,Orange         ,483,62,20,22,22,21,40,64.52,1314
30664490000000,D,                                                  ,Brea-Olinda Unified                               ,Orange         ,507,142,24,25,25,24,111,78.17,1314
30664493030640,S,Brea-Olinda High                                  ,Brea-Olinda Unified                               ,Orange         ,480,142,24,25,25,24,111,78.17,1314
30664640000000,D,                                                  ,Capistrano Unified                                ,Orange         ,4187,1509,25,25,25,24,1227,81.31,1314
30664640106765,S,Capistrano Connections Academy                    ,Capistrano Unified                                ,Orange         ,196,26,24,23,23,22,19,73.08,1314
30664640113381,S,San Juan Hills High                               ,Capistrano Unified                                ,Orange         ,466,150,24,25,24,24,114,76,1314
30664640124131,S,California Preparatory Academy                    ,Capistrano Unified                                ,Orange         ,0,0,NA,NA,NA,NA,NA,NA,1314
30664643030210,S,Capistrano Valley High                            ,Capistrano Unified                                ,Orange         ,605,209,26,26,25,25,173,82.78,1314
30664643030574,S,Aliso Niguel High                                 ,Capistrano Unified                                ,Orange         ,742,272,26,26,26,25,241,88.6,1314
30664643030756,S,Tesoro High                                       ,Capistrano Unified                                ,Orange         ,605,288,25,25,25,24,232,80.56,1314
30664643036001,S,San Clemente High                                 ,Capistrano Unified                                ,Orange         ,711,277,24,25,24,23,207,74.73,1314
30664643038569,S,Dana Hills High                                   ,Capistrano Unified                                ,Orange         ,712,283,26,25,25,25,238,84.1,1314
30664646120356,S,Opportunities for Learning - Capistrano           ,Capistrano Unified                                ,Orange         ,35,4,*,*,*,*,*,*,1314
30665140000000,D,                                                  ,Fullerton Joint Union High                        ,Orange         ,3722,707,24,24,25,24,517,73.13,1314
30665143030335,S,La Sierra High (Alternative)                      ,Fullerton Joint Union High                        ,Orange         ,125,0,NA,NA,NA,NA,NA,NA,1314
30665143030855,S,Buena Park High                                   ,Fullerton Joint Union High                        ,Orange         ,456,82,17,19,20,19,28,34.15,1314
30665143032505,S,Fullerton Union High                              ,Fullerton Joint Union High                        ,Orange         ,558,108,21,23,23,22,74,68.52,1314
30665143033362,S,La Habra High                                     ,Fullerton Joint Union High                        ,Orange         ,591,75,22,22,22,22,39,52,1314
30665143037090,S,Sonora High                                       ,Fullerton Joint Union High                        ,Orange         ,428,130,22,22,23,22,84,64.62,1314
31669280116459,S,Antelope High                                     ,Roseville Joint Union High                        ,Placer         ,466,188,20,22,22,22,102,54.26,1314
31669283130119,S,Independence High (Alternative)                   ,Roseville Joint Union High                        ,Placer         ,105,1,*,*,*,*,*,*,1314
31669283130176,S,Woodcreek High                                    ,Roseville Joint Union High                        ,Placer         ,527,173,24,25,25,25,143,82.66,1314
31669283130184,S,Granite Bay High                                  ,Roseville Joint Union High                        ,Placer         ,522,223,26,26,26,25,196,87.89,1314
31669283135308,S,Oakmont High                                      ,Roseville Joint Union High                        ,Placer         ,402,92,24,24,24,23,68,73.91,1314
31669283136504,S,Roseville High                                    ,Roseville Joint Union High                        ,Placer         ,487,148,22,23,23,22,94,63.51,1314
31669440000000,D,                                                  ,Tahoe-Truckee Unified                             ,Placer         ,222,57,23,24,24,23,42,73.68,1314
31669443130010,S,North Tahoe High                                  ,Tahoe-Truckee Unified                             ,Placer         ,63,12,24,24,23,23,8,66.67,1314
31669443130192,S,Cold Stream Alternative                           ,Tahoe-Truckee Unified                             ,Placer         ,8,0,NA,NA,NA,NA,NA,NA,1314
31669443138500,S,Tahoe Truckee High                                ,Tahoe-Truckee Unified                             ,Placer         ,127,45,23,24,24,23,34,75.56,1314
31669510000000,D,                                                  ,Western Placer Unified                            ,Placer         ,773,64,23,24,23,23,44,68.75,1314
31669510122507,S,Partnerships for Student-Centered Learni          ,Western Placer Unified                            ,Placer         ,166,0,NA,NA,NA,NA,NA,NA,1314
31669513130168,S,Horizon Charter                                   ,Western Placer Unified                            ,Placer         ,212,17,26,27,24,24,14,82.35,1314
31669513134657,S,Lincoln High                                      ,Western Placer Unified                            ,Placer         ,348,47,22,23,23,22,30,63.83,1314
31750850000000,D,                                                  ,Rocklin Unified                                   ,Placer         ,969,332,24,25,25,24,265,79.82,1314
31750850108084,S,Whitney High                                      ,Rocklin Unified                                   ,Placer         ,433,153,23,24,24,23,106,69.28,1314
31750850128561,S,Rocklin Independent Charter Academy               ,Rocklin Unified                                   ,Placer         ,28,0,NA,NA,NA,NA,NA,NA,1314
31750853130150,S,Rocklin High                                      ,Rocklin Unified                                   ,Placer         ,441,179,25,25,26,24,159,88.83,1314
31765700000000,D,                                                  ,SBE - Western Sierra Collegiat                    ,Placer         ,48,0,NA,NA,NA,NA,NA,NA,1314
31765700119487,S,Western Sierra Collegiate Academy                 ,SBE - Western Sierra Collegiat                    ,Placer         ,48,0,NA,NA,NA,NA,NA,NA,1314
32000000000000,C,                                                  ,                                                  ,Plumas         ,180,23,24,25,23,22,18,78.26,1314
32669690000000,D,                                                  ,Plumas Unified                                    ,Plumas         ,178,23,24,25,23,22,18,78.26,1314
32669693230083,S,Plumas Charter                                    ,Plumas Unified                                    ,Plumas         ,26,3,*,*,*,*,*,*,1314
32669693232006,S,Chester Junior/Senior High                        ,Plumas Unified                                    ,Plumas         ,38,9,*,*,*,*,*,*,1314
32669693233509,S,Greenville Junior/Senior High                     ,Plumas Unified                                    ,Plumas         ,15,1,*,*,*,*,*,*,1314
32669693235603,S,Portola Junior/Senior High                        ,Plumas Unified                                    ,Plumas         ,39,3,*,*,*,*,*,*,1314
32669693236007,S,Quincy Junior/Senior High                         ,Plumas Unified                                    ,Plumas         ,54,7,*,*,*,*,*,*,1314
33000000000000,C,                                                  ,                                                  ,Riverside      ,34424,6249,19,20,21,20,2850,45.61,1314
33103300000000,D,                                                  ,Riverside County Office of Edu                    ,Riverside      ,1012,12,26,24,23,22,9,75,1314
33103300110833,S,River Springs Charter                             ,Riverside County Office of Edu                    ,Riverside      ,187,12,26,24,23,22,9,75,1314
33103300125237,S,Riverside County Education Academy                ,Riverside County Office of Edu                    ,Riverside      ,16,0,NA,NA,NA,NA,NA,NA,1314
33103300128397,S,Come Back Kids                                    ,Riverside County Office of Edu                    ,Riverside      ,193,0,NA,NA,NA,NA,NA,NA,1314
33103300128777,S,Gateway College and Career Academy                ,Riverside County Office of Edu                    ,Riverside      ,141,0,NA,NA,NA,NA,NA,NA,1314
33103303330404,S,Riverside County Opportunity                      ,Riverside County Office of Edu                    ,Riverside      ,53,0,NA,NA,NA,NA,NA,NA,1314
33316250000000,D,                                                  ,California School for the Deaf                    ,Riverside      ,82,32,10,13,14,13,0,0,1314
33316253330834,S,California School for the Deaf-Riverside          ,California School for the Deaf                    ,Riverside      ,82,32,10,13,14,13,0,0,1314
33669770000000,D,                                                  ,Alvord Unified                                    ,Riverside      ,1500,207,18,19,20,19,78,37.68,1314
33669770125732,S,Hillcrest High                                    ,Alvord Unified                                    ,Riverside      ,0,0,NA,NA,NA,NA,NA,NA,1314
33669770126896,S,Alvord Alternative Continuation High              ,Alvord Unified                                    ,Riverside      ,106,0,NA,NA,NA,NA,NA,NA,1314
33669773330008,S,La Sierra High                                    ,Alvord Unified                                    ,Riverside      ,712,110,18,19,20,19,40,36.36,1314
33669773334299,S,Norte Vista High                                  ,Alvord Unified                                    ,Riverside      ,480,97,18,19,20,19,38,39.18,1314
33669850000000,D,                                                  ,Banning Unified                                   ,Riverside      ,299,55,16,18,18,17,8,14.55,1314
33669853330214,S,Banning High                                      ,Banning Unified                                   ,Riverside      ,223,54,16,18,18,17,8,14.81,1314
33669853330222,S,New Horizon High                                  ,Banning Unified                                   ,Riverside      ,47,1,*,*,*,*,*,*,1314
33751923330743,S,Chaparral High                                    ,Temecula Valley Unified                           ,Riverside      ,688,157,23,23,23,23,112,71.34,1314
33751923330917,S,Temecula Preparatory                              ,Temecula Valley Unified                           ,Riverside      ,64,33,25,24,23,22,26,78.79,1314
33752000000000,D,                                                  ,Murrieta Valley Unified                           ,Riverside      ,2014,531,22,23,23,22,335,63.09,1314
33752000100420,S,Vista Murrieta High                               ,Murrieta Valley Unified                           ,Riverside      ,787,190,21,22,22,22,118,62.11,1314
33752000102079,S,Tenaja Canyon Academy                             ,Murrieta Valley Unified                           ,Riverside      ,32,0,NA,NA,NA,NA,NA,NA,1314
33752000118794,S,Murrieta Mesa High                                ,Murrieta Valley Unified                           ,Riverside      ,511,149,21,22,22,21,84,56.38,1314
33752003330529,S,Murrieta Valley High                              ,Murrieta Valley Unified                           ,Riverside      ,563,192,23,24,23,23,133,69.27,1314
33752420000000,D,                                                  ,Val Verde Unified                                 ,Riverside      ,1557,316,17,18,19,18,78,24.68,1314
33752420109108,S,Citrus Hill High                                  ,Val Verde Unified                                 ,Riverside      ,512,141,16,17,19,18,37,26.24,1314
33752420109652,S,Val Verde Student Success Academy                 ,Val Verde Unified                                 ,Riverside      ,0,0,NA,NA,NA,NA,NA,NA,1314
33752420123190,S,Val Verde Academy                                 ,Val Verde Unified                                 ,Riverside      ,38,1,*,*,*,*,*,*,1314
33752423330552,S,Rancho Verde High                                 ,Val Verde Unified                                 ,Riverside      ,744,174,17,18,19,18,41,23.56,1314
34000000000000,C,                                                  ,                                                  ,Sacramento     ,19389,3775,21,22,22,21,2119,56.13,1314
34103480000000,D,                                                  ,Sacramento County Office of Ed                    ,Sacramento     ,253,0,NA,NA,NA,NA,NA,NA,1314
